0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,35.9%,22.2%,41.6%,Alameda,2021-03-23,2021-03-22,2021-03-24 14:25:03
0.2%,33.6%,33.6%,32.6%,Alpine,2021-03-23,2021-03-22,2021-03-24 14:25:07
0.1%,17.6%,20.4%,62%,Amador,2021-03-23,2021-03-22,2021-03-24 14:25:11
0.2%,31.3%,21.1%,47.4%,Butte,2021-03-23,2021-03-22,2021-03-24 14:25:15
0.2%,14.8%,20.2%,64.8%,Calaveras,2021-03-23,2021-03-22,2021-03-24 14:25:19
0.1%,34.7%,22.6%,42.6%,Colusa,2021-03-23,2021-03-22,2021-03-24 14:25:23
0.4%,32.8%,23.4%,43.4%,Contra Costa,2021-03-23,2021-03-22,2021-03-24 14:25:27
0.3%,35.9%,22.2%,41.6%,Del Norte,2021-03-23,2021-03-22,2021-03-24 14:25:31
0.3%,22.9%,23%,53.7%,El Dorado,2021-03-23,2021-03-22,2021-03-24 14:25:35
0.3%,39.1%,24.4%,36.1%,Fresno,2021-03-23,2021-03-22,2021-03-24 14:25:39
0.1%,27%,22.2%,50.8%,Glenn,2021-03-23,2021-03-22,2021-03-24 14:25:43
0.1%,32.2%,18.7%,49.1%,Humboldt,2021-03-23,2021-03-22,2021-03-24 14:25:47
0.1%,37.2%,21.1%,41.6%,Imperial,2021-03-23,2021-03-22,2021-03-24 14:25:51
0.1%,26%,19.1%,54.8%,Inyo,2021-03-23,2021-03-22,2021-03-24 14:25:55
0.3%,37.4%,23.8%,38.5%,Kern,2021-03-23,2021-03-22,2021-03-24 14:25:59
0.3%,40.6%,26.9%,32.3%,Kings,2021-03-23,2021-03-22,2021-03-24 14:26:03
0.2%,23.7%,22.4%,53.7%,Lake,2021-03-23,2021-03-22,2021-03-24 14:26:07
0%,21.5%,22.8%,55.6%,Lassen,2021-03-23,2021-03-22,2021-03-24 14:26:11
0.3%,39.4%,22.7%,37.6%,Los Angeles,2021-03-23,2021-03-22,2021-03-24 14:26:15
0.3%,32.7%,24.5%,42.5%,Madera,2021-03-23,2021-03-22,2021-03-24 14:26:19
0.8%,28.6%,23.7%,46.9%,Marin,2021-03-23,2021-03-22,2021-03-24 14:26:23
0.1%,18%,19.4%,62.4%,Mariposa,2021-03-23,2021-03-22,2021-03-24 14:26:27
0.6%,33%,23.8%,42.6%,Mendocino,2021-03-23,2021-03-22,2021-03-24 14:26:31
0.3%,36.3%,24.4%,39%,Merced,2021-03-23,2021-03-22,2021-03-24 14:26:35
0.1%,18.4%,25.3%,56.2%,Modoc,2021-03-23,2021-03-20,2021-03-24 14:26:38
1.2%,43.8%,28.7%,26.3%,Mono,2021-03-23,2021-03-22,2021-03-24 14:26:42
0.2%,37.9%,21.6%,40.3%,Monterey,2021-03-23,2021-03-22,2021-03-24 14:26:46
0.3%,35.9%,22.2%,41.6%,Napa,2021-03-23,2021-03-22,2021-03-24 14:26:50
0.3%,20.4%,18.2%,61.1%,Nevada,2021-03-23,2021-03-22,2021-03-24 14:26:54
0.3%,34.4%,21.8%,43.5%,Orange,2021-03-23,2021-03-22,2021-03-24 14:26:57
0.4%,27.4%,20.8%,51.4%,Placer,2021-03-23,2021-03-22,2021-03-24 14:27:01
0.1%,19.1%,18.4%,62.4%,Plumas,2021-03-23,2021-03-22,2021-03-24 14:27:05
0.2%,30.4%,22.2%,47.1%,Riverside,2021-03-23,2021-03-22,2021-03-24 14:27:09
0.3%,35.9%,23%,40.9%,Sacramento,2021-03-23,2021-03-22,2021-03-24 14:27:12
0.1%,36.8%,23.1%,40%,San Benito,2021-03-23,2021-03-22,2021-03-24 14:27:16
0.3%,35.9%,23.3%,40.6%,San Bernardino,2021-03-23,2021-03-22,2021-03-24 14:27:20
0.3%,34.6%,19.8%,45.3%,San Diego,2021-03-23,2021-03-22,2021-03-24 14:27:24
0.3%,43.2%,21.6%,34.9%,San Francisco,2021-03-23,2021-03-22,2021-03-24 14:27:28
0.3%,35.9%,22.2%,41.6%,San Joaquin,2021-03-23,2021-03-22,2021-03-24 14:27:32
0.1%,24.8%,16.5%,58.6%,San Luis Obispo,2021-03-23,2021-03-22,2021-03-24 14:27:36
0.4%,36.6%,22.1%,40.9%,San Mateo,2021-03-23,2021-03-22,2021-03-24 14:27:40
0.2%,32%,18.2%,49.6%,Santa Barbara,2021-03-23,2021-03-22,2021-03-24 14:27:44
0.3%,35%,21.7%,43%,Santa Clara,2021-03-23,2021-03-22,2021-03-24 14:27:48
0.3%,33.9%,20.9%,44.9%,Santa Cruz,2021-03-23,2021-03-22,2021-03-24 14:27:52
0.3%,23%,21.3%,55.5%,Shasta,2021-03-23,2021-03-22,2021-03-24 14:27:56
0%,19%,27.4%,53.6%,Sierra,2021-03-23,2021-03-18,2021-03-24 14:28:00
0.4%,19.9%,22.6%,57.1%,Siskiyou,2021-03-23,2021-03-22,2021-03-24 14:28:04
0.3%,32.4%,24.9%,42.5%,Solano,2021-03-23,2021-03-22,2021-03-24 14:28:08
0.2%,31%,21.9%,46.9%,Sonoma,2021-03-23,2021-03-22,2021-03-24 14:28:12
0.5%,32.6%,24.7%,42.3%,Stanislaus,2021-03-23,2021-03-22,2021-03-24 14:28:16
0.3%,35.9%,22.2%,41.6%,Sutter,2021-03-23,2021-03-22,2021-03-24 14:28:20
0%,24.4%,23.3%,52.2%,Tehama,2021-03-23,2021-03-22,2021-03-24 14:28:24
0.1%,19%,20.8%,60.1%,Trinity,2021-03-23,2021-03-21,2021-03-24 14:28:27
0.5%,40.7%,25.1%,33.7%,Tulare,2021-03-23,2021-03-22,2021-03-24 14:28:31
0.1%,17.7%,22.6%,59.6%,Tuolumne,2021-03-23,2021-03-22,2021-03-24 14:28:35
0.4%,34.5%,21.8%,43.4%,Ventura,2021-03-23,2021-03-22,2021-03-24 14:28:39
0.4%,41.8%,21%,36.8%,Yolo,2021-03-23,2021-03-22,2021-03-24 14:28:43
0.1%,28.2%,22.8%,48.8%,Yuba,2021-03-23,2021-03-22,2021-03-24 14:28:47
