Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
55.5%,44.2%,0.3%,Alameda,2021-04-07,2021-04-06,2021-04-08 04:27:50
47.3%,52.5%,0.3%,Alpine,2021-04-07,2021-04-06,2021-04-08 04:27:53
55.4%,44.4%,0.2%,Amador,2021-04-07,2021-04-06,2021-04-08 04:27:56
55.6%,44.3%,0.1%,Butte,2021-04-07,2021-04-06,2021-04-08 04:27:58
54.3%,45.0%,0.7%,Calaveras,2021-04-07,2021-04-06,2021-04-08 04:28:01
50.5%,48.9%,0.6%,Colusa,2021-04-07,2021-04-06,2021-04-08 04:28:04
55.6%,44.3%,0.1%,Contra Costa,2021-04-07,2021-04-06,2021-04-08 04:28:07
53.8%,46.1%,0.1%,Del Norte,2021-04-07,2021-04-06,2021-04-08 04:28:10
54.9%,45.0%,0.1%,El Dorado,2021-04-07,2021-04-06,2021-04-08 04:28:13
54.9%,44.6%,0.4%,Fresno,2021-04-07,2021-04-06,2021-04-08 04:28:15
54.4%,45.6%,0.1%,Glenn,2021-04-07,2021-04-06,2021-04-08 04:28:18
56.1%,43.7%,0.2%,Humboldt,2021-04-07,2021-04-06,2021-04-08 04:28:21
53.0%,46.9%,0.03%,Imperial,2021-04-07,2021-04-06,2021-04-08 04:28:24
52.4%,47.5%,0.1%,Inyo,2021-04-07,2021-04-06,2021-04-08 04:28:26
54.5%,44.9%,0.6%,Kern,2021-04-07,2021-04-06,2021-04-08 04:28:29
54.2%,45.5%,0.3%,Kings,2021-04-07,2021-04-06,2021-04-08 04:28:32
53.8%,46.1%,0.1%,Lake,2021-04-07,2021-04-06,2021-04-08 04:28:34
52.3%,47.5%,0.2%,Lassen,2021-04-07,2021-04-06,2021-04-08 04:28:37
55.0%,44.8%,0.2%,Los Angeles,2021-04-07,2021-04-06,2021-04-08 04:28:40
54.5%,45.5%,0.1%,Madera,2021-04-07,2021-04-06,2021-04-08 04:28:42
55.5%,44.4%,0.1%,Marin,2021-04-07,2021-04-06,2021-04-08 04:28:45
53.6%,46.0%,0.4%,Mariposa,2021-04-07,2021-04-06,2021-04-08 04:28:48
53.7%,46.0%,0.4%,Mendocino,2021-04-07,2021-04-06,2021-04-08 04:28:51
54.8%,44.8%,0.4%,Merced,2021-04-07,2021-04-06,2021-04-08 04:28:53
52.8%,47.2%,0.000%,Modoc,2021-04-07,2021-04-06,2021-04-08 04:28:56
47.8%,52.2%,0.01%,Mono,2021-04-07,2021-04-06,2021-04-08 04:28:59
53.6%,44.7%,1.6%,Monterey,2021-04-07,2021-04-06,2021-04-08 04:29:02
53.1%,46.8%,0.1%,Napa,2021-04-07,2021-04-06,2021-04-08 04:29:04
55.6%,44.3%,0.1%,Nevada,2021-04-07,2021-04-06,2021-04-08 04:29:07
54.6%,44.2%,1.2%,Orange,2021-04-07,2021-04-06,2021-04-08 04:29:10
56.4%,43.5%,0.1%,Placer,2021-04-07,2021-04-06,2021-04-08 04:29:13
53.8%,46.1%,0.1%,Plumas,2021-04-07,2021-04-06,2021-04-08 04:29:15
54.9%,44.6%,0.4%,Riverside,2021-04-07,2021-04-06,2021-04-08 04:29:18
56.5%,43.3%,0.2%,Sacramento,2021-04-07,2021-04-06,2021-04-08 04:29:20
55.1%,44.6%,0.2%,San Benito,2021-04-07,2021-04-06,2021-04-08 04:29:23
56.0%,43.8%,0.2%,San Bernardino,2021-04-07,2021-04-06,2021-04-08 04:29:26
56.2%,43.0%,0.8%,San Diego,2021-04-07,2021-04-06,2021-04-08 04:29:28
51.9%,47.7%,0.3%,San Francisco,2021-04-07,2021-04-06,2021-04-08 04:29:31
55.7%,43.4%,0.9%,San Joaquin,2021-04-07,2021-04-06,2021-04-08 04:29:34
55.7%,44.1%,0.2%,San Luis Obispo,2021-04-07,2021-04-06,2021-04-08 04:29:37
55.5%,44.4%,0.1%,San Mateo,2021-04-07,2021-04-06,2021-04-08 04:29:39
54.9%,44.6%,0.4%,Santa Barbara,2021-04-07,2021-04-06,2021-04-08 04:29:42
55.1%,44.8%,0.1%,Santa Clara,2021-04-07,2021-04-06,2021-04-08 04:29:44
55.8%,43.9%,0.4%,Santa Cruz,2021-04-07,2021-04-06,2021-04-08 04:29:47
56.8%,43.1%,0.1%,Shasta,2021-04-07,2021-04-06,2021-04-08 04:29:50
52.2%,47.7%,0.1%,Sierra,2021-04-07,2021-04-06,2021-04-08 04:29:53
54.4%,45.5%,0.1%,Siskiyou,2021-04-07,2021-04-06,2021-04-08 04:29:55
56.1%,43.4%,0.5%,Solano,2021-04-07,2021-04-06,2021-04-08 04:29:58
55.7%,44.2%,0.1%,Sonoma,2021-04-07,2021-04-06,2021-04-08 04:30:01
55.6%,43.9%,0.5%,Stanislaus,2021-04-07,2021-04-06,2021-04-08 04:30:03
55.1%,44.7%,0.2%,Sutter,2021-04-07,2021-04-06,2021-04-08 04:30:06
55.3%,44.5%,0.1%,Tehama,2021-04-07,2021-04-06,2021-04-08 04:30:08
50.3%,49.6%,0.1%,Trinity,2021-04-07,2021-04-06,2021-04-08 04:30:11
54.4%,45.5%,0.1%,Tulare,2021-04-07,2021-04-06,2021-04-08 04:30:14
54.4%,45.5%,0.1%,Tuolumne,2021-04-07,2021-04-06,2021-04-08 04:30:16
55.1%,44.9%,0.04%,Ventura,2021-04-07,2021-04-06,2021-04-08 04:30:19
55.4%,42.8%,1.8%,Yolo,2021-04-07,2021-04-06,2021-04-08 04:30:22
56.3%,43.5%,0.2%,Yuba,2021-04-07,2021-04-06,2021-04-08 04:30:24
