American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Alameda,2021-04-06,2021-04-05,2021-04-06 16:36:56
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Alpine,2021-04-06,2021-04-02,2021-04-06 16:36:59
0.8%,1.5%,0.4%,7.5%,3.5%,0.3%,67.5%,8.6%,9.9%,Amador,2021-04-06,2021-04-05,2021-04-06 16:37:02
1.1%,2.3%,0.7%,7.9%,14.6%,0.1%,55.9%,8.1%,9.3%,Butte,2021-04-06,2021-04-05,2021-04-06 16:37:04
0.4%,1.1%,0.4%,5.2%,1.3%,0.2%,55.2%,8.9%,27.3%,Calaveras,2021-04-06,2021-04-05,2021-04-06 16:37:07
0.9%,0.7%,0.4%,28.2%,5.1%,0.1%,30.4%,5.5%,28.7%,Colusa,2021-04-06,2021-04-05,2021-04-06 16:37:10
0.2%,10.5%,4.3%,12.5%,9.7%,0.5%,32.9%,7.6%,21.7%,Contra Costa,2021-04-06,2021-04-05,2021-04-06 16:37:13
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Del Norte,2021-04-06,2021-04-05,2021-04-06 16:37:16
0.3%,2.8%,0.5%,5.6%,11.5%,0.3%,48.3%,7.8%,23.1%,El Dorado,2021-04-06,2021-04-05,2021-04-06 16:37:19
0.5%,7.0%,2.1%,31.5%,8.1%,0.2%,27.9%,7.9%,14.8%,Fresno,2021-04-06,2021-04-05,2021-04-06 16:37:21
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Glenn,2021-04-06,2021-04-05,2021-04-06 16:37:24
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Humboldt,2021-04-06,2021-04-05,2021-04-06 16:37:27
0.1%,0.6%,0.4%,62.3%,1.8%,0.1%,9.4%,8.1%,17.2%,Imperial,2021-04-06,2021-04-05,2021-04-06 16:37:30
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Inyo,2021-04-06,2021-04-05,2021-04-06 16:37:32
0.3%,4.1%,2.4%,31.4%,9.9%,0.3%,28.5%,11.7%,11.5%,Kern,2021-04-06,2021-04-05,2021-04-06 16:37:36
