American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,21%,5.7%,10.4%,10.8%,0.5%,26%,8.8%,16.6%,Alameda,2021-03-22,2021-03-21,2021-03-23 06:19:36
1.9%,0.6%,0%,0.3%,0.3%,0%,17.5%,1.1%,78.2%,Alpine,2021-03-22,2021-03-19,2021-03-23 06:19:40
0.9%,1.4%,0.3%,7%,4.4%,0.3%,66.5%,9.2%,10%,Amador,2021-03-22,2021-03-21,2021-03-23 06:19:43
1.1%,2.1%,0.7%,7.4%,16.8%,0.1%,56.8%,8%,7%,Butte,2021-03-22,2021-03-21,2021-03-23 06:19:47
0.4%,1%,0.4%,4.6%,1.6%,0.1%,51.6%,8.7%,31.5%,Calaveras,2021-03-22,2021-03-21,2021-03-23 06:19:50
1.1%,0.7%,0.4%,27%,5.7%,0.1%,33.4%,5.4%,26.1%,Colusa,2021-03-22,2021-03-20,2021-03-23 06:19:55
0.2%,11.1%,4.6%,12.3%,11.9%,0.6%,35.2%,7.9%,16.4%,Contra Costa,2021-03-22,2021-03-21,2021-03-23 06:19:58
7.3%,1.7%,0.5%,5.1%,8%,0.1%,61.2%,2.5%,13.4%,Del Norte,2021-03-22,2021-03-21,2021-03-23 06:20:02
0.3%,2.8%,0.5%,4.9%,13.8%,0.3%,50.8%,8%,18.6%,El Dorado,2021-03-22,2021-03-21,2021-03-23 06:20:05
0.5%,7%,2.1%,31.6%,9.8%,0.2%,28.9%,7.7%,12.2%,Fresno,2021-03-22,2021-03-21,2021-03-23 06:20:09
2.3%,1.1%,0.2%,20.3%,8.9%,0.1%,45.8%,10.3%,11.2%,Glenn,2021-03-22,2021-03-20,2021-03-23 06:20:12
3.4%,1.3%,0.6%,5.9%,14.3%,0.2%,64.1%,3.1%,7%,Humboldt,2021-03-22,2021-03-21,2021-03-23 06:20:16
0.1%,0.7%,0.4%,68%,2.4%,0.1%,9.7%,6%,12.6%,Imperial,2021-03-22,2021-03-21,2021-03-23 06:20:19
1.1%,0.9%,0.2%,8.9%,22.1%,0.2%,54%,5.1%,7.6%,Inyo,2021-03-22,2021-03-20,2021-03-23 06:20:23
0.4%,4.1%,2.3%,30.6%,11.9%,0.2%,29.6%,11.2%,9.8%,Kern,2021-03-22,2021-03-21,2021-03-23 06:20:26
0.8%,2.7%,2%,41%,7%,0.2%,27.6%,6%,12.8%,Kings,2021-03-22,2021-03-21,2021-03-23 06:20:29
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Lake,2021-03-22,2021-03-21,2021-03-23 06:20:33
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Lassen,2021-03-22,2021-03-21,2021-03-23 06:20:36
0.2%,12.5%,4.4%,24.5%,17.8%,0.4%,19.6%,14.1%,6.6%,Los Angeles,2021-03-22,2021-03-21,2021-03-23 06:20:40
0.9%,1.8%,1.4%,33.1%,7%,0.2%,34.7%,7.8%,13.2%,Madera,2021-03-22,2021-03-21,2021-03-23 06:20:43
0.1%,4%,1%,8.7%,11.9%,0.2%,51.1%,6.4%,16.7%,Marin,2021-03-22,2021-03-21,2021-03-23 06:20:46
1.9%,0.9%,0.3%,7.2%,2.5%,0.1%,61.9%,5.3%,19.7%,Mariposa,2021-03-22,2021-03-21,2021-03-23 06:20:50
0.8%,1.3%,0.3%,16.6%,13.9%,0.2%,50.1%,5.4%,11.4%,Mendocino,2021-03-22,2021-03-21,2021-03-23 06:20:53
0.3%,5.6%,1.6%,32.6%,0.5%,0.3%,26.3%,8.4%,24.5%,Merced,2021-03-22,2021-03-21,2021-03-23 06:20:57
2.3%,1.5%,0.9%,7.1%,4.8%,0.1%,72.6%,1.7%,8.8%,Modoc,2021-03-22,2021-03-20,2021-03-23 06:21:00
0.4%,1.3%,0.3%,21.4%,10.4%,0.1%,58.2%,1.6%,6.3%,Mono,2021-03-22,2021-03-21,2021-03-23 06:21:04
0.2%,4.4%,1.1%,34.9%,11.3%,0.5%,28%,7%,12.6%,Monterey,2021-03-22,2021-03-21,2021-03-23 06:21:07
0.1%,4.2%,0.9%,17.5%,7.2%,0.4%,42.1%,6.2%,21.3%,Napa,2021-03-22,2021-03-21,2021-03-23 06:21:10
0.7%,0.6%,0.2%,5%,17.3%,0.1%,62.4%,6%,7.7%,Nevada,2021-03-22,2021-03-21,2021-03-23 06:21:14
0.1%,18.6%,0.9%,12.8%,15.9%,0.3%,31.7%,10.1%,9.8%,Orange,2021-03-22,2021-03-21,2021-03-23 06:21:17
0.4%,5.3%,0.9%,9.2%,12.9%,0.4%,46.5%,7.9%,16.4%,Placer,2021-03-22,2021-03-21,2021-03-23 06:21:21
0.8%,0.6%,0.3%,1.9%,6.4%,0%,74.4%,3.6%,12%,Plumas,2021-03-22,2021-03-20,2021-03-23 06:21:24
0.3%,5.7%,3.6%,23.5%,14.4%,0.3%,33.1%,12.1%,7.1%,Riverside,2021-03-22,2021-03-21,2021-03-23 06:21:27
0.4%,10.7%,4%,8.1%,9.6%,0.9%,30.8%,11.1%,24.5%,Sacramento,2021-03-22,2021-03-21,2021-03-23 06:21:31
0.2%,2.1%,0.6%,29.8%,4.9%,0.3%,23%,10.6%,28.6%,San Benito,2021-03-22,2021-03-21,2021-03-23 06:21:34
0.2%,9%,4.8%,27.1%,13.4%,0.4%,25.8%,11.8%,7.5%,San Bernardino,2021-03-22,2021-03-21,2021-03-23 06:21:38
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,San Diego,2021-03-22,2021-03-21,2021-03-23 06:21:42
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,San Francisco,2021-03-22,2021-03-21,2021-03-23 06:21:45
0.3%,9.7%,3.2%,13.8%,2.3%,0.8%,22.9%,14.6%,32.3%,San Joaquin,2021-03-22,2021-03-21,2021-03-23 06:21:49
0.1%,1.1%,0.4%,6%,12.4%,0.1%,30%,15.2%,34.6%,San Luis Obispo,2021-03-22,2021-03-21,2021-03-23 06:21:52
0.2%,18.7%,1.2%,9.8%,14.5%,0.6%,29.4%,10%,15.8%,San Mateo,2021-03-22,2021-03-21,2021-03-23 06:21:56
0.3%,2.7%,0.8%,20.4%,18.7%,0.2%,35.2%,13.6%,8.3%,Santa Barbara,2021-03-22,2021-03-21,2021-03-23 06:21:59
0.1%,25.4%,1.4%,11.4%,13.2%,0.4%,24.7%,8.2%,15.1%,Santa Clara,2021-03-22,2021-03-21,2021-03-23 06:22:02
0.2%,2%,0.3%,19.4%,16.2%,0.1%,41.5%,9.8%,10.4%,Santa Cruz,2021-03-22,2021-03-21,2021-03-23 06:22:06
0.7%,1.2%,0.4%,3.2%,21.1%,0.1%,45.8%,12.8%,14.7%,Shasta,2021-03-22,2021-03-21,2021-03-23 06:22:20
0.6%,0.8%,0.1%,8.2%,9%,0%,74%,3.1%,4.3%,Sierra,2021-03-22,2021-03-18,2021-03-23 06:22:24
1.7%,0.8%,0.5%,5.3%,8.8%,0%,61.1%,4.3%,17.4%,Siskiyou,2021-03-22,2021-03-21,2021-03-23 06:22:28
0.3%,11.2%,6.7%,8.5%,7.4%,0.9%,28%,11.8%,25.2%,Solano,2021-03-22,2021-03-21,2021-03-23 06:22:32
0.5%,2%,0.7%,13.2%,11.8%,0.2%,45%,8.8%,17.7%,Sonoma,2021-03-22,2021-03-21,2021-03-23 06:22:35
0.4%,4.9%,1.5%,23.2%,0.9%,0.6%,35.3%,8.9%,24.2%,Stanislaus,2021-03-22,2021-03-21,2021-03-23 06:22:38
0.6%,13.4%,1%,16.5%,12.7%,0.3%,39.8%,7.3%,8.4%,Sutter,2021-03-22,2021-03-21,2021-03-23 06:22:42
