0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.9%,24.6%,32.0%,Alameda,2021-04-03,2021-04-02,2021-04-04 08:23:18
0.1%,34.3%,34.3%,31.3%,Alpine,2021-04-03,2021-04-01,2021-04-04 08:23:21
0.5%,38.9%,25.3%,35.3%,Amador,2021-04-03,2021-04-02,2021-04-04 08:23:23
0.5%,33.4%,24.6%,41.5%,Butte,2021-04-03,2021-04-02,2021-04-04 08:23:26
0.3%,16.6%,23.3%,59.7%,Calaveras,2021-04-03,2021-04-02,2021-04-04 08:23:29
0.2%,36.8%,25.6%,37.4%,Colusa,2021-04-03,2021-04-02,2021-04-04 08:23:31
0.7%,35.0%,29.2%,35.1%,Contra Costa,2021-04-03,2021-04-02,2021-04-04 08:23:34
0.1%,25.1%,26.4%,48.4%,Del Norte,2021-04-03,2021-04-02,2021-04-04 08:23:37
0.5%,24.7%,26.5%,48.3%,El Dorado,2021-04-03,2021-04-02,2021-04-04 08:23:39
0.6%,41.2%,25.8%,32.4%,Fresno,2021-04-03,2021-04-02,2021-04-04 08:23:42
0.3%,31.2%,26.1%,42.5%,Glenn,2021-04-03,2021-04-02,2021-04-04 08:23:44
0.2%,35.7%,21.7%,42.4%,Humboldt,2021-04-03,2021-04-02,2021-04-04 08:23:47
0.5%,38.9%,25.3%,35.3%,Imperial,2021-04-03,2021-04-02,2021-04-04 08:23:50
0.3%,27.9%,24.0%,47.8%,Inyo,2021-04-03,2021-04-02,2021-04-04 08:23:52
0.7%,40.2%,26.1%,32.9%,Kern,2021-04-03,2021-04-02,2021-04-04 08:23:55
0.5%,38.9%,25.3%,35.3%,Kings,2021-04-03,2021-04-02,2021-04-04 08:23:58
0.2%,24.5%,25.7%,49.6%,Lake,2021-04-03,2021-04-02,2021-04-04 08:24:01
0.1%,23.1%,26.4%,50.4%,Lassen,2021-04-03,2021-04-02,2021-04-04 08:24:03
0.5%,42.1%,25.8%,31.6%,Los Angeles,2021-04-03,2021-04-02,2021-04-04 08:24:06
0.4%,35.0%,25.8%,38.8%,Madera,2021-04-03,2021-04-02,2021-04-04 08:24:09
1.1%,32.0%,26.8%,40.1%,Marin,2021-04-03,2021-04-02,2021-04-04 08:24:11
0.2%,19.3%,25.4%,55.1%,Mariposa,2021-04-03,2021-04-02,2021-04-04 08:24:14
0.6%,31.9%,24.2%,43.2%,Mendocino,2021-04-03,2021-04-02,2021-04-04 08:24:17
0.5%,40.0%,25.8%,33.7%,Merced,2021-04-03,2021-04-02,2021-04-04 08:24:19
