American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Alameda,2021-04-14,2021-04-13,2021-04-14 16:34:07
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Alpine,2021-04-14,2021-04-13,2021-04-14 16:34:09
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Amador,2021-04-14,2021-04-13,2021-04-14 16:34:12
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Butte,2021-04-14,2021-04-13,2021-04-14 16:34:14
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Calaveras,2021-04-14,2021-04-13,2021-04-14 16:34:17
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Colusa,2021-04-14,2021-04-13,2021-04-14 16:34:19
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Contra Costa,2021-04-14,2021-04-13,2021-04-14 16:34:22
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Del Norte,2021-04-14,2021-04-13,2021-04-14 16:34:25
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,El Dorado,2021-04-14,2021-04-13,2021-04-14 16:34:27
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Fresno,2021-04-14,2021-04-13,2021-04-14 16:34:30
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Glenn,2021-04-14,2021-04-13,2021-04-14 16:34:32
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Humboldt,2021-04-14,2021-04-13,2021-04-14 16:34:35
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Imperial,2021-04-14,2021-04-13,2021-04-14 16:34:37
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Inyo,2021-04-14,2021-04-13,2021-04-14 16:34:40
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Kern,2021-04-14,2021-04-13,2021-04-14 16:34:42
0.6%,3.0%,2.3%,45.2%,7.6%,0.2%,27.2%,5.9%,8.0%,Kings,2021-04-14,2021-04-13,2021-04-14 16:34:45
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Lake,2021-04-14,2021-04-13,2021-04-14 16:34:47
1.1%,1.6%,0.8%,8.7%,7.8%,0.3%,63.1%,3.3%,13.2%,Lassen,2021-04-14,2021-04-13,2021-04-14 16:34:50
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Los Angeles,2021-04-14,2021-04-13,2021-04-14 16:34:53
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Madera,2021-04-14,2021-04-13,2021-04-14 16:34:55
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Marin,2021-04-14,2021-04-13,2021-04-14 16:34:58
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Mariposa,2021-04-14,2021-04-13,2021-04-14 16:35:00
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Mendocino,2021-04-14,2021-04-13,2021-04-14 16:35:03
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Merced,2021-04-14,2021-04-13,2021-04-14 16:35:05
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Modoc,2021-04-14,2021-04-13,2021-04-14 16:35:08
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Mono,2021-04-14,2021-04-13,2021-04-14 16:35:10
0.2%,4.2%,1.1%,44.8%,9.9%,0.5%,25.8%,5.4%,8.0%,Monterey,2021-04-14,2021-04-13,2021-04-14 16:35:13
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Napa,2021-04-14,2021-04-13,2021-04-14 16:35:16
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Nevada,2021-04-14,2021-04-13,2021-04-14 16:35:18
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Orange,2021-04-14,2021-04-13,2021-04-14 16:35:21
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Placer,2021-04-14,2021-04-13,2021-04-14 16:35:24
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Plumas,2021-04-14,2021-04-13,2021-04-14 16:35:26
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Riverside,2021-04-14,2021-04-13,2021-04-14 16:35:29
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Sacramento,2021-04-14,2021-04-13,2021-04-14 16:35:31
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,San Benito,2021-04-14,2021-04-13,2021-04-14 16:35:34
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,San Bernardino,2021-04-14,2021-04-13,2021-04-14 16:35:37
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,San Diego,2021-04-14,2021-04-13,2021-04-14 16:35:39
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,San Francisco,2021-04-14,2021-04-13,2021-04-14 16:35:42
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,San Joaquin,2021-04-14,2021-04-13,2021-04-14 16:35:44
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,San Luis Obispo,2021-04-14,2021-04-13,2021-04-14 16:35:47
