American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,24.6%,6.1%,11.3%,11.2%,0.6%,26.9%,9.6%,9.4%,Alameda,2021-04-14,2021-04-13,2021-04-14 18:29:43
1.7%,0.6%,0.2%,1.0%,0.2%,0.000%,18.4%,0.7%,77.0%,Alpine,2021-04-14,2021-04-09,2021-04-14 18:29:46
0.8%,1.6%,0.5%,7.8%,3.9%,0.3%,70.6%,8.6%,5.9%,Amador,2021-04-14,2021-04-13,2021-04-14 18:29:49
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Butte,2021-04-14,2021-04-13,2021-04-14 18:30:08
0.5%,1.4%,0.5%,5.7%,1.8%,0.2%,58.5%,8.1%,23.4%,Calaveras,2021-04-14,2021-04-13,2021-04-14 18:30:11
0.8%,0.7%,0.5%,33.6%,6.5%,0.1%,30.5%,6.1%,21.3%,Colusa,2021-04-14,2021-04-13,2021-04-14 18:30:14
0.2%,12.5%,5.0%,15.0%,11.5%,0.6%,37.3%,8.5%,9.4%,Contra Costa,2021-04-14,2021-04-13,2021-04-14 18:30:17
6.1%,1.8%,0.5%,6.7%,10.8%,0.1%,58.4%,3.1%,12.5%,Del Norte,2021-04-14,2021-04-13,2021-04-14 18:30:20
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,El Dorado,2021-04-14,2021-04-13,2021-04-14 18:30:22
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Fresno,2021-04-14,2021-04-13,2021-04-14 18:30:25
1.8%,1.5%,0.2%,27.3%,9.4%,0.1%,42.2%,10.7%,6.7%,Glenn,2021-04-14,2021-04-13,2021-04-14 18:30:28
2.9%,1.6%,0.8%,8.1%,13.3%,0.2%,65.7%,2.7%,4.7%,Humboldt,2021-04-14,2021-04-13,2021-04-14 18:30:31
0.2%,0.7%,0.4%,70.9%,2.6%,0.1%,9.9%,7.8%,7.4%,Imperial,2021-04-14,2021-04-13,2021-04-14 18:30:34
0.9%,1.2%,0.2%,11.1%,21.0%,0.2%,55.6%,3.4%,6.3%,Inyo,2021-04-14,2021-04-13,2021-04-14 18:30:37
0.3%,4.4%,2.5%,35.7%,11.8%,0.2%,28.7%,9.5%,6.9%,Kern,2021-04-14,2021-04-13,2021-04-14 18:30:39
0.6%,3.0%,2.3%,45.2%,7.6%,0.2%,27.2%,5.9%,8.0%,Kings,2021-04-14,2021-04-13,2021-04-14 18:30:42
1.8%,1.3%,1.3%,16.9%,15.3%,0.2%,57.1%,2.7%,3.4%,Lake,2021-04-14,2021-04-13,2021-04-14 18:30:45
1.1%,1.6%,0.8%,8.7%,7.8%,0.3%,63.1%,3.3%,13.2%,Lassen,2021-04-14,2021-04-13,2021-04-14 18:30:48
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Los Angeles,2021-04-14,2021-04-13,2021-04-14 18:30:51
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Madera,2021-04-14,2021-04-13,2021-04-14 18:30:54
