American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Alameda,2021-04-04,2021-04-03,2021-04-05 06:25:42
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Alpine,2021-04-04,2021-04-01,2021-04-05 06:25:45
0.9%,1.5%,0.4%,7.4%,3.6%,0.3%,67.2%,8.7%,10.2%,Amador,2021-04-04,2021-04-03,2021-04-05 06:25:47
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Butte,2021-04-04,2021-04-03,2021-04-05 06:25:50
0.4%,1.1%,0.4%,5.2%,1.3%,0.2%,55.1%,8.8%,27.4%,Calaveras,2021-04-04,2021-04-03,2021-04-05 06:25:52
1.0%,0.6%,0.4%,28.1%,5.1%,0.1%,30.9%,5.5%,28.1%,Colusa,2021-04-04,2021-04-03,2021-04-05 06:25:55
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Contra Costa,2021-04-04,2021-04-03,2021-04-05 06:25:57
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Del Norte,2021-04-04,2021-04-03,2021-04-05 06:26:00
0.2%,2.8%,0.5%,5.6%,11.6%,0.3%,48.3%,7.8%,22.9%,El Dorado,2021-04-04,2021-04-03,2021-04-05 06:26:02
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Fresno,2021-04-04,2021-04-03,2021-04-05 06:26:05
1.9%,1.2%,0.2%,22.1%,7.5%,0.1%,41.7%,10.5%,14.8%,Glenn,2021-04-04,2021-04-02,2021-04-05 06:26:08
3.1%,1.4%,0.7%,7.0%,12.1%,0.2%,63.3%,3.4%,8.7%,Humboldt,2021-04-04,2021-04-03,2021-04-05 06:26:10
0.1%,0.6%,0.4%,62.6%,1.8%,0.1%,9.4%,8.0%,16.9%,Imperial,2021-04-04,2021-04-03,2021-04-05 06:26:13
1.0%,1.0%,0.2%,9.4%,19.9%,0.2%,52.7%,5.7%,9.9%,Inyo,2021-04-04,2021-04-03,2021-04-05 06:26:15
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Kern,2021-04-04,2021-04-03,2021-04-05 06:26:18
