0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,43.9%,26.7%,28.7%,Alameda,2021-04-09,2021-04-08,2021-04-10 10:21:12
0.1%,36.5%,35.0%,28.4%,Alpine,2021-04-09,2021-04-08,2021-04-10 10:21:14
0.1%,19.4%,26.1%,54.4%,Amador,2021-04-09,2021-04-08,2021-04-10 10:21:17
0.7%,35.2%,24.8%,39.3%,Butte,2021-04-09,2021-04-08,2021-04-10 10:21:20
0.4%,16.8%,27.2%,55.6%,Calaveras,2021-04-09,2021-04-08,2021-04-10 10:21:22
0.2%,37.9%,27.0%,34.9%,Colusa,2021-04-09,2021-04-08,2021-04-10 10:21:25
1.1%,38.5%,29.1%,31.3%,Contra Costa,2021-04-09,2021-04-08,2021-04-10 10:21:28
0.1%,26.2%,28.0%,45.6%,Del Norte,2021-04-09,2021-04-08,2021-04-10 10:21:30
0.5%,25.6%,28.5%,45.3%,El Dorado,2021-04-09,2021-04-08,2021-04-10 10:21:33
0.6%,42.2%,26.6%,30.6%,Fresno,2021-04-09,2021-04-08,2021-04-10 10:21:36
0.4%,32.0%,27.2%,40.4%,Glenn,2021-04-09,2021-04-08,2021-04-10 10:21:38
0.4%,36.7%,23.6%,39.3%,Humboldt,2021-04-09,2021-04-08,2021-04-10 10:21:41
0.3%,41.7%,26.2%,31.7%,Imperial,2021-04-09,2021-04-08,2021-04-10 10:21:44
0.3%,28.9%,25.7%,45.1%,Inyo,2021-04-09,2021-04-08,2021-04-10 10:21:46
1.0%,41.6%,27.0%,30.3%,Kern,2021-04-09,2021-04-08,2021-04-10 10:21:49
0.6%,44.0%,28.9%,26.5%,Kings,2021-04-09,2021-04-08,2021-04-10 10:21:51
0.2%,24.7%,28.4%,46.6%,Lake,2021-04-09,2021-04-08,2021-04-10 10:21:54
0.1%,24.3%,27.7%,48.0%,Lassen,2021-04-09,2021-04-08,2021-04-10 10:21:57
0.6%,43.1%,27.5%,28.7%,Los Angeles,2021-04-09,2021-04-08,2021-04-10 10:21:59
0.5%,36.1%,26.8%,36.6%,Madera,2021-04-09,2021-04-08,2021-04-10 10:22:02
1.2%,33.1%,29.4%,36.3%,Marin,2021-04-09,2021-04-08,2021-04-10 10:22:04
0.2%,19.8%,25.4%,54.7%,Mariposa,2021-04-09,2021-04-08,2021-04-10 10:22:07
0.6%,32.5%,24.8%,42.1%,Mendocino,2021-04-09,2021-04-08,2021-04-10 10:22:10
0.5%,41.5%,26.3%,31.7%,Merced,2021-04-09,2021-04-08,2021-04-10 10:22:12
0.1%,20.4%,26.7%,52.8%,Modoc,2021-04-09,2021-04-08,2021-04-10 10:22:15
1.4%,46.4%,29.4%,22.8%,Mono,2021-04-09,2021-04-08,2021-04-10 10:22:18
0.6%,43.1%,26.1%,30.2%,Monterey,2021-04-09,2021-04-08,2021-04-10 10:22:20
0.5%,37.7%,26.0%,35.8%,Napa,2021-04-09,2021-04-08,2021-04-10 10:22:23
0.7%,24.7%,25.1%,49.4%,Nevada,2021-04-09,2021-04-08,2021-04-10 10:22:26
0.7%,39.5%,27.2%,32.7%,Orange,2021-04-09,2021-04-08,2021-04-10 10:22:28
0.6%,29.7%,26.2%,43.5%,Placer,2021-04-09,2021-04-08,2021-04-10 10:22:31
0.1%,20.8%,23.8%,55.4%,Plumas,2021-04-09,2021-04-08,2021-04-10 10:22:33
0.8%,34.8%,27.7%,36.7%,Riverside,2021-04-09,2021-04-08,2021-04-10 10:22:36
0.7%,38.7%,26.9%,33.8%,Sacramento,2021-04-09,2021-04-08,2021-04-10 10:22:39
0.4%,40.3%,27.8%,31.5%,San Benito,2021-04-09,2021-04-08,2021-04-10 10:22:41
0.7%,38.9%,28.7%,31.7%,San Bernardino,2021-04-09,2021-04-08,2021-04-10 10:22:44
0.6%,38.8%,24.7%,35.8%,San Diego,2021-04-09,2021-04-08,2021-04-10 10:22:46
0.4%,47.3%,25.4%,26.9%,San Francisco,2021-04-09,2021-04-08,2021-04-10 10:22:49
0.6%,38.0%,27.9%,33.5%,San Joaquin,2021-04-09,2021-04-08,2021-04-10 10:22:52
0.4%,30.5%,24.2%,44.9%,San Luis Obispo,2021-04-09,2021-04-08,2021-04-10 10:22:54
0.7%,40.2%,27.7%,31.4%,San Mateo,2021-04-09,2021-04-08,2021-04-10 10:22:57
0.4%,38.3%,25.6%,35.7%,Santa Barbara,2021-04-09,2021-04-08,2021-04-10 10:23:00
0.8%,40.5%,28.7%,30.0%,Santa Clara,2021-04-09,2021-04-08,2021-04-10 10:23:02
0.6%,37.3%,27.0%,35.1%,Santa Cruz,2021-04-09,2021-04-08,2021-04-10 10:23:05
0.4%,24.2%,25.0%,50.4%,Shasta,2021-04-09,2021-04-08,2021-04-10 10:23:08
0.000%,23.8%,29.0%,47.2%,Sierra,2021-04-09,2021-04-08,2021-04-10 10:23:10
0.5%,22.6%,24.8%,52.1%,Siskiyou,2021-04-09,2021-04-08,2021-04-10 10:23:13
0.5%,35.8%,28.3%,35.4%,Solano,2021-04-09,2021-04-08,2021-04-10 10:23:15
0.6%,34.6%,26.9%,37.9%,Sonoma,2021-04-09,2021-04-08,2021-04-10 10:23:18
1.0%,38.0%,27.1%,33.9%,Stanislaus,2021-04-09,2021-04-08,2021-04-10 10:23:20
0.4%,34.7%,27.5%,37.4%,Sutter,2021-04-09,2021-04-08,2021-04-10 10:23:23
0.4%,25.2%,27.5%,46.9%,Tehama,2021-04-09,2021-04-08,2021-04-10 10:23:26
0.1%,20.5%,24.7%,54.7%,Trinity,2021-04-09,2021-04-08,2021-04-10 10:23:28
0.8%,43.1%,27.0%,29.1%,Tulare,2021-04-09,2021-04-08,2021-04-10 10:23:31
0.5%,20.9%,26.1%,52.5%,Tuolumne,2021-04-09,2021-04-08,2021-04-10 10:23:33
0.7%,36.4%,28.4%,34.5%,Ventura,2021-04-09,2021-04-08,2021-04-10 10:23:36
0.8%,45.8%,24.5%,28.9%,Yolo,2021-04-09,2021-04-08,2021-04-10 10:23:39
0.3%,32.8%,28.4%,38.6%,Yuba,2021-04-09,2021-04-08,2021-04-10 10:23:41
