American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
1.1%,1.3%,0.7%,6.1%,8%,0.3%,60.9%,3.7%,17.9%,Lassen,2021-03-21,2021-03-19,2021-03-21 18:27:20
0.2%,12.5%,4.4%,24.4%,18.1%,0.4%,19.6%,14%,6.4%,Los Angeles,2021-03-21,2021-03-20,2021-03-21 18:27:24
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Madera,2021-03-21,2021-03-20,2021-03-21 18:27:27
0.1%,4%,1%,8.6%,12%,0.2%,51.5%,6.4%,16.2%,Marin,2021-03-21,2021-03-20,2021-03-21 18:27:31
1.9%,0.9%,0.3%,7.2%,2.5%,0.1%,62%,5.3%,19.7%,Mariposa,2021-03-21,2021-03-20,2021-03-21 18:27:34
0.8%,1.3%,0.3%,16.6%,14%,0.2%,50.2%,5.4%,11.3%,Mendocino,2021-03-21,2021-03-20,2021-03-21 18:27:38
0.3%,5.6%,1.6%,32.4%,0.5%,0.3%,26.3%,8.4%,24.6%,Merced,2021-03-21,2021-03-20,2021-03-21 18:27:42
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Modoc,2021-03-21,2021-03-19,2021-03-21 18:27:45
0.4%,1.3%,0.2%,21.4%,10.4%,0.1%,58.2%,1.6%,6.2%,Mono,2021-03-21,2021-03-18,2021-03-21 18:27:49
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Monterey,2021-03-21,2021-03-20,2021-03-21 18:27:52
0.2%,4.3%,0.9%,17.5%,7.4%,0.4%,42.5%,6.2%,20.8%,Napa,2021-03-21,2021-03-20,2021-03-21 18:27:56
0.7%,0.6%,0.2%,5%,17.4%,0.1%,62.4%,6%,7.5%,Nevada,2021-03-21,2021-03-20,2021-03-21 18:27:59
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Orange,2021-03-21,2021-03-20,2021-03-21 18:28:03
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Placer,2021-03-21,2021-03-20,2021-03-21 18:28:06
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Plumas,2021-03-21,2021-03-20,2021-03-21 18:28:10
0.3%,5.7%,3.6%,23.5%,14.5%,0.3%,33.1%,12%,6.9%,Riverside,2021-03-21,2021-03-20,2021-03-21 18:28:13
0.4%,10.8%,4%,8.1%,9.8%,0.9%,31.3%,11.2%,23.5%,Sacramento,2021-03-21,2021-03-20,2021-03-21 18:28:17
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,San Benito,2021-03-21,2021-03-20,2021-03-21 18:28:20
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,San Bernardino,2021-03-21,2021-03-20,2021-03-21 18:28:23
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,San Diego,2021-03-21,2021-03-20,2021-03-21 18:28:27
0.2%,29.6%,3.1%,10.5%,7.9%,0.3%,26.9%,5.9%,15.6%,San Francisco,2021-03-21,2021-03-20,2021-03-21 18:28:31
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,San Joaquin,2021-03-21,2021-03-20,2021-03-21 18:28:34
0.1%,1.1%,0.4%,5.9%,12.5%,0.1%,30%,15.3%,34.6%,San Luis Obispo,2021-03-21,2021-03-20,2021-03-21 18:28:38
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,San Mateo,2021-03-21,2021-03-20,2021-03-21 18:28:42
0.3%,2.7%,0.8%,20.4%,18.9%,0.2%,35.3%,13.5%,8.1%,Santa Barbara,2021-03-21,2021-03-20,2021-03-21 18:28:45
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Santa Clara,2021-03-21,2021-03-20,2021-03-21 18:28:49
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Santa Cruz,2021-03-21,2021-03-20,2021-03-21 18:28:52
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Shasta,2021-03-21,2021-03-20,2021-03-21 18:28:56
0.6%,0.8%,0.1%,8.2%,9%,0%,74%,3.1%,4.2%,Sierra,2021-03-21,2021-03-18,2021-03-21 18:28:59
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Siskiyou,2021-03-21,2021-03-20,2021-03-21 18:29:03
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Solano,2021-03-21,2021-03-20,2021-03-21 18:29:06
0.5%,2%,0.7%,13.3%,12%,0.2%,45.3%,8.8%,17.2%,Sonoma,2021-03-21,2021-03-20,2021-03-21 18:29:10
0.4%,4.9%,1.5%,23.2%,0.9%,0.6%,35.5%,8.9%,24%,Stanislaus,2021-03-21,2021-03-20,2021-03-21 18:29:13
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Sutter,2021-03-21,2021-03-20,2021-03-21 18:29:17
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Tehama,2021-03-21,2021-03-20,2021-03-21 18:29:20
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Trinity,2021-03-21,2021-03-20,2021-03-21 18:29:23
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Tulare,2021-03-21,2021-03-20,2021-03-21 18:29:27
0.4%,1.3%,0.3%,4.3%,1.3%,0.4%,79.3%,6.3%,6.4%,Tuolumne,2021-03-21,2021-03-19,2021-03-21 18:29:31
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Ventura,2021-03-21,2021-03-20,2021-03-21 18:29:34
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Yolo,2021-03-21,2021-03-20,2021-03-21 18:29:37
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Yuba,2021-03-21,2021-03-20,2021-03-21 18:29:41
