0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.5%,22.9%,35.1%,Alameda,2021-03-28,2021-03-27,2021-03-29 06:24:41
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-28,2021-03-25,2021-03-29 06:24:43
0.1%,17.8%,23.4%,58.7%,Amador,2021-03-28,2021-03-27,2021-03-29 06:24:46
0.4%,37.6%,23.6%,38.4%,Butte,2021-03-28,2021-03-27,2021-03-29 06:24:49
0.3%,15.7%,21.9%,62.0%,Calaveras,2021-03-28,2021-03-27,2021-03-29 06:24:51
0.1%,35.2%,24.2%,40.5%,Colusa,2021-03-28,2021-03-27,2021-03-29 06:24:54
0.5%,33.8%,26.3%,39.4%,Contra Costa,2021-03-28,2021-03-27,2021-03-29 06:24:57
0.1%,24.1%,25.2%,50.6%,Del Norte,2021-03-28,2021-03-27,2021-03-29 06:25:00
0.4%,24.1%,24.9%,50.6%,El Dorado,2021-03-28,2021-03-27,2021-03-29 06:25:03
0.4%,40.2%,25.1%,34.2%,Fresno,2021-03-28,2021-03-27,2021-03-29 06:25:05
0.4%,37.6%,23.6%,38.4%,Glenn,2021-03-28,2021-03-27,2021-03-29 06:25:08
0.1%,33.7%,19.8%,46.4%,Humboldt,2021-03-28,2021-03-27,2021-03-29 06:25:11
0.2%,38.8%,23.2%,37.8%,Imperial,2021-03-28,2021-03-27,2021-03-29 06:25:13
0.3%,27.4%,21.4%,50.9%,Inyo,2021-03-28,2021-03-27,2021-03-29 06:25:15
0.5%,38.8%,24.9%,35.8%,Kern,2021-03-28,2021-03-27,2021-03-29 06:25:18
0.4%,42.2%,27.5%,29.9%,Kings,2021-03-28,2021-03-27,2021-03-29 06:25:20
0.2%,24.1%,23.8%,51.9%,Lake,2021-03-28,2021-03-27,2021-03-29 06:25:23
0.1%,22.8%,25.2%,51.9%,Lassen,2021-03-28,2021-03-26,2021-03-29 06:25:26
0.4%,41.0%,24.0%,34.6%,Los Angeles,2021-03-28,2021-03-27,2021-03-29 06:25:28
0.3%,34.0%,25.2%,40.5%,Madera,2021-03-28,2021-03-27,2021-03-29 06:25:31
0.9%,30.5%,25.1%,43.5%,Marin,2021-03-28,2021-03-27,2021-03-29 06:25:34
0.1%,18.3%,22.9%,58.6%,Mariposa,2021-03-28,2021-03-27,2021-03-29 06:25:36
0.6%,33.4%,24.3%,41.7%,Mendocino,2021-03-28,2021-03-27,2021-03-29 06:25:39
