American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.4%,5.2%,0.9%,8.7%,11.7%,0.4%,45.0%,7.9%,19.9%,Placer,2021-04-02,2021-04-01,2021-04-02 20:22:46
0.9%,0.6%,0.4%,2.2%,6.1%,0.0%,72.9%,3.8%,13.1%,Plumas,2021-04-02,2021-04-01,2021-04-02 20:22:49
0.3%,5.7%,3.7%,24.4%,12.2%,0.3%,31.5%,12.8%,9.1%,Riverside,2021-04-02,2021-04-01,2021-04-02 20:22:51
0.4%,10.4%,3.9%,8.1%,8.4%,0.9%,28.8%,10.7%,28.6%,Sacramento,2021-04-02,2021-04-01,2021-04-02 20:22:53
0.2%,2.1%,0.6%,28.3%,4.2%,0.2%,21.3%,10.3%,32.8%,San Benito,2021-04-02,2021-04-01,2021-04-02 20:22:56
0.2%,8.8%,4.9%,27.5%,11.5%,0.4%,24.8%,12.7%,9.2%,San Bernardino,2021-04-02,2021-04-01,2021-04-02 20:22:58
0.4%,12.0%,2.5%,20.8%,0.4%,0.6%,45.7%,9.2%,8.3%,San Diego,2021-04-02,2021-04-01,2021-04-02 20:23:00
0.3%,11.8%,3.0%,19.5%,10.3%,0.4%,29.6%,11.1%,14.1%,San Francisco,2021-04-02,2021-04-01,2021-04-02 20:23:03
0.4%,11.0%,3.6%,15.8%,1.8%,0.9%,23.4%,15.1%,28.1%,San Joaquin,2021-04-02,2021-04-01,2021-04-02 20:23:05
0.2%,1.2%,0.4%,7.5%,10.8%,0.1%,31.3%,14.4%,34.1%,San Luis Obispo,2021-04-02,2021-04-01,2021-04-02 20:23:07
0.2%,17.9%,1.1%,10.0%,12.6%,0.5%,28.1%,10.0%,19.5%,San Mateo,2021-04-02,2021-04-01,2021-04-02 20:23:09
0.3%,2.8%,0.8%,21.6%,15.3%,0.2%,34.1%,14.2%,10.7%,Santa Barbara,2021-04-02,2021-04-01,2021-04-02 20:23:12
0.1%,24.6%,1.3%,11.2%,11.2%,0.4%,22.9%,8.6%,19.7%,Santa Clara,2021-04-02,2021-04-01,2021-04-02 20:23:14
0.2%,2.0%,0.4%,20.2%,14.2%,0.1%,39.9%,10.2%,13.0%,Santa Cruz,2021-04-02,2021-04-01,2021-04-02 20:23:16
0.7%,1.4%,0.5%,3.3%,18.3%,0.1%,44.9%,13.5%,17.2%,Shasta,2021-04-02,2021-04-01,2021-04-02 20:23:19
0.5%,0.9%,0.1%,8.1%,8.8%,0.0%,72.8%,3.1%,5.8%,Sierra,2021-04-02,2021-04-01,2021-04-02 20:23:21
1.6%,0.8%,0.5%,6.2%,8.1%,0.0%,58.5%,4.4%,19.7%,Siskiyou,2021-04-02,2021-04-01,2021-04-02 20:23:23
0.3%,10.5%,6.3%,9.0%,6.4%,0.9%,25.9%,10.8%,29.9%,Solano,2021-04-02,2021-04-01,2021-04-02 20:23:26
0.3%,11.8%,3.0%,19.5%,10.3%,0.4%,29.6%,11.1%,14.1%,Sonoma,2021-04-02,2021-04-01,2021-04-02 20:23:28
0.5%,5.2%,1.7%,25.9%,0.6%,0.7%,35.9%,9.7%,19.9%,Stanislaus,2021-04-02,2021-04-01,2021-04-02 20:23:30
0.7%,13.6%,1.0%,16.8%,11.7%,0.3%,38.2%,7.5%,10.3%,Sutter,2021-04-02,2021-04-01,2021-04-02 20:23:33
1.0%,0.6%,0.3%,10.7%,8.2%,0.1%,48.3%,10.0%,20.8%,Tehama,2021-04-02,2021-04-01,2021-04-02 20:23:35
1.4%,1.0%,0.2%,2.3%,8.4%,0.3%,62.0%,3.3%,21.2%,Trinity,2021-04-02,2021-04-01,2021-04-02 20:23:37
0.3%,2.6%,0.7%,43.6%,5.6%,0.2%,29.5%,6.1%,11.5%,Tulare,2021-04-02,2021-04-01,2021-04-02 20:23:40
0.5%,1.4%,0.3%,4.6%,1.1%,0.4%,78.6%,6.5%,6.6%,Tuolumne,2021-04-02,2021-04-01,2021-04-02 20:23:42
0.2%,5.3%,0.9%,27.2%,15.3%,0.3%,33.6%,11.0%,6.1%,Ventura,2021-04-02,2021-04-01,2021-04-02 20:23:44
0.4%,6.3%,1.0%,13.2%,7.2%,0.3%,30.1%,9.7%,31.9%,Yolo,2021-04-02,2021-04-01,2021-04-02 20:23:47
1.1%,4.4%,2.0%,17.3%,9.1%,0.3%,48.2%,4.8%,12.9%,Yuba,2021-04-02,2021-04-01,2021-04-02 20:23:49
