0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.3%,23.3%,33.9%,Alameda,2021-03-31,2021-03-30,2021-04-01 00:59:05
0.5%,38.3%,24.1%,37.1%,Alpine,2021-03-31,2021-03-30,2021-04-01 00:59:07
0.1%,18.1%,24.0%,57.8%,Amador,2021-03-31,2021-03-30,2021-04-01 00:59:10
0.2%,31.9%,24.4%,43.5%,Butte,2021-03-31,2021-03-30,2021-04-01 00:59:12
0.3%,16.0%,22.8%,60.8%,Calaveras,2021-03-31,2021-03-30,2021-04-01 00:59:15
0.1%,36.0%,24.5%,39.4%,Colusa,2021-03-31,2021-03-30,2021-04-01 00:59:18
0.5%,34.0%,27.7%,37.8%,Contra Costa,2021-03-31,2021-03-30,2021-04-01 00:59:21
0.1%,24.3%,25.5%,50.1%,Del Norte,2021-03-31,2021-03-30,2021-04-01 00:59:23
0.4%,24.5%,25.4%,49.7%,El Dorado,2021-03-31,2021-03-30,2021-04-01 00:59:26
0.5%,40.7%,25.4%,33.5%,Fresno,2021-03-31,2021-03-30,2021-04-01 00:59:28
0.5%,38.3%,24.1%,37.1%,Glenn,2021-03-31,2021-03-30,2021-04-01 00:59:31
0.5%,38.3%,24.1%,37.1%,Humboldt,2021-03-31,2021-03-30,2021-04-01 00:59:33
0.2%,39.5%,23.8%,36.5%,Imperial,2021-03-31,2021-03-30,2021-04-01 00:59:36
0.3%,27.8%,22.4%,49.5%,Inyo,2021-03-31,2021-03-30,2021-04-01 00:59:38
0.6%,39.5%,25.3%,34.5%,Kern,2021-03-31,2021-03-30,2021-04-01 00:59:41
0.4%,42.6%,27.9%,29.1%,Kings,2021-03-31,2021-03-30,2021-04-01 00:59:43
0.5%,38.3%,24.1%,37.1%,Lake,2021-03-31,2021-03-30,2021-04-01 00:59:46
0.5%,38.3%,24.1%,37.1%,Lassen,2021-03-31,2021-03-30,2021-04-01 00:59:48
0.4%,41.7%,24.4%,33.5%,Los Angeles,2021-03-31,2021-03-30,2021-04-01 00:59:51
0.3%,34.5%,25.4%,39.8%,Madera,2021-03-31,2021-03-30,2021-04-01 00:59:54
1.0%,31.5%,25.7%,41.8%,Marin,2021-03-31,2021-03-30,2021-04-01 00:59:56
0.2%,18.3%,23.0%,58.6%,Mariposa,2021-03-31,2021-03-30,2021-04-01 00:59:59
