American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.1%,5.3%,10.0%,9.2%,0.5%,23.5%,8.8%,22.4%,Alameda,2021-04-05,2021-04-04,2021-04-06 08:21:41
1.7%,0.6%,0.3%,0.7%,0.3%,0.000%,17.8%,0.8%,77.8%,Alpine,2021-04-05,2021-04-01,2021-04-06 08:21:43
0.9%,1.5%,0.4%,7.3%,3.6%,0.3%,67.2%,8.7%,10.2%,Amador,2021-04-05,2021-04-04,2021-04-06 08:21:46
1.1%,2.3%,0.7%,7.8%,14.7%,0.1%,56.0%,8.1%,9.2%,Butte,2021-04-05,2021-04-04,2021-04-06 08:21:48
0.4%,1.1%,0.4%,5.2%,1.3%,0.2%,55.1%,8.8%,27.4%,Calaveras,2021-04-05,2021-04-03,2021-04-06 08:21:51
1.0%,0.7%,0.4%,28.0%,5.1%,0.1%,30.7%,5.5%,28.6%,Colusa,2021-04-05,2021-04-03,2021-04-06 08:21:53
0.2%,10.5%,4.3%,12.5%,9.8%,0.5%,33.0%,7.6%,21.5%,Contra Costa,2021-04-05,2021-04-04,2021-04-06 08:21:56
6.5%,1.7%,0.5%,5.6%,7.0%,0.2%,59.9%,3.3%,15.2%,Del Norte,2021-04-05,2021-04-03,2021-04-06 08:22:00
0.2%,2.8%,0.5%,5.6%,11.6%,0.3%,48.3%,7.8%,23.0%,El Dorado,2021-04-05,2021-04-04,2021-04-06 08:22:02
0.5%,7.0%,2.1%,31.5%,8.2%,0.2%,28.0%,7.9%,14.7%,Fresno,2021-04-05,2021-04-04,2021-04-06 08:22:05
1.9%,1.2%,0.2%,22.1%,7.5%,0.1%,41.7%,10.4%,14.9%,Glenn,2021-04-05,2021-04-03,2021-04-06 08:22:07
3.1%,1.4%,0.7%,7.1%,12.0%,0.2%,63.3%,3.4%,8.8%,Humboldt,2021-04-05,2021-04-04,2021-04-06 08:22:10
0.1%,0.6%,0.4%,62.6%,1.8%,0.1%,9.4%,8.0%,17.0%,Imperial,2021-04-05,2021-04-04,2021-04-06 08:22:12
1.0%,1.0%,0.2%,9.4%,19.9%,0.2%,52.7%,5.7%,9.9%,Inyo,2021-04-05,2021-04-03,2021-04-06 08:22:15
0.3%,4.1%,2.4%,31.4%,10.0%,0.3%,28.5%,11.7%,11.4%,Kern,2021-04-05,2021-04-04,2021-04-06 08:22:17
0.7%,2.6%,2.1%,41.0%,5.8%,0.2%,26.5%,6.2%,14.8%,Kings,2021-04-05,2021-04-04,2021-04-06 08:22:20
1.6%,1.1%,1.2%,16.0%,13.9%,0.1%,55.0%,3.7%,7.3%,Lake,2021-04-05,2021-04-03,2021-04-06 08:22:22
1.2%,1.4%,0.7%,7.0%,7.1%,0.3%,59.6%,3.6%,19.2%,Lassen,2021-04-05,2021-04-03,2021-04-06 08:22:25
0.2%,12.4%,4.4%,25.0%,14.2%,0.4%,19.7%,14.8%,9.0%,Los Angeles,2021-04-05,2021-04-04,2021-04-06 08:22:28
0.9%,1.9%,1.4%,32.8%,6.0%,0.1%,32.5%,8.7%,15.7%,Madera,2021-04-05,2021-04-04,2021-04-06 08:22:30
0.1%,3.8%,0.9%,9.8%,10.2%,0.2%,47.6%,6.3%,21.0%,Marin,2021-04-05,2021-04-04,2021-04-06 08:22:32
1.8%,0.9%,0.4%,7.4%,2.2%,0.2%,62.8%,4.9%,19.4%,Mariposa,2021-04-05,2021-04-03,2021-04-06 08:22:35
0.8%,1.3%,0.3%,15.7%,13.6%,0.2%,49.7%,7.0%,11.4%,Mendocino,2021-04-05,2021-04-04,2021-04-06 08:22:37
0.4%,6.0%,1.6%,34.4%,0.4%,0.2%,25.2%,8.4%,23.3%,Merced,2021-04-05,2021-04-04,2021-04-06 08:22:40
2.3%,1.7%,1.0%,7.8%,4.5%,0.1%,69.6%,2.0%,10.9%,Modoc,2021-04-05,2021-04-01,2021-04-06 08:22:42
0.4%,1.3%,0.3%,21.5%,9.8%,0.2%,57.0%,1.9%,7.7%,Mono,2021-04-05,2021-04-03,2021-04-06 08:22:45
0.2%,4.1%,1.1%,35.8%,9.1%,0.5%,25.6%,7.7%,15.9%,Monterey,2021-04-05,2021-04-04,2021-04-06 08:22:47
0.2%,4.0%,0.9%,18.1%,6.3%,0.4%,38.9%,6.2%,25.1%,Napa,2021-04-05,2021-04-04,2021-04-06 08:22:50
0.7%,0.7%,0.3%,5.2%,15.1%,0.1%,61.5%,6.5%,9.9%,Nevada,2021-04-05,2021-04-04,2021-04-06 08:22:53
0.1%,17.9%,0.9%,12.9%,12.7%,0.3%,30.9%,11.3%,13.0%,Orange,2021-04-05,2021-04-04,2021-04-06 08:22:55
0.4%,5.2%,0.9%,8.6%,11.4%,0.4%,44.8%,7.9%,20.4%,Placer,2021-04-05,2021-04-04,2021-04-06 08:22:58
0.9%,0.6%,0.4%,2.2%,6.0%,0.04%,72.8%,3.8%,13.3%,Plumas,2021-04-05,2021-04-04,2021-04-06 08:23:00
0.3%,5.7%,3.7%,24.5%,11.8%,0.3%,31.2%,12.9%,9.5%,Riverside,2021-04-05,2021-04-04,2021-04-06 08:23:03
0.4%,10.4%,3.9%,8.2%,8.1%,0.8%,28.3%,10.5%,29.4%,Sacramento,2021-04-05,2021-04-04,2021-04-06 08:23:05
0.2%,2.1%,0.6%,28.6%,4.1%,0.2%,20.9%,10.1%,33.1%,San Benito,2021-04-05,2021-04-04,2021-04-06 08:23:08
0.2%,8.8%,4.9%,27.7%,11.1%,0.4%,24.6%,12.8%,9.5%,San Bernardino,2021-04-05,2021-04-04,2021-04-06 08:23:11
0.4%,12.1%,2.5%,21.2%,0.4%,0.6%,45.4%,9.1%,8.2%,San Diego,2021-04-05,2021-04-04,2021-04-06 08:23:14
0.2%,27.5%,3.0%,10.7%,6.7%,0.3%,25.8%,5.9%,20.0%,San Francisco,2021-04-05,2021-04-04,2021-04-06 08:23:16
0.4%,11.1%,3.7%,15.9%,1.7%,0.9%,23.3%,15.2%,27.9%,San Joaquin,2021-04-05,2021-04-04,2021-04-06 08:23:19
0.2%,1.3%,0.4%,7.6%,10.5%,0.2%,31.6%,14.2%,34.0%,San Luis Obispo,2021-04-05,2021-04-04,2021-04-06 08:23:22
0.2%,17.7%,1.1%,10.0%,12.1%,0.5%,27.8%,10.0%,20.6%,San Mateo,2021-04-05,2021-04-04,2021-04-06 08:23:24
0.3%,2.9%,0.8%,21.7%,14.8%,0.2%,34.2%,14.1%,11.1%,Santa Barbara,2021-04-05,2021-04-04,2021-04-06 08:23:27
0.1%,24.4%,1.3%,11.0%,10.9%,0.4%,22.7%,8.7%,20.5%,Santa Clara,2021-04-05,2021-04-04,2021-04-06 08:23:30
0.2%,2.0%,0.4%,20.1%,13.8%,0.1%,39.8%,10.2%,13.5%,Santa Cruz,2021-04-05,2021-04-04,2021-04-06 08:23:32
0.7%,1.4%,0.5%,3.5%,17.9%,0.1%,44.8%,13.6%,17.5%,Shasta,2021-04-05,2021-04-04,2021-04-06 08:23:35
0.5%,0.9%,0.1%,8.1%,8.8%,0.000%,72.7%,3.1%,5.9%,Sierra,2021-04-05,2021-04-02,2021-04-06 08:23:38
1.6%,0.9%,0.5%,6.2%,8.0%,0.05%,58.4%,4.4%,19.9%,Siskiyou,2021-04-05,2021-04-04,2021-04-06 08:23:40
0.3%,10.4%,6.3%,9.1%,6.3%,0.9%,25.6%,10.6%,30.5%,Solano,2021-04-05,2021-04-04,2021-04-06 08:23:43
0.5%,2.1%,0.7%,13.8%,10.0%,0.2%,42.3%,8.3%,22.1%,Sonoma,2021-04-05,2021-04-04,2021-04-06 08:23:45
0.5%,5.3%,1.7%,25.9%,0.5%,0.7%,35.8%,9.9%,19.7%,Stanislaus,2021-04-05,2021-04-04,2021-04-06 08:23:48
0.7%,13.4%,1.0%,16.8%,11.4%,0.3%,38.0%,7.5%,11.0%,Sutter,2021-04-05,2021-04-04,2021-04-06 08:23:50
0.9%,0.6%,0.3%,10.6%,8.1%,0.1%,48.2%,10.0%,21.2%,Tehama,2021-04-05,2021-04-03,2021-04-06 08:23:53
1.3%,1.1%,0.2%,2.2%,8.1%,0.2%,61.3%,3.4%,22.2%,Trinity,2021-04-05,2021-04-03,2021-04-06 08:23:56
0.3%,2.6%,0.7%,43.6%,5.5%,0.2%,29.3%,6.1%,11.7%,Tulare,2021-04-05,2021-04-04,2021-04-06 08:23:58
0.5%,1.4%,0.3%,4.6%,1.1%,0.4%,78.5%,6.4%,6.8%,Tuolumne,2021-04-05,2021-04-04,2021-04-06 08:24:01
0.2%,5.4%,0.9%,26.8%,14.8%,0.3%,33.7%,11.2%,6.7%,Ventura,2021-04-05,2021-04-04,2021-04-06 08:24:03
0.4%,6.3%,1.0%,13.3%,7.0%,0.3%,29.5%,9.7%,32.6%,Yolo,2021-04-05,2021-04-04,2021-04-06 08:24:06
1.1%,4.3%,2.0%,17.2%,8.8%,0.3%,47.9%,4.8%,13.5%,Yuba,2021-04-05,2021-04-04,2021-04-06 08:24:08
