American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,24.6%,6.0%,11.3%,11.1%,0.6%,26.7%,9.6%,9.9%,Alameda,2021-04-15,2021-04-14,2021-04-15 22:23:16
1.7%,0.6%,0.2%,1.1%,0.2%,0.000%,18.2%,0.7%,77.0%,Alpine,2021-04-15,2021-04-08,2021-04-15 22:23:18
0.8%,1.6%,0.5%,7.8%,3.9%,0.3%,70.4%,8.8%,5.9%,Amador,2021-04-15,2021-04-14,2021-04-15 22:23:21
1.1%,2.8%,0.8%,9.7%,16.8%,0.1%,57.7%,6.7%,4.4%,Butte,2021-04-15,2021-04-14,2021-04-15 22:23:24
0.5%,1.4%,0.5%,5.8%,1.8%,0.2%,58.4%,8.4%,23.1%,Calaveras,2021-04-15,2021-04-14,2021-04-15 22:23:26
0.8%,0.7%,0.5%,33.6%,6.5%,0.1%,30.4%,6.0%,21.4%,Colusa,2021-04-15,2021-04-14,2021-04-15 22:23:29
0.2%,12.5%,5.0%,15.0%,11.4%,0.6%,37.1%,8.5%,9.9%,Contra Costa,2021-04-15,2021-04-14,2021-04-15 22:23:31
6.1%,1.8%,0.5%,6.7%,10.6%,0.1%,58.2%,3.0%,12.9%,Del Norte,2021-04-15,2021-04-14,2021-04-15 22:23:34
0.3%,3.8%,0.6%,6.6%,13.6%,0.3%,59.8%,7.2%,7.8%,El Dorado,2021-04-15,2021-04-14,2021-04-15 22:23:36
0.5%,8.2%,2.3%,36.0%,10.3%,0.2%,28.3%,7.9%,6.4%,Fresno,2021-04-15,2021-04-14,2021-04-15 22:23:39
1.8%,1.5%,0.2%,27.3%,9.4%,0.1%,42.2%,10.7%,6.8%,Glenn,2021-04-15,2021-04-14,2021-04-15 22:23:42
2.9%,1.6%,0.8%,8.0%,13.2%,0.2%,65.6%,2.8%,4.8%,Humboldt,2021-04-15,2021-04-14,2021-04-15 22:23:45
0.2%,0.8%,0.4%,70.6%,2.6%,0.1%,9.9%,7.8%,7.6%,Imperial,2021-04-15,2021-04-14,2021-04-15 22:23:47
0.9%,1.2%,0.2%,11.0%,21.0%,0.2%,55.6%,3.4%,6.4%,Inyo,2021-04-15,2021-04-14,2021-04-15 22:23:49
0.3%,4.4%,2.5%,35.7%,11.8%,0.2%,28.7%,9.5%,7.0%,Kern,2021-04-15,2021-04-14,2021-04-15 22:23:52
0.6%,3.0%,2.3%,45.2%,7.6%,0.2%,27.2%,5.9%,8.1%,Kings,2021-04-15,2021-04-14,2021-04-15 22:23:55
1.8%,1.3%,1.3%,16.8%,15.3%,0.2%,57.1%,2.7%,3.6%,Lake,2021-04-15,2021-04-14,2021-04-15 22:23:58
1.1%,1.6%,0.8%,8.8%,7.8%,0.3%,62.9%,3.3%,13.4%,Lassen,2021-04-15,2021-04-14,2021-04-15 22:24:00
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Los Angeles,2021-04-15,2021-04-14,2021-04-15 22:24:03
0.8%,2.1%,1.6%,36.8%,7.5%,0.1%,33.9%,9.7%,7.5%,Madera,2021-04-15,2021-04-14,2021-04-15 22:24:05
0.1%,4.8%,1.1%,11.6%,12.3%,0.2%,57.1%,6.8%,5.9%,Marin,2021-04-15,2021-04-14,2021-04-15 22:24:08
1.7%,1.1%,0.4%,8.0%,3.2%,0.1%,65.2%,4.5%,15.7%,Mariposa,2021-04-15,2021-04-14,2021-04-15 22:24:11
0.8%,1.4%,0.3%,16.6%,15.9%,0.2%,50.8%,6.0%,7.9%,Mendocino,2021-04-15,2021-04-14,2021-04-15 22:24:13
0.4%,6.0%,1.7%,36.0%,0.6%,0.3%,24.3%,8.0%,22.7%,Merced,2021-04-15,2021-04-14,2021-04-15 22:24:16
