0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.2%,29.7%,21.1%,49%,Riverside,2021-03-20,2021-03-19,2021-03-21 06:20:39
0.2%,35.1%,22.1%,42.5%,Sacramento,2021-03-20,2021-03-19,2021-03-21 06:20:42
0.1%,36%,22.1%,41.8%,San Benito,2021-03-20,2021-03-19,2021-03-21 06:20:46
0.2%,35.2%,22.5%,42.1%,San Bernardino,2021-03-20,2021-03-19,2021-03-21 06:20:49
0.2%,33.4%,19%,47.4%,San Diego,2021-03-20,2021-03-19,2021-03-21 06:20:52
0.2%,42.2%,21.1%,36.5%,San Francisco,2021-03-20,2021-03-19,2021-03-21 06:20:55
0.3%,33.5%,23.6%,42.5%,San Joaquin,2021-03-20,2021-03-19,2021-03-21 06:20:59
0.1%,23.7%,15.8%,60.5%,San Luis Obispo,2021-03-20,2021-03-19,2021-03-21 06:21:02
0.4%,35.8%,21.4%,42.5%,San Mateo,2021-03-20,2021-03-19,2021-03-21 06:21:05
0.1%,30.3%,17.2%,52.3%,Santa Barbara,2021-03-20,2021-03-19,2021-03-21 06:21:08
0.3%,33.9%,20.6%,45.1%,Santa Clara,2021-03-20,2021-03-19,2021-03-21 06:21:11
0.2%,33.2%,20.1%,46.4%,Santa Cruz,2021-03-20,2021-03-19,2021-03-21 06:21:15
0.1%,22.3%,20.3%,57.3%,Shasta,2021-03-20,2021-03-19,2021-03-21 06:21:18
0%,18.8%,27.5%,53.7%,Sierra,2021-03-20,2021-03-18,2021-03-21 06:21:21
0.4%,19.9%,22.3%,57.4%,Siskiyou,2021-03-20,2021-03-19,2021-03-21 06:21:24
0.2%,32.2%,23.8%,43.7%,Solano,2021-03-20,2021-03-19,2021-03-21 06:21:28
0.2%,30.4%,20.4%,49%,Sonoma,2021-03-20,2021-03-19,2021-03-21 06:21:31
0.4%,31.4%,24.1%,44%,Stanislaus,2021-03-20,2021-03-19,2021-03-21 06:21:34
0.2%,29.7%,23.2%,47%,Sutter,2021-03-20,2021-03-19,2021-03-21 06:21:37
0%,24.2%,23%,52.7%,Tehama,2021-03-20,2021-03-19,2021-03-21 06:21:40
0%,18.5%,20.4%,61%,Trinity,2021-03-20,2021-03-19,2021-03-21 06:21:43
0.4%,40%,24.5%,35.2%,Tulare,2021-03-20,2021-03-19,2021-03-21 06:21:46
0.1%,17.6%,22.2%,60%,Tuolumne,2021-03-20,2021-03-19,2021-03-21 06:21:49
0.3%,33.8%,20.8%,45.1%,Ventura,2021-03-20,2021-03-19,2021-03-21 06:21:53
0.4%,41.1%,20.4%,38.2%,Yolo,2021-03-20,2021-03-19,2021-03-21 06:21:56
0.1%,27.1%,21.5%,51.2%,Yuba,2021-03-20,2021-03-19,2021-03-21 06:21:59
