0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,34.9%,21.2%,43.6%,Alameda,2021-03-20,2021-03-19,2021-03-21 06:18:54
0.2%,32.9%,33.5%,33.5%,Alpine,2021-03-20,2021-03-18,2021-03-21 06:18:57
0.3%,34.9%,21.2%,43.6%,Amador,2021-03-20,2021-03-19,2021-03-21 06:19:00
0.2%,30.9%,20.1%,48.8%,Butte,2021-03-20,2021-03-19,2021-03-21 06:19:05
0.2%,14.7%,19.8%,65.3%,Calaveras,2021-03-20,2021-03-19,2021-03-21 06:19:10
0.1%,33.8%,22.4%,43.6%,Colusa,2021-03-20,2021-03-19,2021-03-21 06:19:13
0.4%,32%,22.5%,45.2%,Contra Costa,2021-03-20,2021-03-19,2021-03-21 06:19:16
0.1%,24.3%,23.5%,52.1%,Del Norte,2021-03-20,2021-03-19,2021-03-21 06:19:19
0.3%,34.9%,21.2%,43.6%,El Dorado,2021-03-20,2021-03-19,2021-03-21 06:19:22
0.3%,38.4%,23.9%,37.4%,Fresno,2021-03-20,2021-03-19,2021-03-21 06:19:25
0.1%,26.2%,21.3%,52.4%,Glenn,2021-03-20,2021-03-19,2021-03-21 06:19:29
0.1%,31.7%,18.7%,49.5%,Humboldt,2021-03-20,2021-03-19,2021-03-21 06:19:32
0.3%,34.9%,21.2%,43.6%,Imperial,2021-03-20,2021-03-19,2021-03-21 06:19:35
0.1%,25.5%,18.4%,56%,Inyo,2021-03-20,2021-03-19,2021-03-21 06:19:38
0.3%,36.6%,23.1%,40.1%,Kern,2021-03-20,2021-03-19,2021-03-21 06:19:42
0.2%,39.3%,26.3%,34.2%,Kings,2021-03-20,2021-03-19,2021-03-21 06:19:45
0.2%,23.5%,21.6%,54.7%,Lake,2021-03-20,2021-03-19,2021-03-21 06:19:48
0%,20.6%,21.8%,57.6%,Lassen,2021-03-20,2021-03-19,2021-03-21 06:19:51
0.2%,38.2%,21.8%,39.8%,Los Angeles,2021-03-20,2021-03-19,2021-03-21 06:19:54
0.2%,31.5%,23.6%,44.7%,Madera,2021-03-20,2021-03-19,2021-03-21 06:19:57
0.7%,27.1%,22.7%,49.5%,Marin,2021-03-20,2021-03-19,2021-03-21 06:20:01
0.1%,17.9%,19.1%,62.9%,Mariposa,2021-03-20,2021-03-19,2021-03-21 06:20:04
0.5%,32.9%,23.5%,43.1%,Mendocino,2021-03-20,2021-03-19,2021-03-21 06:20:07
0.3%,35.4%,24%,40.4%,Merced,2021-03-20,2021-03-19,2021-03-21 06:20:10
0.1%,18.6%,24.8%,56.5%,Modoc,2021-03-20,2021-03-19,2021-03-21 06:20:12
1.1%,43.6%,28.7%,26.5%,Mono,2021-03-20,2021-03-18,2021-03-21 06:20:16
0.2%,36.1%,20.5%,43.2%,Monterey,2021-03-20,2021-03-19,2021-03-21 06:20:20
0.2%,33.7%,21.7%,44.3%,Napa,2021-03-20,2021-03-19,2021-03-21 06:20:23
0.3%,19.8%,17.2%,62.7%,Nevada,2021-03-20,2021-03-19,2021-03-21 06:20:26
0.2%,32.8%,20.2%,46.8%,Orange,2021-03-20,2021-03-19,2021-03-21 06:20:29
0.3%,26.6%,19.7%,53.4%,Placer,2021-03-20,2021-03-19,2021-03-21 06:20:33
0.1%,19%,17.4%,63.5%,Plumas,2021-03-20,2021-03-19,2021-03-21 06:20:36
