0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.3%,23.3%,33.9%,Alameda,2021-03-31,2021-03-30,2021-04-01 02:43:27
0.1%,34.5%,33.8%,31.5%,Alpine,2021-03-31,2021-03-29,2021-04-01 02:43:30
0.1%,18.1%,24.0%,57.8%,Amador,2021-03-31,2021-03-30,2021-04-01 02:43:34
0.2%,31.9%,24.4%,43.5%,Butte,2021-03-31,2021-03-30,2021-04-01 02:43:36
0.3%,16.0%,22.8%,60.8%,Calaveras,2021-03-31,2021-03-30,2021-04-01 02:43:38
0.1%,36.0%,24.5%,39.4%,Colusa,2021-03-31,2021-03-30,2021-04-01 02:43:41
0.5%,34.0%,27.7%,37.8%,Contra Costa,2021-03-31,2021-03-30,2021-04-01 02:43:43
0.1%,24.3%,25.5%,50.1%,Del Norte,2021-03-31,2021-03-30,2021-04-01 02:43:46
0.4%,24.5%,25.4%,49.7%,El Dorado,2021-03-31,2021-03-30,2021-04-01 02:43:48
0.5%,40.7%,25.4%,33.5%,Fresno,2021-03-31,2021-03-30,2021-04-01 02:43:51
0.2%,30.6%,25.2%,43.9%,Glenn,2021-03-31,2021-03-30,2021-04-01 02:43:53
0.2%,34.6%,20.1%,45.1%,Humboldt,2021-03-31,2021-03-30,2021-04-01 02:43:55
0.2%,39.5%,23.8%,36.5%,Imperial,2021-03-31,2021-03-30,2021-04-01 02:43:58
0.3%,27.8%,22.4%,49.5%,Inyo,2021-03-31,2021-03-30,2021-04-01 02:44:00
0.6%,39.5%,25.3%,34.5%,Kern,2021-03-31,2021-03-30,2021-04-01 02:44:03
0.4%,42.6%,27.9%,29.1%,Kings,2021-03-31,2021-03-30,2021-04-01 02:44:05
0.2%,24.4%,24.6%,50.8%,Lake,2021-03-31,2021-03-30,2021-04-01 02:44:07
0.1%,22.8%,25.9%,51.3%,Lassen,2021-03-31,2021-03-30,2021-04-01 02:44:10
0.4%,41.7%,24.4%,33.5%,Los Angeles,2021-03-31,2021-03-30,2021-04-01 02:44:12
0.3%,34.5%,25.4%,39.8%,Madera,2021-03-31,2021-03-30,2021-04-01 02:44:15
1.0%,31.5%,25.7%,41.8%,Marin,2021-03-31,2021-03-30,2021-04-01 02:44:17
0.2%,18.3%,23.0%,58.6%,Mariposa,2021-03-31,2021-03-30,2021-04-01 02:44:19
0.7%,33.7%,24.5%,41.2%,Mendocino,2021-03-31,2021-03-30,2021-04-01 02:44:22
0.5%,39.2%,25.7%,34.6%,Merced,2021-03-31,2021-03-30,2021-04-01 02:44:24
0.1%,19.3%,25.8%,54.8%,Modoc,2021-03-31,2021-03-30,2021-04-01 02:44:27
1.5%,45.3%,28.4%,24.8%,Mono,2021-03-31,2021-03-30,2021-04-01 02:44:29
0.3%,41.1%,23.4%,35.1%,Monterey,2021-03-31,2021-03-30,2021-04-01 02:44:31
0.3%,36.6%,23.8%,39.3%,Napa,2021-03-31,2021-03-30,2021-04-01 02:44:34
0.5%,22.5%,21.2%,55.8%,Nevada,2021-03-31,2021-03-30,2021-04-01 02:44:36
0.4%,37.8%,24.3%,37.5%,Orange,2021-03-31,2021-03-30,2021-04-01 02:44:39
0.5%,28.8%,22.9%,47.8%,Placer,2021-03-31,2021-03-30,2021-04-01 02:44:41
0.1%,20.0%,20.1%,59.7%,Plumas,2021-03-31,2021-03-30,2021-04-01 02:44:44
0.4%,32.6%,24.5%,42.6%,Riverside,2021-03-31,2021-03-30,2021-04-01 02:44:46
0.5%,37.4%,24.6%,37.6%,Sacramento,2021-03-31,2021-03-30,2021-04-01 02:44:48
0.2%,38.6%,25.0%,36.2%,San Benito,2021-03-31,2021-03-30,2021-04-01 02:44:51
0.5%,37.8%,25.3%,36.4%,San Bernardino,2021-03-31,2021-03-30,2021-04-01 02:44:53
0.4%,36.9%,21.8%,40.9%,San Diego,2021-03-31,2021-03-30,2021-04-01 02:44:55
0.3%,45.7%,22.8%,31.2%,San Francisco,2021-03-31,2021-03-30,2021-04-01 02:44:58
0.5%,36.5%,26.0%,37.0%,San Joaquin,2021-03-31,2021-03-30,2021-04-01 02:45:00
0.3%,27.8%,20.2%,51.7%,San Luis Obispo,2021-03-31,2021-03-30,2021-04-01 02:45:03
0.5%,38.9%,23.9%,36.7%,San Mateo,2021-03-31,2021-03-30,2021-04-01 02:45:05
0.3%,34.9%,21.9%,42.9%,Santa Barbara,2021-03-31,2021-03-30,2021-04-01 02:45:08
0.5%,38.7%,24.1%,36.7%,Santa Clara,2021-03-31,2021-03-30,2021-04-01 02:45:10
0.4%,36.0%,23.2%,40.5%,Santa Cruz,2021-03-31,2021-03-30,2021-04-01 02:45:12
0.3%,23.7%,22.7%,53.3%,Shasta,2021-03-31,2021-03-30,2021-04-01 02:45:15
0.0%,21.0%,27.6%,51.5%,Sierra,2021-03-31,2021-03-30,2021-04-01 02:45:17
0.4%,22.0%,23.0%,54.6%,Siskiyou,2021-03-31,2021-03-30,2021-04-01 02:45:19
0.5%,38.3%,24.1%,37.1%,Solano,2021-03-31,2021-03-30,2021-04-01 02:45:22
0.4%,33.0%,24.0%,42.6%,Sonoma,2021-03-31,2021-03-30,2021-04-01 02:45:24
0.6%,35.6%,26.1%,37.7%,Stanislaus,2021-03-31,2021-03-30,2021-04-01 02:45:27
0.2%,31.7%,25.9%,42.2%,Sutter,2021-03-31,2021-03-30,2021-04-01 02:45:29
0.1%,24.9%,25.1%,49.8%,Tehama,2021-03-31,2021-03-30,2021-04-01 02:45:31
0.1%,19.6%,22.1%,58.2%,Trinity,2021-03-31,2021-03-30,2021-04-01 02:45:34
0.6%,41.8%,26.2%,31.4%,Tulare,2021-03-31,2021-03-30,2021-04-01 02:45:36
0.2%,19.4%,25.3%,55.2%,Tuolumne,2021-03-31,2021-03-30,2021-04-01 02:45:38
0.5%,36.1%,23.8%,39.6%,Ventura,2021-03-31,2021-03-30,2021-04-01 02:45:41
0.6%,43.7%,22.3%,33.4%,Yolo,2021-03-31,2021-03-30,2021-04-01 02:45:43
0.2%,29.6%,25.6%,44.6%,Yuba,2021-03-31,2021-03-30,2021-04-01 02:45:45
