0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,38.3%,24.1%,37.1%,Alameda,2021-03-31,2021-03-30,2021-04-01 04:26:22
0.1%,34.5%,33.8%,31.5%,Alpine,2021-03-31,2021-03-29,2021-04-01 04:26:24
0.1%,18.1%,24.0%,57.8%,Amador,2021-03-31,2021-03-30,2021-04-01 04:26:27
0.2%,31.9%,24.4%,43.5%,Butte,2021-03-31,2021-03-30,2021-04-01 04:26:29
0.5%,38.3%,24.1%,37.1%,Calaveras,2021-03-31,2021-03-30,2021-04-01 04:26:32
0.1%,36.0%,24.5%,39.4%,Colusa,2021-03-31,2021-03-30,2021-04-01 04:26:35
0.5%,38.3%,24.1%,37.1%,Contra Costa,2021-03-31,2021-03-30,2021-04-01 04:26:37
0.1%,24.3%,25.5%,50.1%,Del Norte,2021-03-31,2021-03-30,2021-04-01 04:26:40
0.4%,24.5%,25.4%,49.7%,El Dorado,2021-03-31,2021-03-30,2021-04-01 04:26:42
0.5%,40.7%,25.4%,33.5%,Fresno,2021-03-31,2021-03-30,2021-04-01 04:26:45
0.2%,30.6%,25.2%,43.9%,Glenn,2021-03-31,2021-03-30,2021-04-01 04:26:47
0.2%,34.6%,20.1%,45.1%,Humboldt,2021-03-31,2021-03-30,2021-04-01 04:26:49
0.5%,38.3%,24.1%,37.1%,Imperial,2021-03-31,2021-03-30,2021-04-01 04:26:52
0.5%,38.3%,24.1%,37.1%,Inyo,2021-03-31,2021-03-30,2021-04-01 04:26:54
0.6%,39.5%,25.3%,34.5%,Kern,2021-03-31,2021-03-30,2021-04-01 04:26:57
0.4%,42.6%,27.9%,29.1%,Kings,2021-03-31,2021-03-30,2021-04-01 04:26:59
0.2%,24.4%,24.6%,50.8%,Lake,2021-03-31,2021-03-30,2021-04-01 04:27:01
0.1%,22.8%,25.9%,51.3%,Lassen,2021-03-31,2021-03-30,2021-04-01 04:27:04
0.4%,41.7%,24.4%,33.5%,Los Angeles,2021-03-31,2021-03-30,2021-04-01 04:27:06
0.3%,34.5%,25.4%,39.8%,Madera,2021-03-31,2021-03-30,2021-04-01 04:27:09
1.0%,31.5%,25.7%,41.8%,Marin,2021-03-31,2021-03-30,2021-04-01 04:27:11
0.2%,18.3%,23.0%,58.6%,Mariposa,2021-03-31,2021-03-30,2021-04-01 04:27:14
0.7%,33.7%,24.5%,41.2%,Mendocino,2021-03-31,2021-03-30,2021-04-01 04:27:16
0.5%,39.2%,25.7%,34.6%,Merced,2021-03-31,2021-03-30,2021-04-01 04:27:19
0.1%,19.3%,25.8%,54.8%,Modoc,2021-03-31,2021-03-30,2021-04-01 04:27:21
1.5%,45.3%,28.4%,24.8%,Mono,2021-03-31,2021-03-30,2021-04-01 04:27:24
0.3%,41.1%,23.4%,35.1%,Monterey,2021-03-31,2021-03-30,2021-04-01 04:27:26
