0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,39.5%,21%,39.2%,Alameda,2021-03-20,2021-03-19,2021-03-21 10:24:24
0.2%,32.9%,33.5%,33.5%,Alpine,2021-03-20,2021-03-18,2021-03-21 10:24:28
0.1%,17%,19.2%,63.8%,Amador,2021-03-20,2021-03-19,2021-03-21 10:24:31
0.2%,30.9%,20.1%,48.8%,Butte,2021-03-20,2021-03-19,2021-03-21 10:24:35
0.2%,14.7%,19.8%,65.3%,Calaveras,2021-03-20,2021-03-19,2021-03-21 10:24:39
0.1%,33.8%,22.4%,43.6%,Colusa,2021-03-20,2021-03-19,2021-03-21 10:24:42
0.3%,34.9%,21.2%,43.6%,Contra Costa,2021-03-20,2021-03-19,2021-03-21 10:24:46
0.1%,24.3%,23.5%,52.1%,Del Norte,2021-03-20,2021-03-19,2021-03-21 10:24:49
0.3%,22.3%,22.1%,55.3%,El Dorado,2021-03-20,2021-03-19,2021-03-21 10:24:53
0.3%,38.4%,23.9%,37.4%,Fresno,2021-03-20,2021-03-19,2021-03-21 10:24:56
0.3%,34.9%,21.2%,43.6%,Glenn,2021-03-20,2021-03-19,2021-03-21 10:25:00
0.1%,31.7%,18.7%,49.5%,Humboldt,2021-03-20,2021-03-19,2021-03-21 10:25:03
0.1%,36.8%,20.3%,42.9%,Imperial,2021-03-20,2021-03-19,2021-03-21 10:25:07
0.1%,25.5%,18.4%,56%,Inyo,2021-03-20,2021-03-19,2021-03-21 10:25:11
0.3%,36.6%,23.1%,40.1%,Kern,2021-03-20,2021-03-19,2021-03-21 10:25:14
0.2%,39.3%,26.3%,34.2%,Kings,2021-03-20,2021-03-19,2021-03-21 10:25:18
0.2%,23.5%,21.6%,54.7%,Lake,2021-03-20,2021-03-19,2021-03-21 10:25:23
0%,20.6%,21.8%,57.6%,Lassen,2021-03-20,2021-03-19,2021-03-21 10:25:25
0.2%,38.2%,21.8%,39.8%,Los Angeles,2021-03-20,2021-03-19,2021-03-21 10:25:29
0.2%,31.5%,23.6%,44.7%,Madera,2021-03-20,2021-03-19,2021-03-21 10:25:32
0.7%,27.1%,22.7%,49.5%,Marin,2021-03-20,2021-03-19,2021-03-21 10:25:36
0.3%,34.9%,21.2%,43.6%,Mariposa,2021-03-20,2021-03-19,2021-03-21 10:25:40
0.5%,32.9%,23.5%,43.1%,Mendocino,2021-03-20,2021-03-19,2021-03-21 10:25:44
0.3%,35.4%,24%,40.4%,Merced,2021-03-20,2021-03-19,2021-03-21 10:25:47
0.1%,18.6%,24.8%,56.5%,Modoc,2021-03-20,2021-03-19,2021-03-21 10:25:51
1.1%,43.6%,28.7%,26.5%,Mono,2021-03-20,2021-03-18,2021-03-21 10:25:54
0.3%,34.9%,21.2%,43.6%,Monterey,2021-03-20,2021-03-19,2021-03-21 10:25:58
0.2%,33.7%,21.7%,44.3%,Napa,2021-03-20,2021-03-19,2021-03-21 10:26:01
0.3%,19.8%,17.2%,62.7%,Nevada,2021-03-20,2021-03-19,2021-03-21 10:26:04
0.2%,32.8%,20.2%,46.8%,Orange,2021-03-20,2021-03-19,2021-03-21 10:26:08
0.3%,26.6%,19.7%,53.4%,Placer,2021-03-20,2021-03-19,2021-03-21 10:26:12
0.1%,19%,17.4%,63.5%,Plumas,2021-03-20,2021-03-19,2021-03-21 10:26:15
0.2%,29.7%,21.1%,49%,Riverside,2021-03-20,2021-03-19,2021-03-21 10:26:22
0.2%,35.1%,22.1%,42.5%,Sacramento,2021-03-20,2021-03-19,2021-03-21 10:26:25
0.1%,36%,22.1%,41.8%,San Benito,2021-03-20,2021-03-19,2021-03-21 10:26:29
0.2%,35.2%,22.5%,42.1%,San Bernardino,2021-03-20,2021-03-19,2021-03-21 10:26:32
0.2%,33.4%,19%,47.4%,San Diego,2021-03-20,2021-03-19,2021-03-21 10:26:36
0.2%,42.2%,21.1%,36.5%,San Francisco,2021-03-20,2021-03-19,2021-03-21 10:26:40
0.3%,33.5%,23.6%,42.5%,San Joaquin,2021-03-20,2021-03-19,2021-03-21 10:26:43
0.1%,23.7%,15.8%,60.5%,San Luis Obispo,2021-03-20,2021-03-19,2021-03-21 10:26:47
0.3%,34.9%,21.2%,43.6%,San Mateo,2021-03-20,2021-03-19,2021-03-21 10:26:51
