0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.6%,43.6%,26.4%,29.3%,Alameda,2021-04-08,2021-04-07,2021-04-09 08:26:17
0.1%,35.3%,35.1%,29.5%,Alpine,2021-04-08,2021-04-06,2021-04-09 08:26:20
0.1%,19.2%,25.8%,54.9%,Amador,2021-04-08,2021-04-07,2021-04-09 08:26:23
0.7%,35.0%,24.8%,39.6%,Butte,2021-04-08,2021-04-07,2021-04-09 08:26:25
0.4%,17.0%,25.9%,56.7%,Calaveras,2021-04-08,2021-04-07,2021-04-09 08:26:28
0.2%,37.8%,26.8%,35.2%,Colusa,2021-04-08,2021-04-07,2021-04-09 08:26:31
1.0%,37.7%,29.3%,32.0%,Contra Costa,2021-04-08,2021-04-07,2021-04-09 08:26:33
0.1%,25.7%,27.4%,46.7%,Del Norte,2021-04-08,2021-04-07,2021-04-09 08:26:36
0.5%,25.4%,28.2%,45.9%,El Dorado,2021-04-08,2021-04-07,2021-04-09 08:26:38
0.6%,42.0%,26.5%,30.9%,Fresno,2021-04-08,2021-04-07,2021-04-09 08:26:41
0.3%,31.7%,27.0%,41.0%,Glenn,2021-04-08,2021-04-07,2021-04-09 08:26:43
0.3%,36.7%,23.2%,39.8%,Humboldt,2021-04-08,2021-04-07,2021-04-09 08:26:46
0.3%,41.4%,25.8%,32.5%,Imperial,2021-04-08,2021-04-07,2021-04-09 08:26:49
0.3%,28.7%,25.4%,45.6%,Inyo,2021-04-08,2021-04-07,2021-04-09 08:26:51
0.6%,39.8%,26.8%,32.8%,Kern,2021-04-08,2021-04-07,2021-04-09 08:26:54
0.5%,43.6%,29.0%,26.9%,Kings,2021-04-08,2021-04-07,2021-04-09 08:26:56
0.2%,24.7%,28.2%,46.9%,Lake,2021-04-08,2021-04-07,2021-04-09 08:26:59
0.1%,24.0%,27.5%,48.4%,Lassen,2021-04-08,2021-04-07,2021-04-09 08:27:02
0.6%,42.9%,27.3%,29.3%,Los Angeles,2021-04-08,2021-04-07,2021-04-09 08:27:04
0.5%,35.8%,26.6%,37.1%,Madera,2021-04-08,2021-04-07,2021-04-09 08:27:07
1.2%,32.9%,29.0%,36.9%,Marin,2021-04-08,2021-04-07,2021-04-09 08:27:09
0.6%,39.8%,26.8%,32.8%,Mariposa,2021-04-08,2021-04-07,2021-04-09 08:27:12
0.6%,32.3%,24.5%,42.6%,Mendocino,2021-04-08,2021-04-07,2021-04-09 08:27:14
0.6%,41.2%,26.2%,32.0%,Merced,2021-04-08,2021-04-07,2021-04-09 08:27:17
0.1%,20.4%,26.6%,52.8%,Modoc,2021-04-08,2021-04-06,2021-04-09 08:27:20
1.4%,46.4%,29.4%,22.8%,Mono,2021-04-08,2021-04-07,2021-04-09 08:27:22
0.5%,42.8%,25.8%,30.9%,Monterey,2021-04-08,2021-04-07,2021-04-09 08:27:25
0.5%,37.6%,25.7%,36.1%,Napa,2021-04-08,2021-04-07,2021-04-09 08:27:27
0.7%,24.4%,24.5%,50.4%,Nevada,2021-04-08,2021-04-07,2021-04-09 08:27:30
0.7%,39.3%,26.8%,33.2%,Orange,2021-04-08,2021-04-07,2021-04-09 08:27:32
0.6%,29.6%,25.7%,44.1%,Placer,2021-04-08,2021-04-07,2021-04-09 08:27:35
0.1%,20.7%,23.2%,56.0%,Plumas,2021-04-08,2021-04-07,2021-04-09 08:27:37
0.7%,34.3%,27.5%,37.5%,Riverside,2021-04-08,2021-04-07,2021-04-09 08:27:40
0.7%,38.6%,26.6%,34.2%,Sacramento,2021-04-08,2021-04-07,2021-04-09 08:27:42
0.4%,40.2%,27.4%,32.0%,San Benito,2021-04-08,2021-04-07,2021-04-09 08:27:45
0.7%,38.6%,28.4%,32.3%,San Bernardino,2021-04-08,2021-04-07,2021-04-09 08:27:47
0.6%,38.6%,24.5%,36.3%,San Diego,2021-04-08,2021-04-07,2021-04-09 08:27:50
