American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,21.1%,5.7%,10.4%,10.9%,0.5%,26.2%,8.8%,16.1%,Alameda,2021-03-21,2021-03-20,2021-03-21 16:28:48
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Alpine,2021-03-21,2021-03-20,2021-03-21 16:28:52
0.9%,1.4%,0.3%,7%,4.4%,0.3%,66.8%,9.2%,9.7%,Amador,2021-03-21,2021-03-20,2021-03-21 16:28:55
1.2%,2.1%,0.7%,7.4%,16.8%,0.1%,56.9%,8%,6.9%,Butte,2021-03-21,2021-03-20,2021-03-21 16:29:04
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Calaveras,2021-03-21,2021-03-20,2021-03-21 16:29:08
1.1%,0.7%,0.4%,27%,5.8%,0.1%,33.5%,5.4%,26%,Colusa,2021-03-21,2021-03-20,2021-03-21 16:29:12
0.2%,11.1%,4.6%,12.3%,12%,0.6%,35.4%,7.9%,16.1%,Contra Costa,2021-03-21,2021-03-20,2021-03-21 16:29:15
7.4%,1.7%,0.5%,5.2%,8.1%,0.2%,61.2%,2.5%,13.3%,Del Norte,2021-03-21,2021-03-19,2021-03-21 16:29:19
0.3%,2.8%,0.5%,4.9%,14%,0.3%,51.1%,8%,18.2%,El Dorado,2021-03-21,2021-03-20,2021-03-21 16:29:23
0.5%,7%,2.1%,31.6%,9.9%,0.2%,29.1%,7.7%,12%,Fresno,2021-03-21,2021-03-20,2021-03-21 16:29:26
2.3%,1.1%,0.2%,20.3%,8.9%,0.1%,45.9%,10.3%,11%,Glenn,2021-03-21,2021-03-20,2021-03-21 16:29:30
3.4%,1.3%,0.6%,5.8%,14.4%,0.2%,64.2%,3.1%,6.9%,Humboldt,2021-03-21,2021-03-20,2021-03-21 16:29:34
0.1%,0.7%,0.4%,68.4%,2.4%,0.1%,9.7%,5.9%,12.2%,Imperial,2021-03-21,2021-03-20,2021-03-21 16:29:37
1.1%,0.9%,0.2%,8.8%,22.2%,0.1%,54%,5%,7.6%,Inyo,2021-03-21,2021-03-20,2021-03-21 16:29:41
0.4%,4.1%,2.3%,30.3%,12.1%,0.2%,29.8%,11.1%,9.6%,Kern,2021-03-21,2021-03-20,2021-03-21 16:29:44
0.8%,2.7%,2%,41%,7.2%,0.2%,27.6%,5.9%,12.6%,Kings,2021-03-21,2021-03-20,2021-03-21 16:29:48
1.7%,1%,1.1%,16.1%,15.3%,0.1%,55.9%,3.2%,5.5%,Lake,2021-03-21,2021-03-20,2021-03-21 16:29:52
1.1%,1.3%,0.7%,6.1%,8%,0.3%,60.9%,3.7%,17.9%,Lassen,2021-03-21,2021-03-19,2021-03-21 16:29:55
0.2%,12.5%,4.4%,24.4%,18.1%,0.4%,19.6%,14%,6.4%,Los Angeles,2021-03-21,2021-03-20,2021-03-21 16:29:59
1%,1.8%,1.4%,32.9%,7%,0.2%,34.9%,7.8%,12.9%,Madera,2021-03-21,2021-03-20,2021-03-21 16:30:02
0.1%,4%,1%,8.6%,12%,0.2%,51.5%,6.4%,16.2%,Marin,2021-03-21,2021-03-20,2021-03-21 16:30:06
1.9%,0.9%,0.3%,7.2%,2.5%,0.1%,62%,5.3%,19.7%,Mariposa,2021-03-21,2021-03-20,2021-03-21 16:30:09
0.8%,1.3%,0.3%,16.6%,14%,0.2%,50.2%,5.4%,11.3%,Mendocino,2021-03-21,2021-03-20,2021-03-21 16:30:13
0.3%,5.6%,1.6%,32.4%,0.5%,0.3%,26.3%,8.4%,24.6%,Merced,2021-03-21,2021-03-20,2021-03-21 16:30:17
2.3%,1.5%,0.9%,7.2%,4.8%,0.1%,72.6%,1.7%,8.9%,Modoc,2021-03-21,2021-03-19,2021-03-21 16:30:20
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Mono,2021-03-21,2021-03-18,2021-03-21 16:30:24
0.2%,4.5%,1.1%,34.5%,11.5%,0.5%,28.3%,7%,12.3%,Monterey,2021-03-21,2021-03-20,2021-03-21 16:30:28
0.2%,4.3%,0.9%,17.5%,7.4%,0.4%,42.5%,6.2%,20.8%,Napa,2021-03-21,2021-03-20,2021-03-21 16:30:32
0.7%,0.6%,0.2%,5%,17.4%,0.1%,62.4%,6%,7.5%,Nevada,2021-03-21,2021-03-20,2021-03-21 16:30:36
0.1%,18.8%,0.9%,12.8%,16.3%,0.3%,31.8%,9.9%,9.2%,Orange,2021-03-21,2021-03-20,2021-03-21 16:30:40
0.4%,5.4%,0.9%,9.3%,13.1%,0.4%,46.9%,7.9%,15.7%,Placer,2021-03-21,2021-03-20,2021-03-21 16:30:43
0.8%,0.5%,0.3%,1.9%,6.4%,0%,74.5%,3.6%,12%,Plumas,2021-03-21,2021-03-20,2021-03-21 16:30:47
0.3%,5.7%,3.6%,23.5%,14.5%,0.3%,33.1%,12%,6.9%,Riverside,2021-03-21,2021-03-20,2021-03-21 16:30:50
0.4%,10.8%,4%,8.1%,9.8%,0.9%,31.3%,11.2%,23.5%,Sacramento,2021-03-21,2021-03-20,2021-03-21 16:30:54
0.2%,2.1%,0.6%,30%,4.9%,0.2%,23.1%,10.5%,28.3%,San Benito,2021-03-21,2021-03-20,2021-03-21 16:30:57
0.2%,9.1%,4.8%,27.1%,13.6%,0.4%,25.9%,11.7%,7.3%,San Bernardino,2021-03-21,2021-03-20,2021-03-21 16:31:01
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,San Diego,2021-03-21,2021-03-20,2021-03-21 16:31:04
0.2%,29.6%,3.1%,10.5%,7.9%,0.3%,26.9%,5.9%,15.6%,San Francisco,2021-03-21,2021-03-20,2021-03-21 16:31:08
0.3%,9.8%,3.2%,13.7%,2.4%,0.8%,23.2%,14.8%,31.8%,San Joaquin,2021-03-21,2021-03-20,2021-03-21 16:31:12
0.1%,1.1%,0.4%,5.9%,12.5%,0.1%,30%,15.3%,34.6%,San Luis Obispo,2021-03-21,2021-03-20,2021-03-21 16:31:15
0.2%,18.8%,1.2%,9.8%,14.7%,0.6%,29.6%,10%,15.3%,San Mateo,2021-03-21,2021-03-20,2021-03-21 16:31:19
0.3%,2.7%,0.8%,20.4%,18.9%,0.2%,35.3%,13.5%,8.1%,Santa Barbara,2021-03-21,2021-03-20,2021-03-21 16:31:22
0.1%,25.5%,1.4%,11.4%,13.4%,0.4%,25%,8.2%,14.5%,Santa Clara,2021-03-21,2021-03-20,2021-03-21 16:31:26
0.2%,2%,0.3%,19.5%,16.3%,0.1%,41.6%,9.8%,10.1%,Santa Cruz,2021-03-21,2021-03-20,2021-03-21 16:31:30
0.7%,1.2%,0.4%,3.2%,21.7%,0.1%,46%,12.6%,14.2%,Shasta,2021-03-21,2021-03-20,2021-03-21 16:31:33
0.6%,0.8%,0.1%,8.2%,9%,0%,74%,3.1%,4.2%,Sierra,2021-03-21,2021-03-18,2021-03-21 16:31:37
1.7%,0.8%,0.5%,5.3%,8.8%,0%,61.1%,4.3%,17.4%,Siskiyou,2021-03-21,2021-03-20,2021-03-21 16:31:41
0.3%,11.3%,6.8%,8.5%,7.5%,0.9%,28.4%,11.9%,24.4%,Solano,2021-03-21,2021-03-20,2021-03-21 16:31:44
0.5%,2%,0.7%,13.3%,12%,0.2%,45.3%,8.8%,17.2%,Sonoma,2021-03-21,2021-03-20,2021-03-21 16:31:48
0.4%,4.9%,1.5%,23.2%,0.9%,0.6%,35.5%,8.9%,24%,Stanislaus,2021-03-21,2021-03-20,2021-03-21 16:31:51
0.6%,13.4%,1%,16.5%,12.9%,0.3%,40%,7.3%,8.1%,Sutter,2021-03-21,2021-03-20,2021-03-21 16:31:55
1.1%,0.6%,0.2%,10.5%,9.1%,0.1%,50.1%,9.8%,18.4%,Tehama,2021-03-21,2021-03-20,2021-03-21 16:31:58
1.2%,0.9%,0.2%,2.3%,9.4%,0.3%,64%,3%,18.6%,Trinity,2021-03-21,2021-03-20,2021-03-21 16:32:02
0.2%,2.7%,0.7%,43.7%,6.6%,0.2%,30.6%,5.8%,9.7%,Tulare,2021-03-21,2021-03-20,2021-03-21 16:32:05
0.4%,1.3%,0.3%,4.3%,1.3%,0.4%,79.3%,6.3%,6.4%,Tuolumne,2021-03-21,2021-03-19,2021-03-21 16:32:09
0.2%,5.2%,0.9%,27.8%,17.6%,0.3%,33.8%,10.1%,4.2%,Ventura,2021-03-21,2021-03-20,2021-03-21 16:32:13
0.4%,6.4%,1%,12.8%,8.1%,0.3%,32.1%,9%,29.8%,Yolo,2021-03-21,2021-03-20,2021-03-21 16:32:16
1.2%,4.3%,2%,17.2%,10.2%,0.3%,50.1%,4.6%,10.2%,Yuba,2021-03-21,2021-03-20,2021-03-21 16:32:20
