American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Alameda,2021-03-28,2021-03-27,2021-03-29 10:23:46
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Alpine,2021-03-28,2021-03-25,2021-03-29 10:23:49
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Amador,2021-03-28,2021-03-27,2021-03-29 10:23:52
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Butte,2021-03-28,2021-03-27,2021-03-29 10:23:54
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Calaveras,2021-03-28,2021-03-27,2021-03-29 10:23:57
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Colusa,2021-03-28,2021-03-27,2021-03-29 10:24:00
0.2%,10.8%,4.4%,12.5%,10.8%,0.5%,34.0%,7.7%,19.0%,Contra Costa,2021-03-28,2021-03-27,2021-03-29 10:24:02
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Del Norte,2021-03-28,2021-03-27,2021-03-29 10:24:05
0.2%,2.8%,0.5%,5.4%,12.4%,0.3%,49.3%,7.9%,21.2%,El Dorado,2021-03-28,2021-03-27,2021-03-29 10:24:08
0.5%,6.9%,2.1%,31.5%,8.8%,0.2%,28.6%,7.8%,13.6%,Fresno,2021-03-28,2021-03-27,2021-03-29 10:24:10
2.0%,1.2%,0.2%,21.6%,7.9%,0.1%,42.5%,10.5%,13.9%,Glenn,2021-03-28,2021-03-27,2021-03-29 10:24:12
3.3%,1.3%,0.7%,6.3%,13.3%,0.2%,64.0%,3.1%,7.7%,Humboldt,2021-03-28,2021-03-27,2021-03-29 10:24:15
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Imperial,2021-03-28,2021-03-27,2021-03-29 10:24:18
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Inyo,2021-03-28,2021-03-27,2021-03-29 10:24:20
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Kern,2021-03-28,2021-03-27,2021-03-29 10:24:23
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Kings,2021-03-28,2021-03-27,2021-03-29 10:24:25
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Lake,2021-03-28,2021-03-27,2021-03-29 10:24:28
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Lassen,2021-03-28,2021-03-26,2021-03-29 10:24:30
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Los Angeles,2021-03-28,2021-03-27,2021-03-29 10:24:33
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Madera,2021-03-28,2021-03-27,2021-03-29 10:24:36
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Marin,2021-03-28,2021-03-27,2021-03-29 10:24:38
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Mariposa,2021-03-28,2021-03-27,2021-03-29 10:24:40
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Mendocino,2021-03-28,2021-03-27,2021-03-29 10:24:43
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Merced,2021-03-28,2021-03-27,2021-03-29 10:24:46
2.2%,1.5%,1.0%,7.5%,4.6%,0.1%,71.0%,1.9%,10.0%,Modoc,2021-03-28,2021-03-26,2021-03-29 10:24:49
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Mono,2021-03-28,2021-03-27,2021-03-29 10:24:51
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Monterey,2021-03-28,2021-03-27,2021-03-29 10:24:54
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Napa,2021-03-28,2021-03-27,2021-03-29 10:24:56
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Nevada,2021-03-28,2021-03-27,2021-03-29 10:24:59
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Orange,2021-03-28,2021-03-27,2021-03-29 10:25:02
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Placer,2021-03-28,2021-03-27,2021-03-29 10:25:05
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Plumas,2021-03-28,2021-03-27,2021-03-29 10:25:07
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Riverside,2021-03-28,2021-03-27,2021-03-29 10:25:10
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Sacramento,2021-03-28,2021-03-27,2021-03-29 10:25:13
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,San Benito,2021-03-28,2021-03-27,2021-03-29 10:25:15
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,San Bernardino,2021-03-28,2021-03-27,2021-03-29 10:25:17
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,San Diego,2021-03-28,2021-03-27,2021-03-29 10:25:20
