American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,10.8%,6.4%,8.8%,6.9%,0.9%,26.9%,11.2%,27.8%,Solano,2021-03-27,2021-03-26,2021-03-28 12:31:05
0.5%,2.0%,0.7%,13.6%,10.9%,0.2%,43.5%,8.5%,20.2%,Sonoma,2021-03-27,2021-03-26,2021-03-28 12:31:08
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Stanislaus,2021-03-27,2021-03-26,2021-03-28 12:31:10
0.7%,13.5%,1.0%,16.5%,12.4%,0.3%,39.2%,7.4%,9.1%,Sutter,2021-03-27,2021-03-26,2021-03-28 12:31:12
1.0%,0.6%,0.2%,10.7%,8.8%,0.1%,49.3%,9.9%,19.4%,Tehama,2021-03-27,2021-03-26,2021-03-28 12:31:15
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Trinity,2021-03-27,2021-03-26,2021-03-28 12:31:17
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Tulare,2021-03-27,2021-03-26,2021-03-28 12:31:20
0.5%,1.4%,0.3%,4.5%,1.1%,0.4%,79.1%,6.2%,6.4%,Tuolumne,2021-03-27,2021-03-26,2021-03-28 12:31:22
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Ventura,2021-03-27,2021-03-26,2021-03-28 12:31:25
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Yolo,2021-03-27,2021-03-26,2021-03-28 12:31:27
1.2%,4.2%,2.0%,17.1%,9.5%,0.3%,49.2%,4.7%,11.8%,Yuba,2021-03-27,2021-03-26,2021-03-28 12:31:30
