American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Alameda,2021-03-22,2021-03-21,2021-03-22 18:22:30
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Alpine,2021-03-22,2021-03-19,2021-03-22 18:22:33
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Amador,2021-03-22,2021-03-21,2021-03-22 18:22:37
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Butte,2021-03-22,2021-03-21,2021-03-22 18:22:40
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Calaveras,2021-03-22,2021-03-21,2021-03-22 18:22:45
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Colusa,2021-03-22,2021-03-20,2021-03-22 18:22:48
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Contra Costa,2021-03-22,2021-03-21,2021-03-22 18:22:52
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Del Norte,2021-03-22,2021-03-21,2021-03-22 18:22:55
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,El Dorado,2021-03-22,2021-03-21,2021-03-22 18:22:58
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Fresno,2021-03-22,2021-03-21,2021-03-22 18:23:02
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Glenn,2021-03-22,2021-03-20,2021-03-22 18:23:05
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Humboldt,2021-03-22,2021-03-21,2021-03-22 18:23:09
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Imperial,2021-03-22,2021-03-21,2021-03-22 18:23:13
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Inyo,2021-03-22,2021-03-21,2021-03-22 18:23:16
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Kern,2021-03-22,2021-03-21,2021-03-22 18:23:19
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Kings,2021-03-22,2021-03-21,2021-03-22 18:23:23
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Lake,2021-03-22,2021-03-21,2021-03-22 18:23:26
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Lassen,2021-03-22,2021-03-21,2021-03-22 18:23:30
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Los Angeles,2021-03-22,2021-03-21,2021-03-22 18:23:33
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Madera,2021-03-22,2021-03-21,2021-03-22 18:23:36
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Marin,2021-03-22,2021-03-21,2021-03-22 18:23:40
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Mariposa,2021-03-22,2021-03-21,2021-03-22 18:23:55
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Mendocino,2021-03-22,2021-03-21,2021-03-22 18:23:58
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Merced,2021-03-22,2021-03-21,2021-03-22 18:24:01
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Modoc,2021-03-22,2021-03-20,2021-03-22 18:24:05
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Mono,2021-03-22,2021-03-21,2021-03-22 18:24:08
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Monterey,2021-03-22,2021-03-21,2021-03-22 18:24:12
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Napa,2021-03-22,2021-03-21,2021-03-22 18:24:15
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Nevada,2021-03-22,2021-03-21,2021-03-22 18:24:18
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Orange,2021-03-22,2021-03-21,2021-03-22 18:24:22
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Placer,2021-03-22,2021-03-21,2021-03-22 18:24:25
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Plumas,2021-03-22,2021-03-20,2021-03-22 18:24:29
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Riverside,2021-03-22,2021-03-21,2021-03-22 18:24:32
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Sacramento,2021-03-22,2021-03-21,2021-03-22 18:24:36
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,San Benito,2021-03-22,2021-03-21,2021-03-22 18:24:39
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,San Bernardino,2021-03-22,2021-03-21,2021-03-22 18:24:42
0.4%,11.5%,2.4%,19.8%,1%,0.6%,45.5%,10.1%,8.7%,San Diego,2021-03-22,2021-03-21,2021-03-22 18:24:46
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,San Francisco,2021-03-22,2021-03-21,2021-03-22 18:24:50
0.3%,9.7%,3.2%,13.8%,2.3%,0.8%,22.9%,14.6%,32.3%,San Joaquin,2021-03-22,2021-03-21,2021-03-22 18:24:53
0.1%,1.1%,0.4%,6%,12.4%,0.1%,30%,15.2%,34.6%,San Luis Obispo,2021-03-22,2021-03-21,2021-03-22 18:24:57
0.2%,18.7%,1.2%,9.8%,14.5%,0.6%,29.4%,10%,15.8%,San Mateo,2021-03-22,2021-03-21,2021-03-22 18:25:00
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Santa Barbara,2021-03-22,2021-03-21,2021-03-22 18:25:03
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Santa Clara,2021-03-22,2021-03-21,2021-03-22 18:25:07
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Santa Cruz,2021-03-22,2021-03-21,2021-03-22 18:25:11
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Shasta,2021-03-22,2021-03-21,2021-03-22 18:25:14
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Sierra,2021-03-22,2021-03-18,2021-03-22 18:25:18
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Siskiyou,2021-03-22,2021-03-21,2021-03-22 18:25:21
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Solano,2021-03-22,2021-03-21,2021-03-22 18:25:24
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Sonoma,2021-03-22,2021-03-21,2021-03-22 18:25:28
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Stanislaus,2021-03-22,2021-03-21,2021-03-22 18:25:31
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Sutter,2021-03-22,2021-03-21,2021-03-22 18:25:35
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Tehama,2021-03-22,2021-03-21,2021-03-22 18:25:38
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Trinity,2021-03-22,2021-03-21,2021-03-22 18:25:42
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Tulare,2021-03-22,2021-03-21,2021-03-22 18:25:44
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Tuolumne,2021-03-22,2021-03-21,2021-03-22 18:25:47
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Ventura,2021-03-22,2021-03-21,2021-03-22 18:25:51
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Yolo,2021-03-22,2021-03-21,2021-03-22 18:25:54
0.3%,11.9%,3%,19%,12.1%,0.4%,30.5%,10.8%,12%,Yuba,2021-03-22,2021-03-21,2021-03-22 18:25:58
