0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,36.0%,28.5%,35.0%,Solano,2021-04-10,2021-04-09,2021-04-11 14:21:17
0.7%,34.9%,27.1%,37.3%,Sonoma,2021-04-10,2021-04-09,2021-04-11 14:21:20
1.1%,38.2%,27.2%,33.5%,Stanislaus,2021-04-10,2021-04-09,2021-04-11 14:21:22
0.4%,34.9%,27.7%,37.1%,Sutter,2021-04-10,2021-04-09,2021-04-11 14:21:24
0.4%,25.4%,27.7%,46.5%,Tehama,2021-04-10,2021-04-09,2021-04-11 14:21:27
0.1%,20.5%,25.1%,54.3%,Trinity,2021-04-10,2021-04-09,2021-04-11 14:21:29
0.9%,43.2%,27.1%,28.9%,Tulare,2021-04-10,2021-04-09,2021-04-11 14:21:32
0.5%,21.1%,26.4%,52.1%,Tuolumne,2021-04-10,2021-04-09,2021-04-11 14:21:34
0.7%,36.5%,28.8%,34.0%,Ventura,2021-04-10,2021-04-09,2021-04-11 14:21:37
0.8%,46.0%,24.6%,28.5%,Yolo,2021-04-10,2021-04-09,2021-04-11 14:21:39
0.3%,33.4%,28.6%,37.8%,Yuba,2021-04-10,2021-04-09,2021-04-11 14:21:41
