0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.7%,23.0%,34.9%,Alameda,2021-03-29,2021-03-28,2021-03-29 18:28:05
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-29,2021-03-25,2021-03-29 18:28:08
0.1%,17.8%,23.5%,58.6%,Amador,2021-03-29,2021-03-28,2021-03-29 18:28:10
0.2%,31.5%,23.9%,44.4%,Butte,2021-03-29,2021-03-28,2021-03-29 18:28:13
0.3%,15.7%,22.0%,62.0%,Calaveras,2021-03-29,2021-03-28,2021-03-29 18:28:15
0.1%,35.2%,24.2%,40.5%,Colusa,2021-03-29,2021-03-28,2021-03-29 18:28:18
0.5%,33.9%,26.3%,39.2%,Contra Costa,2021-03-29,2021-03-28,2021-03-29 18:28:20
0.1%,24.2%,25.2%,50.5%,Del Norte,2021-03-29,2021-03-28,2021-03-29 18:28:23
0.4%,24.2%,25.0%,50.4%,El Dorado,2021-03-29,2021-03-28,2021-03-29 18:28:26
0.4%,37.8%,23.7%,38.1%,Fresno,2021-03-29,2021-03-28,2021-03-29 18:28:28
0.2%,30.3%,24.9%,44.5%,Glenn,2021-03-29,2021-03-28,2021-03-29 18:28:31
0.1%,33.8%,19.8%,46.4%,Humboldt,2021-03-29,2021-03-28,2021-03-29 18:28:33
0.2%,39.0%,23.3%,37.6%,Imperial,2021-03-29,2021-03-28,2021-03-29 18:28:36
0.3%,27.6%,21.6%,50.5%,Inyo,2021-03-29,2021-03-28,2021-03-29 18:28:39
0.6%,39.2%,25.0%,35.2%,Kern,2021-03-29,2021-03-28,2021-03-29 18:28:41
0.4%,42.3%,27.7%,29.7%,Kings,2021-03-29,2021-03-28,2021-03-29 18:28:44
0.4%,37.8%,23.7%,38.1%,Lake,2021-03-29,2021-03-28,2021-03-29 18:28:46
0.4%,37.8%,23.7%,38.1%,Lassen,2021-03-29,2021-03-28,2021-03-29 18:28:49
0.4%,41.2%,24.1%,34.3%,Los Angeles,2021-03-29,2021-03-28,2021-03-29 18:28:51
0.3%,34.1%,25.2%,40.5%,Madera,2021-03-29,2021-03-28,2021-03-29 18:28:54
0.4%,37.8%,23.7%,38.1%,Marin,2021-03-29,2021-03-28,2021-03-29 18:28:57
0.1%,18.3%,22.9%,58.6%,Mariposa,2021-03-29,2021-03-27,2021-03-29 18:28:59
0.6%,33.4%,24.3%,41.6%,Mendocino,2021-03-29,2021-03-28,2021-03-29 18:29:02
0.4%,37.8%,23.7%,38.1%,Merced,2021-03-29,2021-03-28,2021-03-29 18:29:05
0.1%,19.1%,25.4%,55.4%,Modoc,2021-03-29,2021-03-26,2021-03-29 18:29:07
1.4%,45.3%,28.4%,24.8%,Mono,2021-03-29,2021-03-27,2021-03-29 18:29:10
0.3%,40.6%,23.0%,36.1%,Monterey,2021-03-29,2021-03-28,2021-03-29 18:29:12
0.4%,37.8%,23.7%,38.1%,Napa,2021-03-29,2021-03-28,2021-03-29 18:29:15
0.4%,22.1%,20.8%,56.7%,Nevada,2021-03-29,2021-03-28,2021-03-29 18:29:18
0.4%,37.8%,23.7%,38.1%,Orange,2021-03-29,2021-03-28,2021-03-29 18:29:20
0.5%,28.4%,22.4%,48.7%,Placer,2021-03-29,2021-03-28,2021-03-29 18:29:23
0.1%,20.0%,20.0%,59.8%,Plumas,2021-03-29,2021-03-27,2021-03-29 18:29:25
0.3%,32.1%,24.1%,43.5%,Riverside,2021-03-29,2021-03-28,2021-03-29 18:29:28
