0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,39.9%,21.4%,38.3%,Alameda,2021-03-22,2021-03-21,2021-03-23 08:24:46
0.2%,33%,33.4%,33.4%,Alpine,2021-03-22,2021-03-19,2021-03-23 08:24:50
0.1%,17.1%,19.4%,63.4%,Amador,2021-03-22,2021-03-21,2021-03-23 08:24:53
0.2%,31.2%,20.3%,48.3%,Butte,2021-03-22,2021-03-21,2021-03-23 08:25:00
0.2%,14.8%,20.1%,64.9%,Calaveras,2021-03-22,2021-03-21,2021-03-23 08:25:10
0.1%,34%,22.8%,43.1%,Colusa,2021-03-22,2021-03-20,2021-03-23 08:25:13
0.4%,32.6%,23%,44%,Contra Costa,2021-03-22,2021-03-21,2021-03-23 08:25:17
0.1%,23.6%,23.3%,53.1%,Del Norte,2021-03-22,2021-03-21,2021-03-23 08:25:21
0.3%,22.6%,22.5%,54.6%,El Dorado,2021-03-22,2021-03-21,2021-03-23 08:25:24
0.3%,38.9%,24.3%,36.5%,Fresno,2021-03-22,2021-03-21,2021-03-23 08:25:28
0.3%,35.6%,21.9%,42.2%,Glenn,2021-03-22,2021-03-21,2021-03-23 08:25:31
0.1%,32%,18.7%,49.2%,Humboldt,2021-03-22,2021-03-21,2021-03-23 08:25:34
0.1%,37.1%,20.8%,42%,Imperial,2021-03-22,2021-03-21,2021-03-23 08:25:38
0.1%,25.9%,19%,54.9%,Inyo,2021-03-22,2021-03-20,2021-03-23 08:25:41
0.3%,37.2%,23.6%,39%,Kern,2021-03-22,2021-03-21,2021-03-23 08:25:45
0.3%,40.3%,26.8%,32.7%,Kings,2021-03-22,2021-03-21,2021-03-23 08:25:48
0.2%,23.6%,22%,54.2%,Lake,2021-03-22,2021-03-21,2021-03-23 08:25:52
0%,20.7%,22%,57.2%,Lassen,2021-03-22,2021-03-21,2021-03-23 08:25:56
0.3%,38.9%,22.4%,38.5%,Los Angeles,2021-03-22,2021-03-21,2021-03-23 08:25:59
0.3%,32.5%,24.1%,43.1%,Madera,2021-03-22,2021-03-21,2021-03-23 08:26:03
0.7%,28.2%,23.4%,47.7%,Marin,2021-03-22,2021-03-21,2021-03-23 08:26:06
0.1%,18%,19.2%,62.7%,Mariposa,2021-03-22,2021-03-21,2021-03-23 08:26:10
0.5%,32.9%,23.6%,42.9%,Mendocino,2021-03-22,2021-03-21,2021-03-23 08:26:13
0.3%,36%,24.3%,39.4%,Merced,2021-03-22,2021-03-21,2021-03-23 08:26:17
0.1%,18.5%,25.1%,56.3%,Modoc,2021-03-22,2021-03-20,2021-03-23 08:26:20
1.2%,43.8%,28.7%,26.3%,Mono,2021-03-22,2021-03-21,2021-03-23 08:26:24
0.2%,37.6%,21.1%,41.1%,Monterey,2021-03-22,2021-03-21,2021-03-23 08:26:27
0.3%,34.6%,22.1%,43.1%,Napa,2021-03-22,2021-03-21,2021-03-23 08:26:31
0.3%,20.3%,17.8%,61.6%,Nevada,2021-03-22,2021-03-21,2021-03-23 08:26:35
0.2%,34%,21.4%,44.3%,Orange,2021-03-22,2021-03-21,2021-03-23 08:26:38
0.4%,27.2%,20.5%,52%,Placer,2021-03-22,2021-03-21,2021-03-23 08:26:41
0.1%,19%,17.5%,63.4%,Plumas,2021-03-22,2021-03-20,2021-03-23 08:26:45
0.2%,30.1%,21.8%,47.9%,Riverside,2021-03-22,2021-03-21,2021-03-23 08:26:49
0.3%,35.6%,22.7%,41.3%,Sacramento,2021-03-22,2021-03-21,2021-03-23 08:26:52
0.1%,36.7%,22.6%,40.6%,San Benito,2021-03-22,2021-03-21,2021-03-23 08:26:55
0.2%,35.7%,23.1%,41%,San Bernardino,2021-03-22,2021-03-21,2021-03-23 08:26:59
0.3%,34.3%,19.6%,45.8%,San Diego,2021-03-22,2021-03-21,2021-03-23 08:27:02
0.2%,43%,21.4%,35.4%,San Francisco,2021-03-22,2021-03-21,2021-03-23 08:27:06
0.4%,34%,24.2%,41.4%,San Joaquin,2021-03-22,2021-03-21,2021-03-23 08:27:09
0.1%,24.3%,16.1%,59.4%,San Luis Obispo,2021-03-22,2021-03-21,2021-03-23 08:27:12
