0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,40.3%,22.1%,37.2%,Alameda,2021-03-24,2021-03-23,2021-03-25 04:33:39
0.3%,36.2%,22.5%,41.0%,Alpine,2021-03-24,2021-03-22,2021-03-25 04:33:42
0.3%,36.2%,22.5%,41.0%,Amador,2021-03-24,2021-03-23,2021-03-25 04:33:44
0.2%,31.2%,22.0%,46.6%,Butte,2021-03-24,2021-03-23,2021-03-25 04:33:47
0.3%,36.2%,22.5%,41.0%,Calaveras,2021-03-24,2021-03-23,2021-03-25 04:33:50
0.1%,34.6%,22.9%,42.4%,Colusa,2021-03-24,2021-03-23,2021-03-25 04:33:52
0.4%,33.1%,23.8%,42.6%,Contra Costa,2021-03-24,2021-03-23,2021-03-25 04:33:55
0.1%,23.8%,23.5%,52.6%,Del Norte,2021-03-24,2021-03-23,2021-03-25 04:33:57
0.3%,23.1%,23.4%,53.2%,El Dorado,2021-03-24,2021-03-23,2021-03-25 04:34:00
0.3%,39.1%,24.5%,36.1%,Fresno,2021-03-24,2021-03-23,2021-03-25 04:34:03
0.3%,36.2%,22.5%,41.0%,Glenn,2021-03-24,2021-03-23,2021-03-25 04:34:05
0.1%,32.3%,18.7%,48.9%,Humboldt,2021-03-24,2021-03-23,2021-03-25 04:34:08
0.1%,37.4%,21.5%,41.0%,Imperial,2021-03-24,2021-03-23,2021-03-25 04:34:11
0.1%,26.1%,19.4%,54.4%,Inyo,2021-03-24,2021-03-23,2021-03-25 04:34:14
0.3%,37.5%,24.0%,38.1%,Kern,2021-03-24,2021-03-23,2021-03-25 04:34:16
0.3%,41.2%,27.2%,31.3%,Kings,2021-03-24,2021-03-23,2021-03-25 04:34:19
0.2%,23.8%,23.0%,53.0%,Lake,2021-03-24,2021-03-23,2021-03-25 04:34:22
0.0%,22.0%,24.0%,53.9%,Lassen,2021-03-24,2021-03-23,2021-03-25 04:34:24
