American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Alameda,2021-03-23,2021-03-22,2021-03-23 22:20:10
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Alpine,2021-03-23,2021-03-22,2021-03-23 22:20:14
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Amador,2021-03-23,2021-03-22,2021-03-23 22:20:18
1.1%,2.1%,0.7%,7.4%,16.6%,0.1%,56.8%,8%,7.2%,Butte,2021-03-23,2021-03-22,2021-03-23 22:20:22
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Calaveras,2021-03-23,2021-03-22,2021-03-23 22:20:25
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Colusa,2021-03-23,2021-03-22,2021-03-23 22:20:29
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Contra Costa,2021-03-23,2021-03-22,2021-03-23 22:20:33
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Del Norte,2021-03-23,2021-03-22,2021-03-23 22:20:37
0.3%,2.8%,0.5%,5.2%,13.5%,0.3%,50.5%,8%,19.1%,El Dorado,2021-03-23,2021-03-22,2021-03-23 22:20:41
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Fresno,2021-03-23,2021-03-22,2021-03-23 22:20:45
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Glenn,2021-03-23,2021-03-22,2021-03-23 22:20:48
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Humboldt,2021-03-23,2021-03-22,2021-03-23 22:20:53
0.3%,11.9%,3%,19.1%,11.9%,0.4%,30.4%,10.8%,12.3%,Imperial,2021-03-23,2021-03-22,2021-03-23 22:20:56
