0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.9%,24.6%,32.0%,Alameda,2021-04-03,2021-04-02,2021-04-04 12:29:27
0.1%,34.3%,34.3%,31.3%,Alpine,2021-04-03,2021-04-01,2021-04-04 12:29:30
0.1%,18.1%,24.2%,57.6%,Amador,2021-04-03,2021-04-02,2021-04-04 12:29:32
0.5%,33.4%,24.6%,41.5%,Butte,2021-04-03,2021-04-02,2021-04-04 12:29:35
0.3%,16.6%,23.3%,59.7%,Calaveras,2021-04-03,2021-04-02,2021-04-04 12:29:37
0.2%,36.8%,25.6%,37.4%,Colusa,2021-04-03,2021-04-02,2021-04-04 12:29:40
0.7%,35.0%,29.2%,35.1%,Contra Costa,2021-04-03,2021-04-02,2021-04-04 12:29:42
0.1%,25.1%,26.4%,48.4%,Del Norte,2021-04-03,2021-04-02,2021-04-04 12:29:45
0.5%,24.7%,26.5%,48.3%,El Dorado,2021-04-03,2021-04-02,2021-04-04 12:29:48
0.6%,41.2%,25.8%,32.4%,Fresno,2021-04-03,2021-04-02,2021-04-04 12:29:50
0.3%,31.2%,26.1%,42.5%,Glenn,2021-04-03,2021-04-02,2021-04-04 12:29:53
0.2%,35.7%,21.7%,42.4%,Humboldt,2021-04-03,2021-04-02,2021-04-04 12:29:55
0.3%,40.6%,24.5%,34.6%,Imperial,2021-04-03,2021-04-02,2021-04-04 12:29:58
0.3%,27.9%,24.0%,47.8%,Inyo,2021-04-03,2021-04-02,2021-04-04 12:30:00
0.7%,40.2%,26.1%,32.9%,Kern,2021-04-03,2021-04-02,2021-04-04 12:30:03
0.5%,43.2%,28.2%,28.1%,Kings,2021-04-03,2021-04-02,2021-04-04 12:30:05
0.2%,24.5%,25.7%,49.6%,Lake,2021-04-03,2021-04-02,2021-04-04 12:30:08
0.1%,23.1%,26.4%,50.4%,Lassen,2021-04-03,2021-04-02,2021-04-04 12:30:10
0.5%,42.1%,25.8%,31.6%,Los Angeles,2021-04-03,2021-04-02,2021-04-04 12:30:13
0.4%,35.0%,25.8%,38.8%,Madera,2021-04-03,2021-04-02,2021-04-04 12:30:16
1.1%,32.0%,26.8%,40.1%,Marin,2021-04-03,2021-04-02,2021-04-04 12:30:18
0.2%,19.3%,25.4%,55.1%,Mariposa,2021-04-03,2021-04-02,2021-04-04 12:30:21
0.6%,31.9%,24.2%,43.2%,Mendocino,2021-04-03,2021-04-02,2021-04-04 12:30:23
0.5%,40.0%,25.8%,33.7%,Merced,2021-04-03,2021-04-02,2021-04-04 12:30:26
0.1%,19.8%,26.2%,53.9%,Modoc,2021-04-03,2021-04-01,2021-04-04 12:30:28
1.5%,45.4%,28.5%,24.7%,Mono,2021-04-03,2021-04-01,2021-04-04 12:30:31
0.4%,41.6%,24.7%,33.2%,Monterey,2021-04-03,2021-04-02,2021-04-04 12:30:33
0.4%,37.0%,24.3%,38.3%,Napa,2021-04-03,2021-04-02,2021-04-04 12:30:36
