0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,40.1%,21.7%,37.9%,Alameda,2021-03-23,2021-03-22,2021-03-23 22:20:10
0.2%,33.6%,33.6%,32.6%,Alpine,2021-03-23,2021-03-22,2021-03-23 22:20:14
0.3%,35.9%,22.2%,41.6%,Amador,2021-03-23,2021-03-22,2021-03-23 22:20:18
0.2%,31.3%,21.1%,47.4%,Butte,2021-03-23,2021-03-22,2021-03-23 22:20:22
0.2%,14.8%,20.2%,64.8%,Calaveras,2021-03-23,2021-03-22,2021-03-23 22:20:26
0.1%,34.7%,22.6%,42.6%,Colusa,2021-03-23,2021-03-22,2021-03-23 22:20:29
0.4%,32.8%,23.4%,43.4%,Contra Costa,2021-03-23,2021-03-22,2021-03-23 22:20:33
0.3%,35.9%,22.2%,41.6%,Del Norte,2021-03-23,2021-03-22,2021-03-23 22:20:37
0.3%,22.9%,23%,53.7%,El Dorado,2021-03-23,2021-03-22,2021-03-23 22:20:41
0.3%,39.1%,24.4%,36.1%,Fresno,2021-03-23,2021-03-22,2021-03-23 22:20:45
0.1%,27%,22.2%,50.8%,Glenn,2021-03-23,2021-03-22,2021-03-23 22:20:49
0.3%,35.9%,22.2%,41.6%,Humboldt,2021-03-23,2021-03-22,2021-03-23 22:20:53
0.1%,37.2%,21.1%,41.6%,Imperial,2021-03-23,2021-03-22,2021-03-23 22:20:56
0.1%,26%,19.1%,54.8%,Inyo,2021-03-23,2021-03-22,2021-03-23 22:21:00
0.3%,37.4%,23.8%,38.5%,Kern,2021-03-23,2021-03-22,2021-03-23 22:21:04
0.3%,40.6%,26.9%,32.3%,Kings,2021-03-23,2021-03-22,2021-03-23 22:21:08
0.2%,23.7%,22.4%,53.7%,Lake,2021-03-23,2021-03-22,2021-03-23 22:21:12
0.3%,35.9%,22.2%,41.6%,Lassen,2021-03-23,2021-03-22,2021-03-23 22:21:15
0.3%,39.4%,22.7%,37.6%,Los Angeles,2021-03-23,2021-03-22,2021-03-23 22:21:19
0.3%,32.7%,24.5%,42.5%,Madera,2021-03-23,2021-03-22,2021-03-23 22:21:23
0.8%,28.6%,23.7%,46.9%,Marin,2021-03-23,2021-03-22,2021-03-23 22:21:27
0.1%,18%,19.4%,62.4%,Mariposa,2021-03-23,2021-03-22,2021-03-23 22:21:30
0.3%,35.9%,22.2%,41.6%,Mendocino,2021-03-23,2021-03-22,2021-03-23 22:21:34
0.3%,36.3%,24.4%,39%,Merced,2021-03-23,2021-03-22,2021-03-23 22:21:38
0.3%,35.9%,22.2%,41.6%,Modoc,2021-03-23,2021-03-20,2021-03-23 22:21:42
1.2%,43.8%,28.7%,26.3%,Mono,2021-03-23,2021-03-22,2021-03-23 22:21:46
0.2%,37.9%,21.6%,40.3%,Monterey,2021-03-23,2021-03-22,2021-03-23 22:21:49
0.3%,35.9%,22.2%,41.6%,Napa,2021-03-23,2021-03-22,2021-03-23 22:21:53
0.3%,20.4%,18.2%,61.1%,Nevada,2021-03-23,2021-03-22,2021-03-23 22:21:57
0.3%,34.4%,21.8%,43.5%,Orange,2021-03-23,2021-03-22,2021-03-23 22:22:00
0.4%,27.4%,20.8%,51.4%,Placer,2021-03-23,2021-03-22,2021-03-23 22:22:04
0.1%,19.1%,18.4%,62.4%,Plumas,2021-03-23,2021-03-22,2021-03-23 22:22:08
0.2%,30.4%,22.2%,47.1%,Riverside,2021-03-23,2021-03-22,2021-03-23 22:22:11
0.3%,35.9%,22.2%,41.6%,Sacramento,2021-03-23,2021-03-22,2021-03-23 22:22:15
0.1%,36.8%,23.1%,40%,San Benito,2021-03-23,2021-03-22,2021-03-23 22:22:19
0.3%,35.9%,23.3%,40.6%,San Bernardino,2021-03-23,2021-03-22,2021-03-23 22:22:23
0.3%,34.6%,19.8%,45.3%,San Diego,2021-03-23,2021-03-22,2021-03-23 22:22:27
0.3%,43.2%,21.6%,34.9%,San Francisco,2021-03-23,2021-03-22,2021-03-23 22:22:31
0.3%,35.9%,22.2%,41.6%,San Joaquin,2021-03-23,2021-03-22,2021-03-23 22:22:34
0.1%,24.8%,16.5%,58.6%,San Luis Obispo,2021-03-23,2021-03-22,2021-03-23 22:22:38
0.4%,36.6%,22.1%,40.9%,San Mateo,2021-03-23,2021-03-22,2021-03-23 22:22:42
0.2%,32%,18.2%,49.6%,Santa Barbara,2021-03-23,2021-03-22,2021-03-23 22:22:46
