American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Alameda,2021-04-07,2021-04-06,2021-04-08 04:27:50
1.7%,0.7%,0.3%,0.9%,0.3%,0.000%,18.7%,0.8%,76.7%,Alpine,2021-04-07,2021-04-06,2021-04-08 04:27:53
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Amador,2021-04-07,2021-04-06,2021-04-08 04:27:56
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Butte,2021-04-07,2021-04-06,2021-04-08 04:27:58
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Calaveras,2021-04-07,2021-04-06,2021-04-08 04:28:01
0.9%,0.7%,0.5%,33.4%,6.9%,0.1%,30.8%,6.0%,20.7%,Colusa,2021-04-07,2021-04-06,2021-04-08 04:28:04
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Contra Costa,2021-04-07,2021-04-06,2021-04-08 04:28:07
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Del Norte,2021-04-07,2021-04-06,2021-04-08 04:28:09
0.3%,3.9%,0.6%,6.7%,14.7%,0.3%,61.7%,7.2%,4.6%,El Dorado,2021-04-07,2021-04-06,2021-04-08 04:28:12
0.5%,8.3%,2.3%,36.3%,11.0%,0.2%,28.7%,7.9%,4.8%,Fresno,2021-04-07,2021-04-06,2021-04-08 04:28:15
1.8%,1.5%,0.2%,27.7%,9.9%,0.1%,43.1%,10.8%,4.9%,Glenn,2021-04-07,2021-04-06,2021-04-08 04:28:18
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Humboldt,2021-04-07,2021-04-06,2021-04-08 04:28:21
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Imperial,2021-04-07,2021-04-06,2021-04-08 04:28:23
1.0%,1.1%,0.2%,11.0%,22.2%,0.2%,55.6%,3.2%,5.5%,Inyo,2021-04-07,2021-04-06,2021-04-08 04:28:26
0.3%,4.4%,2.5%,35.6%,12.7%,0.2%,29.2%,9.2%,5.8%,Kern,2021-04-07,2021-04-06,2021-04-08 04:28:29
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Kings,2021-04-07,2021-04-06,2021-04-08 04:28:31
1.8%,1.3%,1.3%,16.9%,16.2%,0.2%,57.6%,2.5%,2.3%,Lake,2021-04-07,2021-04-06,2021-04-08 04:28:34
1.0%,1.6%,0.8%,8.9%,8.1%,0.3%,63.3%,3.2%,12.7%,Lassen,2021-04-07,2021-04-06,2021-04-08 04:28:37
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Los Angeles,2021-04-07,2021-04-06,2021-04-08 04:28:39
0.9%,2.1%,1.6%,37.6%,8.0%,0.1%,34.9%,9.6%,5.2%,Madera,2021-04-07,2021-04-06,2021-04-08 04:28:42
0.1%,4.9%,1.1%,11.6%,13.2%,0.2%,59.0%,6.9%,3.0%,Marin,2021-04-07,2021-04-06,2021-04-08 04:28:45
1.7%,1.0%,0.4%,7.9%,3.3%,0.1%,65.1%,4.5%,15.9%,Mariposa,2021-04-07,2021-04-06,2021-04-08 04:28:48
0.8%,1.4%,0.3%,16.4%,16.7%,0.2%,51.3%,5.4%,7.4%,Mendocino,2021-04-07,2021-04-06,2021-04-08 04:28:51
0.4%,6.1%,1.7%,35.0%,0.7%,0.3%,25.0%,8.4%,22.6%,Merced,2021-04-07,2021-04-06,2021-04-08 04:28:53
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.9%,1.7%,5.4%,Modoc,2021-04-07,2021-04-06,2021-04-08 04:28:56
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Mono,2021-04-07,2021-04-06,2021-04-08 04:28:59
0.2%,4.4%,1.1%,45.2%,11.2%,0.5%,27.3%,5.0%,5.1%,Monterey,2021-04-07,2021-04-06,2021-04-08 04:29:01
0.2%,5.4%,1.1%,21.2%,8.4%,0.4%,48.1%,7.7%,7.4%,Napa,2021-04-07,2021-04-06,2021-04-08 04:29:04
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Nevada,2021-04-07,2021-04-06,2021-04-08 04:29:07
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Orange,2021-04-07,2021-04-06,2021-04-08 04:29:10
0.5%,6.8%,1.2%,8.7%,14.6%,0.4%,55.5%,8.0%,4.4%,Placer,2021-04-07,2021-04-06,2021-04-08 04:29:12
0.9%,0.7%,0.4%,2.8%,6.8%,0.1%,75.4%,3.6%,9.3%,Plumas,2021-04-07,2021-04-06,2021-04-08 04:29:15
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Riverside,2021-04-07,2021-04-06,2021-04-08 04:29:17
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Sacramento,2021-04-07,2021-04-06,2021-04-08 04:29:20
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Benito,2021-04-07,2021-04-06,2021-04-08 04:29:23
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Bernardino,2021-04-07,2021-04-06,2021-04-08 04:29:25
0.4%,12.3%,2.5%,21.3%,0.6%,0.6%,45.4%,8.9%,8.0%,San Diego,2021-04-07,2021-04-06,2021-04-08 04:29:28
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Francisco,2021-04-07,2021-04-06,2021-04-08 04:29:31
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Joaquin,2021-04-07,2021-04-06,2021-04-08 04:29:34
0.2%,1.7%,0.5%,10.0%,14.3%,0.2%,39.6%,11.0%,22.6%,San Luis Obispo,2021-04-07,2021-04-06,2021-04-08 04:29:36
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Mateo,2021-04-07,2021-04-06,2021-04-08 04:29:39
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Santa Barbara,2021-04-07,2021-04-06,2021-04-08 04:29:42
