0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.6%,43.1%,25.1%,31.3%,Alameda,2021-04-04,2021-04-03,2021-04-05 01:01:20
0.1%,34.3%,34.3%,31.3%,Alpine,2021-04-04,2021-04-01,2021-04-05 01:01:22
0.1%,18.2%,24.2%,57.5%,Amador,2021-04-04,2021-04-03,2021-04-05 01:01:25
0.5%,33.5%,24.6%,41.3%,Butte,2021-04-04,2021-04-03,2021-04-05 01:01:27
0.3%,16.6%,23.5%,59.5%,Calaveras,2021-04-04,2021-04-03,2021-04-05 01:01:30
0.2%,36.9%,25.7%,37.2%,Colusa,2021-04-04,2021-04-03,2021-04-05 01:01:32
0.5%,39.1%,25.6%,34.8%,Contra Costa,2021-04-04,2021-04-03,2021-04-05 01:01:35
0.1%,25.2%,26.4%,48.3%,Del Norte,2021-04-04,2021-04-03,2021-04-05 01:01:37
0.5%,24.8%,26.8%,48.0%,El Dorado,2021-04-04,2021-04-03,2021-04-05 01:01:40
0.6%,41.3%,26.0%,32.1%,Fresno,2021-04-04,2021-04-03,2021-04-05 01:01:42
0.3%,31.3%,26.4%,42.0%,Glenn,2021-04-04,2021-04-02,2021-04-05 01:01:45
0.2%,35.9%,21.8%,42.0%,Humboldt,2021-04-04,2021-04-03,2021-04-05 01:01:48
0.3%,40.7%,24.7%,34.3%,Imperial,2021-04-04,2021-04-03,2021-04-05 01:01:50
0.3%,27.9%,24.2%,47.5%,Inyo,2021-04-04,2021-04-03,2021-04-05 01:01:53
0.8%,40.4%,26.3%,32.5%,Kern,2021-04-04,2021-04-03,2021-04-05 01:01:55
0.5%,39.1%,25.6%,34.8%,Kings,2021-04-04,2021-04-03,2021-04-05 01:01:58
0.2%,24.5%,25.8%,49.5%,Lake,2021-04-04,2021-04-03,2021-04-05 01:02:00
0.1%,23.1%,26.5%,50.3%,Lassen,2021-04-04,2021-04-03,2021-04-05 01:02:03
0.5%,39.1%,25.6%,34.8%,Los Angeles,2021-04-04,2021-04-03,2021-04-05 01:02:05
0.4%,35.1%,26.0%,38.4%,Madera,2021-04-04,2021-04-03,2021-04-05 01:02:08
1.1%,32.1%,27.1%,39.7%,Marin,2021-04-04,2021-04-03,2021-04-05 01:02:10
0.2%,19.3%,25.4%,55.1%,Mariposa,2021-04-04,2021-04-02,2021-04-05 01:02:13
0.6%,32.0%,24.3%,43.1%,Mendocino,2021-04-04,2021-04-03,2021-04-05 01:02:15
0.5%,40.1%,25.8%,33.5%,Merced,2021-04-04,2021-04-03,2021-04-05 01:02:18
0.1%,19.8%,26.2%,53.9%,Modoc,2021-04-04,2021-04-01,2021-04-05 01:02:21
1.5%,45.4%,28.5%,24.6%,Mono,2021-04-04,2021-04-03,2021-04-05 01:02:23
0.4%,41.7%,25.0%,32.9%,Monterey,2021-04-04,2021-04-03,2021-04-05 01:02:26
0.4%,37.1%,24.5%,38.0%,Napa,2021-04-04,2021-04-03,2021-04-05 01:02:28
0.5%,22.9%,23.4%,53.2%,Nevada,2021-04-04,2021-04-03,2021-04-05 01:02:30
0.6%,38.9%,25.6%,35.0%,Orange,2021-04-04,2021-04-03,2021-04-05 01:02:33
0.6%,29.0%,24.1%,46.3%,Placer,2021-04-04,2021-04-03,2021-04-05 01:02:35
