Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
55.5%,44.2%,0.3%,Alameda,2021-04-07,2021-04-06,2021-04-07 20:21:33
47.3%,52.5%,0.3%,Alpine,2021-04-07,2021-04-06,2021-04-07 20:21:35
55.4%,44.4%,0.2%,Amador,2021-04-07,2021-04-06,2021-04-07 20:21:38
55.6%,44.3%,0.1%,Butte,2021-04-07,2021-04-06,2021-04-07 20:21:40
54.3%,45.0%,0.7%,Calaveras,2021-04-07,2021-04-06,2021-04-07 20:21:43
50.5%,48.9%,0.6%,Colusa,2021-04-07,2021-04-06,2021-04-07 20:21:45
55.6%,44.3%,0.1%,Contra Costa,2021-04-07,2021-04-06,2021-04-07 20:21:48
53.8%,46.1%,0.1%,Del Norte,2021-04-07,2021-04-06,2021-04-07 20:21:50
54.9%,45.0%,0.1%,El Dorado,2021-04-07,2021-04-06,2021-04-07 20:21:53
55.1%,44.8%,0.1%,Fresno,2021-04-07,2021-04-06,2021-04-07 20:21:55
54.4%,45.6%,0.1%,Glenn,2021-04-07,2021-04-06,2021-04-07 20:21:58
56.1%,43.7%,0.2%,Humboldt,2021-04-07,2021-04-06,2021-04-07 20:22:00
53.0%,46.9%,0.03%,Imperial,2021-04-07,2021-04-06,2021-04-07 20:22:03
52.4%,47.5%,0.1%,Inyo,2021-04-07,2021-04-06,2021-04-07 20:22:05
54.5%,44.9%,0.6%,Kern,2021-04-07,2021-04-06,2021-04-07 20:22:07
54.2%,45.5%,0.3%,Kings,2021-04-07,2021-04-06,2021-04-07 20:22:10
53.8%,46.1%,0.1%,Lake,2021-04-07,2021-04-06,2021-04-07 20:22:12
52.3%,47.5%,0.2%,Lassen,2021-04-07,2021-04-06,2021-04-07 20:22:15
55.0%,44.8%,0.2%,Los Angeles,2021-04-07,2021-04-06,2021-04-07 20:22:17
54.5%,45.5%,0.1%,Madera,2021-04-07,2021-04-06,2021-04-07 20:22:20
55.5%,44.4%,0.1%,Marin,2021-04-07,2021-04-06,2021-04-07 20:22:22
53.6%,46.0%,0.4%,Mariposa,2021-04-07,2021-04-06,2021-04-07 20:22:25
53.7%,46.0%,0.4%,Mendocino,2021-04-07,2021-04-06,2021-04-07 20:22:27
54.8%,44.8%,0.4%,Merced,2021-04-07,2021-04-06,2021-04-07 20:22:30
52.8%,47.2%,0.000%,Modoc,2021-04-07,2021-04-06,2021-04-07 20:22:32
47.8%,52.2%,0.01%,Mono,2021-04-07,2021-04-06,2021-04-07 20:22:35
53.6%,44.7%,1.6%,Monterey,2021-04-07,2021-04-06,2021-04-07 20:22:37
53.1%,46.8%,0.1%,Napa,2021-04-07,2021-04-06,2021-04-07 20:22:40
55.6%,44.3%,0.1%,Nevada,2021-04-07,2021-04-06,2021-04-07 20:22:42
54.6%,44.2%,1.2%,Orange,2021-04-07,2021-04-06,2021-04-07 20:22:44
56.4%,43.5%,0.1%,Placer,2021-04-07,2021-04-06,2021-04-07 20:22:47
53.8%,46.1%,0.1%,Plumas,2021-04-07,2021-04-06,2021-04-07 20:22:49
54.6%,45.3%,0.1%,Riverside,2021-04-07,2021-04-06,2021-04-07 20:22:52
56.5%,43.3%,0.2%,Sacramento,2021-04-07,2021-04-06,2021-04-07 20:22:54
55.1%,44.6%,0.2%,San Benito,2021-04-07,2021-04-06,2021-04-07 20:22:57
56.0%,43.8%,0.2%,San Bernardino,2021-04-07,2021-04-06,2021-04-07 20:23:00
56.2%,43.0%,0.8%,San Diego,2021-04-07,2021-04-06,2021-04-07 20:23:03
51.9%,47.7%,0.3%,San Francisco,2021-04-07,2021-04-06,2021-04-07 20:23:07
55.7%,43.4%,0.9%,San Joaquin,2021-04-07,2021-04-06,2021-04-07 20:23:11
55.7%,44.1%,0.2%,San Luis Obispo,2021-04-07,2021-04-06,2021-04-07 20:23:13
55.5%,44.4%,0.1%,San Mateo,2021-04-07,2021-04-06,2021-04-07 20:23:16
55.1%,44.8%,0.1%,Santa Barbara,2021-04-07,2021-04-06,2021-04-07 20:23:18
54.9%,44.6%,0.4%,Santa Clara,2021-04-07,2021-04-06,2021-04-07 20:23:20
55.8%,43.9%,0.4%,Santa Cruz,2021-04-07,2021-04-06,2021-04-07 20:23:23
56.8%,43.1%,0.1%,Shasta,2021-04-07,2021-04-06,2021-04-07 20:23:25
52.2%,47.7%,0.1%,Sierra,2021-04-07,2021-04-06,2021-04-07 20:23:28
54.4%,45.5%,0.1%,Siskiyou,2021-04-07,2021-04-06,2021-04-07 20:23:31
56.1%,43.4%,0.5%,Solano,2021-04-07,2021-04-06,2021-04-07 20:23:33
55.7%,44.2%,0.1%,Sonoma,2021-04-07,2021-04-06,2021-04-07 20:23:36
55.6%,43.9%,0.5%,Stanislaus,2021-04-07,2021-04-06,2021-04-07 20:23:38
55.1%,44.7%,0.2%,Sutter,2021-04-07,2021-04-06,2021-04-07 20:23:41
55.3%,44.5%,0.1%,Tehama,2021-04-07,2021-04-06,2021-04-07 20:23:43
50.3%,49.6%,0.1%,Trinity,2021-04-07,2021-04-06,2021-04-07 20:23:46
54.4%,45.5%,0.1%,Tulare,2021-04-07,2021-04-06,2021-04-07 20:23:48
54.4%,45.5%,0.1%,Tuolumne,2021-04-07,2021-04-06,2021-04-07 20:23:51
55.1%,44.9%,0.04%,Ventura,2021-04-07,2021-04-06,2021-04-07 20:23:53
55.4%,42.8%,1.8%,Yolo,2021-04-07,2021-04-06,2021-04-07 20:23:56
56.3%,43.5%,0.2%,Yuba,2021-04-07,2021-04-06,2021-04-07 20:23:59
