American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Alameda,2021-04-10,2021-04-09,2021-04-11 02:40:38
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Alpine,2021-04-10,2021-04-09,2021-04-11 02:40:40
0.8%,1.6%,0.5%,7.6%,4.0%,0.3%,70.6%,8.7%,5.9%,Amador,2021-04-10,2021-04-09,2021-04-11 02:40:43
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Butte,2021-04-10,2021-04-09,2021-04-11 02:40:46
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Calaveras,2021-04-10,2021-04-09,2021-04-11 02:40:49
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Colusa,2021-04-10,2021-04-09,2021-04-11 02:40:51
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Contra Costa,2021-04-10,2021-04-09,2021-04-11 02:40:55
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Del Norte,2021-04-10,2021-04-09,2021-04-11 02:40:57
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,El Dorado,2021-04-10,2021-04-09,2021-04-11 02:41:00
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Fresno,2021-04-10,2021-04-09,2021-04-11 02:41:03
1.8%,1.5%,0.2%,27.3%,9.6%,0.1%,42.7%,10.8%,6.0%,Glenn,2021-04-10,2021-04-09,2021-04-11 02:41:06
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Humboldt,2021-04-10,2021-04-09,2021-04-11 02:41:09
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Imperial,2021-04-10,2021-04-09,2021-04-11 02:41:12
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Inyo,2021-04-10,2021-04-09,2021-04-11 02:41:15
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Kern,2021-04-10,2021-04-09,2021-04-11 02:41:17
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Kings,2021-04-10,2021-04-09,2021-04-11 02:41:20
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Lake,2021-04-10,2021-04-09,2021-04-11 02:41:23
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Lassen,2021-04-10,2021-04-09,2021-04-11 02:41:26
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Los Angeles,2021-04-10,2021-04-09,2021-04-11 02:41:29
