0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,38.9%,27.3%,33.2%,Sacramento,2021-04-11,2021-04-10,2021-04-12 04:29:36
0.4%,40.2%,28.6%,30.8%,San Benito,2021-04-11,2021-04-10,2021-04-12 04:29:38
0.8%,39.4%,28.9%,30.8%,San Bernardino,2021-04-11,2021-04-10,2021-04-12 04:29:41
0.6%,39.5%,25.2%,34.8%,San Diego,2021-04-11,2021-04-10,2021-04-12 04:29:44
0.4%,48.2%,25.4%,25.9%,San Francisco,2021-04-11,2021-04-10,2021-04-12 04:29:47
0.6%,38.5%,28.3%,32.6%,San Joaquin,2021-04-11,2021-04-10,2021-04-12 04:29:49
0.4%,31.1%,25.0%,43.5%,San Luis Obispo,2021-04-11,2021-04-10,2021-04-12 04:29:52
0.8%,40.7%,28.0%,30.5%,San Mateo,2021-04-11,2021-04-10,2021-04-12 04:29:55
0.6%,39.2%,25.8%,34.4%,Santa Barbara,2021-04-11,2021-04-10,2021-04-12 04:29:57
0.8%,41.2%,29.3%,28.7%,Santa Clara,2021-04-11,2021-04-10,2021-04-12 04:30:00
0.6%,37.6%,27.4%,34.3%,Santa Cruz,2021-04-11,2021-04-10,2021-04-12 04:30:03
0.4%,24.4%,25.3%,49.9%,Shasta,2021-04-11,2021-04-10,2021-04-12 04:30:05
0.000%,24.0%,29.0%,47.0%,Sierra,2021-04-11,2021-04-10,2021-04-12 04:30:08
0.5%,22.7%,25.0%,51.8%,Siskiyou,2021-04-11,2021-04-10,2021-04-12 04:30:11
0.5%,36.0%,28.6%,34.8%,Solano,2021-04-11,2021-04-10,2021-04-12 04:30:14
0.7%,34.9%,27.2%,37.2%,Sonoma,2021-04-11,2021-04-10,2021-04-12 04:30:17
1.1%,38.5%,27.2%,33.1%,Stanislaus,2021-04-11,2021-04-10,2021-04-12 04:30:19
0.4%,35.4%,27.7%,36.4%,Sutter,2021-04-11,2021-04-10,2021-04-12 04:30:22
0.5%,25.4%,27.7%,46.4%,Tehama,2021-04-11,2021-04-10,2021-04-12 04:30:25
0.1%,20.6%,25.2%,54.2%,Trinity,2021-04-11,2021-04-10,2021-04-12 04:30:28
0.9%,43.3%,27.1%,28.8%,Tulare,2021-04-11,2021-04-10,2021-04-12 04:30:30
0.5%,21.1%,26.4%,52.0%,Tuolumne,2021-04-11,2021-04-10,2021-04-12 04:30:33
0.7%,36.6%,29.0%,33.8%,Ventura,2021-04-11,2021-04-10,2021-04-12 04:30:36
0.8%,46.1%,24.7%,28.4%,Yolo,2021-04-11,2021-04-10,2021-04-12 04:30:39
0.3%,34.1%,28.6%,37.0%,Yuba,2021-04-11,2021-04-10,2021-04-12 04:30:41
