Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
54.6%,45.1%,0.3%,Alameda,2021-04-15,2021-04-14,2021-04-15 16:36:57
47.1%,52.7%,0.2%,Alpine,2021-04-15,2021-04-08,2021-04-15 16:36:59
55.1%,44.7%,0.2%,Amador,2021-04-15,2021-04-14,2021-04-15 16:37:02
55.3%,44.6%,0.1%,Butte,2021-04-15,2021-04-14,2021-04-15 16:37:04
53.9%,45.5%,0.7%,Calaveras,2021-04-15,2021-04-14,2021-04-15 16:37:07
50.4%,49.0%,0.6%,Colusa,2021-04-15,2021-04-14,2021-04-15 16:37:09
54.8%,45.1%,0.1%,Contra Costa,2021-04-15,2021-04-14,2021-04-15 16:37:12
53.3%,46.5%,0.1%,Del Norte,2021-04-15,2021-04-14,2021-04-15 16:37:15
54.6%,45.3%,0.1%,El Dorado,2021-04-15,2021-04-14,2021-04-15 16:37:17
54.8%,45.1%,0.1%,Fresno,2021-04-15,2021-04-14,2021-04-15 16:37:20
54.3%,45.6%,0.1%,Glenn,2021-04-15,2021-04-14,2021-04-15 16:37:22
55.3%,44.5%,0.2%,Humboldt,2021-04-15,2021-04-14,2021-04-15 16:37:25
52.9%,47.1%,0.04%,Imperial,2021-04-15,2021-04-14,2021-04-15 16:37:28
52.0%,47.9%,0.1%,Inyo,2021-04-15,2021-04-14,2021-04-15 16:37:30
54.2%,45.3%,0.6%,Kern,2021-04-15,2021-04-14,2021-04-15 16:37:32
54.1%,45.5%,0.4%,Kings,2021-04-15,2021-04-14,2021-04-15 16:37:35
54.0%,45.9%,0.1%,Lake,2021-04-15,2021-04-14,2021-04-15 16:37:37
52.1%,47.7%,0.2%,Lassen,2021-04-15,2021-04-14,2021-04-15 16:37:40
54.5%,45.3%,0.2%,Los Angeles,2021-04-15,2021-04-14,2021-04-15 16:37:43
54.1%,45.8%,0.1%,Madera,2021-04-15,2021-04-14,2021-04-15 16:37:45
54.9%,45.0%,0.1%,Marin,2021-04-15,2021-04-14,2021-04-15 16:37:48
53.6%,46.1%,0.3%,Mariposa,2021-04-15,2021-04-14,2021-04-15 16:37:50
53.3%,46.4%,0.4%,Mendocino,2021-04-15,2021-04-14,2021-04-15 16:37:53
54.6%,45.0%,0.4%,Merced,2021-04-15,2021-04-14,2021-04-15 16:37:55
52.6%,47.4%,0.000%,Modoc,2021-04-15,2021-04-14,2021-04-15 16:37:58
47.8%,52.2%,0.01%,Mono,2021-04-15,2021-04-14,2021-04-15 16:38:00
52.7%,45.7%,1.6%,Monterey,2021-04-15,2021-04-14,2021-04-15 16:38:03
53.0%,47.0%,0.1%,Napa,2021-04-15,2021-04-14,2021-04-15 16:38:05
55.1%,44.8%,0.1%,Nevada,2021-04-15,2021-04-14,2021-04-15 16:38:08
54.1%,44.8%,1.1%,Orange,2021-04-15,2021-04-14,2021-04-15 16:38:10
55.9%,44.0%,0.1%,Placer,2021-04-15,2021-04-14,2021-04-15 16:38:13
53.4%,46.5%,0.1%,Plumas,2021-04-15,2021-04-14,2021-04-15 16:38:15
54.3%,45.7%,0.1%,Riverside,2021-04-15,2021-04-14,2021-04-15 16:38:18
56.1%,43.7%,0.2%,Sacramento,2021-04-15,2021-04-14,2021-04-15 16:38:21
54.4%,45.3%,0.2%,San Benito,2021-04-15,2021-04-14,2021-04-15 16:38:23
55.4%,44.4%,0.2%,San Bernardino,2021-04-15,2021-04-14,2021-04-15 16:38:26
55.4%,43.7%,0.9%,San Diego,2021-04-15,2021-04-14,2021-04-15 16:38:29
51.1%,48.6%,0.3%,San Francisco,2021-04-15,2021-04-14,2021-04-15 16:38:31
55.0%,44.1%,0.9%,San Joaquin,2021-04-15,2021-04-14,2021-04-15 16:38:34
55.0%,44.8%,0.2%,San Luis Obispo,2021-04-15,2021-04-14,2021-04-15 16:38:36
54.7%,45.2%,0.1%,San Mateo,2021-04-15,2021-04-14,2021-04-15 16:38:39
54.1%,45.8%,0.1%,Santa Barbara,2021-04-15,2021-04-14,2021-04-15 16:38:42
53.6%,46.3%,0.1%,Santa Clara,2021-04-15,2021-04-14,2021-04-15 16:38:44
54.8%,44.8%,0.3%,Santa Cruz,2021-04-15,2021-04-14,2021-04-15 16:38:47
56.4%,43.4%,0.1%,Shasta,2021-04-15,2021-04-14,2021-04-15 16:38:49
52.2%,47.7%,0.1%,Sierra,2021-04-15,2021-04-13,2021-04-15 16:38:52
54.4%,45.6%,0.1%,Siskiyou,2021-04-15,2021-04-14,2021-04-15 16:38:54
55.7%,43.7%,0.5%,Solano,2021-04-15,2021-04-14,2021-04-15 16:38:57
55.2%,44.8%,0.1%,Sonoma,2021-04-15,2021-04-14,2021-04-15 16:39:00
55.3%,44.3%,0.5%,Stanislaus,2021-04-15,2021-04-14,2021-04-15 16:39:01
54.8%,45.1%,0.2%,Sutter,2021-04-15,2021-04-14,2021-04-15 16:39:04
55.0%,44.8%,0.1%,Tehama,2021-04-15,2021-04-14,2021-04-15 16:39:06
50.0%,49.9%,0.1%,Trinity,2021-04-15,2021-04-13,2021-04-15 16:39:09
54.3%,45.7%,0.1%,Tulare,2021-04-15,2021-04-14,2021-04-15 16:39:11
54.4%,45.5%,0.1%,Tuolumne,2021-04-15,2021-04-14,2021-04-15 16:39:14
54.6%,45.3%,0.05%,Ventura,2021-04-15,2021-04-14,2021-04-15 16:39:16
55.0%,43.3%,1.7%,Yolo,2021-04-15,2021-04-14,2021-04-15 16:39:19
55.8%,44.0%,0.1%,Yuba,2021-04-15,2021-04-14,2021-04-15 16:39:22
