American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,24.7%,6.2%,11.4%,11.4%,0.6%,27.2%,9.6%,8.6%,Alameda,2021-04-13,2021-04-12,2021-04-14 12:28:45
1.8%,0.6%,0.3%,1.0%,0.3%,0.000%,18.4%,0.8%,76.9%,Alpine,2021-04-13,2021-04-09,2021-04-14 12:28:48
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Amador,2021-04-13,2021-04-12,2021-04-14 12:28:51
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Butte,2021-04-13,2021-04-12,2021-04-14 12:28:53
0.4%,1.4%,0.5%,5.5%,1.8%,0.2%,58.3%,8.2%,23.7%,Calaveras,2021-04-13,2021-04-12,2021-04-14 12:28:56
0.8%,0.7%,0.5%,33.6%,6.5%,0.1%,30.5%,6.0%,21.3%,Colusa,2021-04-13,2021-04-12,2021-04-14 12:28:59
0.2%,12.6%,5.0%,14.9%,11.7%,0.6%,37.6%,8.5%,8.9%,Contra Costa,2021-04-13,2021-04-12,2021-04-14 12:29:02
6.1%,1.8%,0.5%,6.7%,10.9%,0.1%,58.5%,3.0%,12.4%,Del Norte,2021-04-13,2021-04-12,2021-04-14 12:29:04
0.3%,3.8%,0.6%,6.6%,13.8%,0.3%,60.2%,7.2%,7.2%,El Dorado,2021-04-13,2021-04-12,2021-04-14 12:29:07
0.5%,8.2%,2.3%,36.0%,10.5%,0.2%,28.4%,7.9%,6.0%,Fresno,2021-04-13,2021-04-12,2021-04-14 12:29:10
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Glenn,2021-04-13,2021-04-12,2021-04-14 12:29:12
3.0%,1.6%,0.8%,8.0%,13.7%,0.2%,65.7%,2.7%,4.3%,Humboldt,2021-04-13,2021-04-12,2021-04-14 12:29:15
0.2%,0.8%,0.4%,71.6%,2.6%,0.1%,9.9%,7.7%,6.7%,Imperial,2021-04-13,2021-04-12,2021-04-14 12:29:18
0.9%,1.2%,0.2%,11.1%,21.1%,0.2%,55.7%,3.4%,6.3%,Inyo,2021-04-13,2021-04-12,2021-04-14 12:29:20
0.3%,4.4%,2.5%,35.5%,12.0%,0.2%,28.9%,9.4%,6.7%,Kern,2021-04-13,2021-04-12,2021-04-14 12:29:23
0.6%,3.0%,2.2%,45.3%,7.7%,0.2%,27.3%,5.9%,7.9%,Kings,2021-04-13,2021-04-12,2021-04-14 12:29:26
1.8%,1.3%,1.3%,16.9%,15.4%,0.2%,57.2%,2.7%,3.4%,Lake,2021-04-13,2021-04-12,2021-04-14 12:29:28
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Lassen,2021-04-13,2021-04-12,2021-04-14 12:29:31
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Los Angeles,2021-04-13,2021-04-12,2021-04-14 12:29:34
0.9%,2.1%,1.6%,36.8%,7.7%,0.1%,34.5%,9.7%,6.7%,Madera,2021-04-13,2021-04-12,2021-04-14 12:29:37
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Marin,2021-04-13,2021-04-12,2021-04-14 12:29:39
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Mariposa,2021-04-13,2021-04-12,2021-04-14 12:29:42
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Mendocino,2021-04-13,2021-04-12,2021-04-14 12:29:45
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Merced,2021-04-13,2021-04-12,2021-04-14 12:29:48
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.2%,1.7%,6.1%,Modoc,2021-04-13,2021-04-12,2021-04-14 12:29:50
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Mono,2021-04-13,2021-04-12,2021-04-14 12:29:53
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Monterey,2021-04-13,2021-04-12,2021-04-14 12:29:56
0.2%,5.2%,1.1%,20.8%,8.1%,0.4%,47.1%,7.6%,9.4%,Napa,2021-04-13,2021-04-12,2021-04-14 12:29:59
