American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.5%,5.5%,10.3%,10.1%,0.5%,24.9%,8.8%,19.1%,Alameda,2021-03-27,2021-03-26,2021-03-28 14:20:07
1.7%,0.6%,0.3%,0.6%,0.3%,0.0%,17.8%,0.9%,77.9%,Alpine,2021-03-27,2021-03-25,2021-03-28 14:20:09
0.8%,1.5%,0.3%,7.2%,4.0%,0.3%,66.9%,8.9%,10.1%,Amador,2021-03-27,2021-03-26,2021-03-28 14:20:12
1.1%,2.2%,0.7%,7.4%,15.7%,0.1%,56.6%,8.0%,8.2%,Butte,2021-03-27,2021-03-26,2021-03-28 14:20:14
0.4%,1.1%,0.4%,4.7%,1.4%,0.2%,54.3%,8.6%,28.9%,Calaveras,2021-03-27,2021-03-26,2021-03-28 14:20:17
1.1%,0.7%,0.4%,27.3%,5.5%,0.1%,32.3%,5.6%,27.0%,Colusa,2021-03-27,2021-03-26,2021-03-28 14:20:19
0.2%,10.8%,4.5%,12.5%,11.0%,0.5%,34.1%,7.7%,18.7%,Contra Costa,2021-03-27,2021-03-26,2021-03-28 14:20:22
6.7%,1.7%,0.5%,5.1%,7.7%,0.1%,60.9%,2.7%,14.5%,Del Norte,2021-03-27,2021-03-26,2021-03-28 14:20:24
0.2%,2.8%,0.5%,5.4%,12.5%,0.3%,49.4%,7.9%,21.0%,El Dorado,2021-03-27,2021-03-26,2021-03-28 14:20:26
0.5%,6.9%,2.1%,31.5%,8.9%,0.2%,28.7%,7.8%,13.5%,Fresno,2021-03-27,2021-03-26,2021-03-28 14:20:29
2.1%,1.2%,0.2%,21.5%,8.1%,0.1%,43.2%,10.4%,13.2%,Glenn,2021-03-27,2021-03-26,2021-03-28 14:20:32
3.3%,1.3%,0.7%,6.1%,13.5%,0.2%,64.1%,3.1%,7.6%,Humboldt,2021-03-27,2021-03-26,2021-03-28 14:20:34
0.1%,0.7%,0.4%,65.5%,2.1%,0.1%,9.7%,7.0%,14.5%,Imperial,2021-03-27,2021-03-26,2021-03-28 14:20:37
1.0%,1.0%,0.2%,9.1%,21.0%,0.2%,53.4%,5.2%,8.9%,Inyo,2021-03-27,2021-03-26,2021-03-28 14:20:39
0.4%,4.0%,2.3%,31.1%,11.1%,0.3%,28.9%,11.4%,10.4%,Kern,2021-03-27,2021-03-26,2021-03-28 14:20:41
0.7%,2.6%,2.0%,40.9%,6.5%,0.2%,27.1%,6.3%,13.7%,Kings,2021-03-27,2021-03-26,2021-03-28 14:20:44
1.7%,1.1%,1.2%,16.1%,14.6%,0.1%,55.5%,3.5%,6.3%,Lake,2021-03-27,2021-03-26,2021-03-28 14:20:46
1.1%,1.4%,0.7%,6.9%,7.5%,0.3%,59.8%,3.7%,18.7%,Lassen,2021-03-27,2021-03-26,2021-03-28 14:20:49
0.2%,12.4%,4.4%,24.8%,16.1%,0.4%,19.6%,14.5%,7.7%,Los Angeles,2021-03-27,2021-03-26,2021-03-28 14:20:51
0.9%,1.8%,1.5%,32.8%,6.4%,0.1%,33.6%,8.4%,14.5%,Madera,2021-03-27,2021-03-26,2021-03-28 14:20:54
0.1%,3.9%,1.0%,9.5%,11.1%,0.2%,49.2%,6.3%,18.7%,Marin,2021-03-27,2021-03-26,2021-03-28 14:20:56
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Mariposa,2021-03-27,2021-03-26,2021-03-28 14:20:58
0.8%,1.3%,0.3%,16.7%,13.5%,0.2%,50.2%,5.6%,11.3%,Mendocino,2021-03-27,2021-03-26,2021-03-28 14:21:01
0.4%,5.9%,1.6%,33.2%,0.4%,0.3%,25.8%,8.6%,23.9%,Merced,2021-03-27,2021-03-26,2021-03-28 14:21:03
2.2%,1.5%,1.0%,7.4%,4.6%,0.1%,71.2%,1.9%,10.0%,Modoc,2021-03-27,2021-03-26,2021-03-28 14:21:06
0.4%,1.3%,0.3%,21.5%,10.4%,0.1%,57.9%,1.7%,6.5%,Mono,2021-03-27,2021-03-26,2021-03-28 14:21:08
0.2%,4.2%,1.1%,35.4%,10.3%,0.5%,26.7%,7.3%,14.2%,Monterey,2021-03-27,2021-03-26,2021-03-28 14:21:11
0.2%,4.1%,0.9%,17.8%,6.8%,0.4%,40.4%,6.2%,23.4%,Napa,2021-03-27,2021-03-26,2021-03-28 14:21:13
0.7%,0.7%,0.3%,5.3%,16.3%,0.1%,61.7%,6.3%,8.8%,Nevada,2021-03-27,2021-03-26,2021-03-28 14:21:16
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Orange,2021-03-27,2021-03-26,2021-03-28 14:21:18
0.4%,5.2%,0.9%,8.9%,12.2%,0.4%,45.5%,7.9%,18.6%,Placer,2021-03-27,2021-03-26,2021-03-28 14:21:21
0.9%,0.6%,0.4%,2.1%,6.4%,0.0%,73.6%,3.6%,12.5%,Plumas,2021-03-27,2021-03-26,2021-03-28 14:21:23
0.3%,5.7%,3.7%,23.9%,13.1%,0.3%,32.2%,12.6%,8.3%,Riverside,2021-03-27,2021-03-26,2021-03-28 14:21:25
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Sacramento,2021-03-27,2021-03-26,2021-03-28 14:21:28
0.2%,2.1%,0.6%,28.9%,4.5%,0.2%,22.1%,10.4%,30.9%,San Benito,2021-03-27,2021-03-26,2021-03-28 14:21:30
0.2%,8.9%,4.8%,27.2%,12.4%,0.4%,25.3%,12.4%,8.3%,San Bernardino,2021-03-27,2021-03-26,2021-03-28 14:21:33
0.4%,11.7%,2.4%,20.1%,0.5%,0.6%,46.1%,9.5%,8.8%,San Diego,2021-03-27,2021-03-26,2021-03-28 14:21:35
0.2%,28.6%,3.1%,10.8%,7.3%,0.3%,26.2%,5.9%,17.7%,San Francisco,2021-03-27,2021-03-26,2021-03-28 14:21:38
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,San Joaquin,2021-03-27,2021-03-26,2021-03-28 14:21:40
0.2%,1.2%,0.4%,6.9%,11.5%,0.1%,30.8%,14.8%,34.2%,San Luis Obispo,2021-03-27,2021-03-26,2021-03-28 14:21:42
0.2%,18.3%,1.1%,9.9%,13.5%,0.5%,28.7%,10.0%,17.8%,San Mateo,2021-03-27,2021-03-26,2021-03-28 14:21:45
0.3%,2.7%,0.8%,21.1%,17.1%,0.2%,34.4%,14.1%,9.4%,Santa Barbara,2021-03-27,2021-03-26,2021-03-28 14:21:47
0.1%,24.9%,1.4%,11.4%,12.2%,0.4%,23.9%,8.4%,17.3%,Santa Clara,2021-03-27,2021-03-26,2021-03-28 14:21:50
0.2%,2.0%,0.4%,20.1%,15.1%,0.1%,40.5%,10.0%,11.7%,Santa Cruz,2021-03-27,2021-03-26,2021-03-28 14:21:52
0.7%,1.3%,0.4%,3.2%,20.2%,0.1%,45.3%,13.1%,15.6%,Shasta,2021-03-27,2021-03-26,2021-03-28 14:21:55
0.5%,0.8%,0.1%,8.2%,8.9%,0.0%,73.0%,3.2%,5.3%,Sierra,2021-03-27,2021-03-26,2021-03-28 14:21:57
1.6%,0.8%,0.5%,6.3%,8.3%,0.0%,58.9%,4.4%,19.1%,Siskiyou,2021-03-27,2021-03-26,2021-03-28 14:22:00
0.3%,10.8%,6.4%,8.8%,6.9%,0.9%,26.9%,11.2%,27.8%,Solano,2021-03-27,2021-03-26,2021-03-28 14:22:02
0.5%,2.0%,0.7%,13.6%,10.9%,0.2%,43.5%,8.5%,20.2%,Sonoma,2021-03-27,2021-03-26,2021-03-28 14:22:05
0.5%,5.2%,1.7%,25.3%,0.6%,0.7%,36.4%,9.5%,20.2%,Stanislaus,2021-03-27,2021-03-26,2021-03-28 14:22:07
0.7%,13.5%,1.0%,16.5%,12.4%,0.3%,39.2%,7.4%,9.1%,Sutter,2021-03-27,2021-03-26,2021-03-28 14:22:10
1.0%,0.6%,0.2%,10.7%,8.8%,0.1%,49.3%,9.9%,19.4%,Tehama,2021-03-27,2021-03-26,2021-03-28 14:22:12
1.3%,1.1%,0.2%,2.3%,8.8%,0.3%,62.6%,3.2%,20.2%,Trinity,2021-03-27,2021-03-26,2021-03-28 14:22:15
0.3%,2.6%,0.7%,43.4%,6.0%,0.2%,30.1%,6.0%,10.7%,Tulare,2021-03-27,2021-03-26,2021-03-28 14:22:17
0.5%,1.4%,0.3%,4.5%,1.1%,0.4%,79.1%,6.2%,6.4%,Tuolumne,2021-03-27,2021-03-26,2021-03-28 14:22:19
0.2%,5.2%,0.9%,27.6%,16.3%,0.3%,33.7%,10.6%,5.3%,Ventura,2021-03-27,2021-03-26,2021-03-28 14:22:22
0.4%,6.3%,1.0%,13.0%,7.6%,0.3%,31.0%,9.4%,31.0%,Yolo,2021-03-27,2021-03-26,2021-03-28 14:22:24
1.2%,4.2%,2.0%,17.1%,9.5%,0.3%,49.2%,4.7%,11.8%,Yuba,2021-03-27,2021-03-26,2021-03-28 14:22:27
