0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,44.6%,27.1%,27.6%,Alameda,2021-04-12,2021-04-11,2021-04-12 20:21:10
0.1%,36.5%,35.0%,28.3%,Alpine,2021-04-12,2021-04-09,2021-04-12 20:21:12
0.1%,20.2%,26.4%,53.3%,Amador,2021-04-12,2021-04-11,2021-04-12 20:21:14
0.7%,35.4%,24.9%,38.9%,Butte,2021-04-12,2021-04-11,2021-04-12 20:21:17
0.4%,17.0%,27.5%,55.2%,Calaveras,2021-04-12,2021-04-11,2021-04-12 20:21:19
0.2%,38.2%,27.4%,34.2%,Colusa,2021-04-12,2021-04-11,2021-04-12 20:21:21
1.2%,39.6%,28.9%,30.4%,Contra Costa,2021-04-12,2021-04-11,2021-04-12 20:21:24
0.1%,26.8%,28.7%,44.4%,Del Norte,2021-04-12,2021-04-10,2021-04-12 20:21:26
0.6%,25.8%,29.4%,44.2%,El Dorado,2021-04-12,2021-04-11,2021-04-12 20:21:28
0.7%,42.5%,26.8%,30.1%,Fresno,2021-04-12,2021-04-11,2021-04-12 20:21:31
0.4%,32.3%,27.4%,40.0%,Glenn,2021-04-12,2021-04-11,2021-04-12 20:21:33
0.4%,37.2%,23.9%,38.5%,Humboldt,2021-04-12,2021-04-11,2021-04-12 20:21:36
0.4%,42.3%,26.3%,31.0%,Imperial,2021-04-12,2021-04-11,2021-04-12 20:21:38
0.3%,29.2%,25.9%,44.6%,Inyo,2021-04-12,2021-04-10,2021-04-12 20:21:40
1.1%,41.9%,27.2%,29.8%,Kern,2021-04-12,2021-04-11,2021-04-12 20:21:43
0.6%,44.2%,29.0%,26.2%,Kings,2021-04-12,2021-04-11,2021-04-12 20:21:45
0.2%,25.5%,28.8%,45.4%,Lake,2021-04-12,2021-04-11,2021-04-12 20:21:48
0.1%,24.4%,28.0%,47.5%,Lassen,2021-04-12,2021-04-10,2021-04-12 20:21:50
0.6%,43.5%,27.9%,27.9%,Los Angeles,2021-04-12,2021-04-11,2021-04-12 20:21:52
0.5%,36.5%,27.0%,36.1%,Madera,2021-04-12,2021-04-11,2021-04-12 20:21:55
1.3%,33.8%,29.6%,35.3%,Marin,2021-04-12,2021-04-11,2021-04-12 20:21:57
0.2%,19.9%,25.5%,54.4%,Mariposa,2021-04-12,2021-04-11,2021-04-12 20:21:59
0.7%,32.8%,25.5%,41.1%,Mendocino,2021-04-12,2021-04-11,2021-04-12 20:22:02
0.6%,41.9%,26.5%,31.0%,Merced,2021-04-12,2021-04-11,2021-04-12 20:22:04
0.1%,20.8%,26.8%,52.3%,Modoc,2021-04-12,2021-04-09,2021-04-12 20:22:07
1.4%,46.6%,29.3%,22.7%,Mono,2021-04-12,2021-04-10,2021-04-12 20:22:09
0.7%,44.1%,26.3%,28.8%,Monterey,2021-04-12,2021-04-11,2021-04-12 20:22:11
0.6%,37.9%,26.5%,35.0%,Napa,2021-04-12,2021-04-11,2021-04-12 20:22:14
0.8%,25.3%,25.8%,48.1%,Nevada,2021-04-12,2021-04-11,2021-04-12 20:22:16
