0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.8%,39.9%,27.9%,31.5%,Orange,2021-04-12,2021-04-11,2021-04-12 20:22:18
0.7%,29.8%,26.8%,42.7%,Placer,2021-04-12,2021-04-11,2021-04-12 20:22:21
0.2%,22.5%,25.7%,51.6%,Plumas,2021-04-12,2021-04-10,2021-04-12 20:22:23
0.9%,35.5%,28.0%,35.7%,Riverside,2021-04-12,2021-04-11,2021-04-12 20:22:25
0.7%,39.0%,27.4%,32.9%,Sacramento,2021-04-12,2021-04-11,2021-04-12 20:22:28
0.4%,40.3%,28.8%,30.6%,San Benito,2021-04-12,2021-04-11,2021-04-12 20:22:30
0.8%,39.5%,29.0%,30.7%,San Bernardino,2021-04-12,2021-04-11,2021-04-12 20:22:33
0.6%,39.6%,25.2%,34.5%,San Diego,2021-04-12,2021-04-11,2021-04-12 20:22:35
0.5%,48.5%,25.3%,25.7%,San Francisco,2021-04-12,2021-04-11,2021-04-12 20:22:37
0.6%,38.6%,28.5%,32.3%,San Joaquin,2021-04-12,2021-04-11,2021-04-12 20:22:40
0.4%,31.3%,25.1%,43.1%,San Luis Obispo,2021-04-12,2021-04-11,2021-04-12 20:22:42
0.8%,40.9%,28.0%,30.3%,San Mateo,2021-04-12,2021-04-11,2021-04-12 20:22:45
0.7%,39.8%,25.7%,33.8%,Santa Barbara,2021-04-12,2021-04-11,2021-04-12 20:22:47
0.9%,41.5%,29.3%,28.3%,Santa Clara,2021-04-12,2021-04-11,2021-04-12 20:22:49
0.6%,37.7%,27.5%,34.2%,Santa Cruz,2021-04-12,2021-04-11,2021-04-12 20:22:52
0.5%,24.5%,25.5%,49.5%,Shasta,2021-04-12,2021-04-10,2021-04-12 20:22:54
0.000%,24.0%,29.0%,47.0%,Sierra,2021-04-12,2021-04-10,2021-04-12 20:22:57
0.5%,22.8%,25.1%,51.7%,Siskiyou,2021-04-12,2021-04-10,2021-04-12 20:22:59
0.5%,36.1%,28.6%,34.7%,Solano,2021-04-12,2021-04-11,2021-04-12 20:23:01
0.7%,35.0%,27.2%,37.1%,Sonoma,2021-04-12,2021-04-11,2021-04-12 20:23:04
1.1%,38.6%,27.3%,33.0%,Stanislaus,2021-04-12,2021-04-11,2021-04-12 20:23:06
0.4%,35.4%,27.8%,36.4%,Sutter,2021-04-12,2021-04-11,2021-04-12 20:23:08
0.5%,25.4%,27.8%,46.3%,Tehama,2021-04-12,2021-04-10,2021-04-12 20:23:11
0.1%,20.6%,25.3%,54.1%,Trinity,2021-04-12,2021-04-10,2021-04-12 20:23:13
0.9%,43.3%,27.1%,28.7%,Tulare,2021-04-12,2021-04-11,2021-04-12 20:23:16
0.5%,21.1%,26.5%,51.9%,Tuolumne,2021-04-12,2021-04-11,2021-04-12 20:23:18
0.7%,36.7%,29.0%,33.6%,Ventura,2021-04-12,2021-04-11,2021-04-12 20:23:20
0.9%,46.2%,24.7%,28.3%,Yolo,2021-04-12,2021-04-11,2021-04-12 20:23:23
0.3%,34.2%,28.7%,36.8%,Yuba,2021-04-12,2021-04-11,2021-04-12 20:23:25
