American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Alameda,2021-03-25,2021-03-24,2021-03-25 22:20:45
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Alpine,2021-03-25,2021-03-24,2021-03-25 22:20:48
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Amador,2021-03-25,2021-03-24,2021-03-25 22:20:50
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Butte,2021-03-25,2021-03-24,2021-03-25 22:20:53
0.4%,1.1%,0.4%,4.6%,1.4%,0.2%,53.6%,8.6%,29.7%,Calaveras,2021-03-25,2021-03-24,2021-03-25 22:20:56
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Colusa,2021-03-25,2021-03-24,2021-03-25 22:20:58
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Contra Costa,2021-03-25,2021-03-24,2021-03-25 22:21:01
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Del Norte,2021-03-25,2021-03-24,2021-03-25 22:21:04
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,El Dorado,2021-03-25,2021-03-24,2021-03-25 22:21:06
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Fresno,2021-03-25,2021-03-24,2021-03-25 22:21:09
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Glenn,2021-03-25,2021-03-24,2021-03-25 22:21:11
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Humboldt,2021-03-25,2021-03-24,2021-03-25 22:21:14
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Imperial,2021-03-25,2021-03-24,2021-03-25 22:21:16
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Inyo,2021-03-25,2021-03-23,2021-03-25 22:21:19
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Kern,2021-03-25,2021-03-24,2021-03-25 22:21:21
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Kings,2021-03-25,2021-03-24,2021-03-25 22:21:23
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Lake,2021-03-25,2021-03-24,2021-03-25 22:21:26
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Lassen,2021-03-25,2021-03-24,2021-03-25 22:21:28
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Los Angeles,2021-03-25,2021-03-24,2021-03-25 22:21:31
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Madera,2021-03-25,2021-03-24,2021-03-25 22:21:33
0.1%,3.9%,1.0%,9.1%,11.5%,0.2%,50.0%,6.4%,17.9%,Marin,2021-03-25,2021-03-24,2021-03-25 22:21:36
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Mariposa,2021-03-25,2021-03-23,2021-03-25 22:21:38
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Mendocino,2021-03-25,2021-03-24,2021-03-25 22:21:41
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Merced,2021-03-25,2021-03-24,2021-03-25 22:21:43
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Modoc,2021-03-25,2021-03-23,2021-03-25 22:21:46
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Mono,2021-03-25,2021-03-24,2021-03-25 22:21:49
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Monterey,2021-03-25,2021-03-24,2021-03-25 22:21:52
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Napa,2021-03-25,2021-03-24,2021-03-25 22:21:54
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Nevada,2021-03-25,2021-03-24,2021-03-25 22:21:57
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Orange,2021-03-25,2021-03-24,2021-03-25 22:21:59
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Placer,2021-03-25,2021-03-24,2021-03-25 22:22:02
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Plumas,2021-03-25,2021-03-24,2021-03-25 22:22:04
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Riverside,2021-03-25,2021-03-24,2021-03-25 22:22:07
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,Sacramento,2021-03-25,2021-03-24,2021-03-25 22:22:09
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,San Benito,2021-03-25,2021-03-24,2021-03-25 22:22:12
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,San Bernardino,2021-03-25,2021-03-24,2021-03-25 22:22:14
0.3%,11.8%,3.0%,19.2%,11.4%,0.4%,30.3%,10.9%,12.7%,San Diego,2021-03-25,2021-03-24,2021-03-25 22:22:17
0.2%,28.9%,3.1%,10.7%,7.5%,0.3%,26.4%,5.9%,17.0%,San Francisco,2021-03-25,2021-03-24,2021-03-25 22:22:19
