American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Alameda,2021-03-18,2021-03-17,2021-03-19 08:22:16
1.9%,0.7%,0%,0.4%,0.4%,0%,19.4%,0.9%,76.3%,Alpine,2021-03-18,2021-03-17,2021-03-19 08:22:20
0.9%,1.4%,0.4%,6.6%,5.1%,0.2%,66.6%,9.6%,9.3%,Amador,2021-03-18,2021-03-17,2021-03-19 08:22:24
1.2%,2.1%,0.7%,7.3%,17.2%,0.1%,57.1%,7.9%,6.5%,Butte,2021-03-18,2021-03-17,2021-03-19 08:22:29
0.3%,0.9%,0.4%,4.4%,1.7%,0.2%,51%,8.8%,32.4%,Calaveras,2021-03-18,2021-03-17,2021-03-19 08:22:32
1.1%,0.6%,0.5%,26.2%,6%,0.1%,34.1%,5.4%,25.9%,Colusa,2021-03-18,2021-03-17,2021-03-19 08:22:36
0.2%,11.3%,4.6%,12.1%,12.5%,0.6%,36.2%,8%,14.6%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 08:22:40
7.7%,1.8%,0.5%,5.2%,8.5%,0.1%,61.4%,2.5%,12.3%,Del Norte,2021-03-18,2021-03-17,2021-03-19 08:22:43
0.3%,2.7%,0.5%,4.9%,14.9%,0.3%,52.2%,8.1%,16.1%,El Dorado,2021-03-18,2021-03-17,2021-03-19 08:22:47
0.5%,7.1%,2.1%,31.5%,10.5%,0.2%,29.4%,7.8%,11%,Fresno,2021-03-18,2021-03-17,2021-03-19 08:22:51
2.4%,1.1%,0.2%,19.9%,9.2%,0.1%,47.1%,10.2%,9.9%,Glenn,2021-03-18,2021-03-17,2021-03-19 08:22:59
3.5%,1.3%,0.6%,5.7%,15.1%,0.2%,64.4%,3%,6.1%,Humboldt,2021-03-18,2021-03-17,2021-03-19 08:23:04
