0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,37.6%,23.6%,38.4%,Alameda,2021-03-28,2021-03-27,2021-03-28 16:36:26
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-28,2021-03-25,2021-03-28 16:36:28
0.4%,37.6%,23.6%,38.4%,Amador,2021-03-28,2021-03-27,2021-03-28 16:36:31
0.2%,31.5%,23.9%,44.4%,Butte,2021-03-28,2021-03-27,2021-03-28 16:36:33
0.3%,15.7%,21.9%,62.0%,Calaveras,2021-03-28,2021-03-27,2021-03-28 16:36:37
0.1%,35.2%,24.2%,40.5%,Colusa,2021-03-28,2021-03-27,2021-03-28 16:36:40
0.5%,33.8%,26.3%,39.4%,Contra Costa,2021-03-28,2021-03-27,2021-03-28 16:36:42
0.1%,24.1%,25.2%,50.6%,Del Norte,2021-03-28,2021-03-27,2021-03-28 16:36:45
0.4%,24.1%,24.9%,50.6%,El Dorado,2021-03-28,2021-03-27,2021-03-28 16:36:47
0.4%,40.2%,25.1%,34.2%,Fresno,2021-03-28,2021-03-27,2021-03-28 16:36:49
0.2%,30.3%,24.9%,44.6%,Glenn,2021-03-28,2021-03-27,2021-03-28 16:36:52
0.1%,33.7%,19.8%,46.4%,Humboldt,2021-03-28,2021-03-27,2021-03-28 16:36:55
0.2%,38.8%,23.2%,37.8%,Imperial,2021-03-28,2021-03-27,2021-03-28 16:36:58
0.3%,27.4%,21.4%,50.9%,Inyo,2021-03-28,2021-03-27,2021-03-28 16:37:00
0.5%,38.8%,24.9%,35.8%,Kern,2021-03-28,2021-03-27,2021-03-28 16:37:03
0.4%,42.2%,27.5%,29.9%,Kings,2021-03-28,2021-03-27,2021-03-28 16:37:06
0.2%,24.1%,23.8%,51.9%,Lake,2021-03-28,2021-03-27,2021-03-28 16:37:08
0.1%,22.8%,25.2%,51.9%,Lassen,2021-03-28,2021-03-26,2021-03-28 16:37:11
0.4%,41.0%,24.0%,34.6%,Los Angeles,2021-03-28,2021-03-27,2021-03-28 16:37:13
0.3%,34.0%,25.2%,40.5%,Madera,2021-03-28,2021-03-27,2021-03-28 16:37:15
0.9%,30.5%,25.1%,43.5%,Marin,2021-03-28,2021-03-27,2021-03-28 16:37:18
0.1%,18.3%,22.9%,58.6%,Mariposa,2021-03-28,2021-03-27,2021-03-28 16:37:20
0.6%,33.4%,24.3%,41.7%,Mendocino,2021-03-28,2021-03-27,2021-03-28 16:37:23
0.5%,38.5%,25.5%,35.5%,Merced,2021-03-28,2021-03-27,2021-03-28 16:37:26
0.1%,19.0%,25.4%,55.5%,Modoc,2021-03-28,2021-03-26,2021-03-28 16:37:29
1.2%,44.0%,28.9%,25.9%,Mono,2021-03-28,2021-03-27,2021-03-28 16:37:31
0.3%,40.4%,22.9%,36.4%,Monterey,2021-03-28,2021-03-27,2021-03-28 16:37:34
0.3%,36.0%,23.3%,40.4%,Napa,2021-03-28,2021-03-27,2021-03-28 16:37:37
0.4%,22.1%,20.7%,56.7%,Nevada,2021-03-28,2021-03-27,2021-03-28 16:37:39
0.3%,36.7%,23.7%,39.2%,Orange,2021-03-28,2021-03-27,2021-03-28 16:37:42
0.4%,37.6%,23.6%,38.4%,Placer,2021-03-28,2021-03-27,2021-03-28 16:37:44
0.1%,20.0%,20.0%,59.9%,Plumas,2021-03-28,2021-03-27,2021-03-28 16:37:47
