Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.2%,42.5%,0.3%,Alameda,2021-03-24,2021-03-23,2021-03-25 04:33:39
46.8%,52.7%,0.5%,Alpine,2021-03-24,2021-03-22,2021-03-25 04:33:42
56.0%,43.9%,0.1%,Amador,2021-03-24,2021-03-23,2021-03-25 04:33:44
57.1%,42.8%,0.1%,Butte,2021-03-24,2021-03-23,2021-03-25 04:33:47
55.0%,44.2%,0.8%,Calaveras,2021-03-24,2021-03-23,2021-03-25 04:33:50
51.9%,46.2%,1.9%,Colusa,2021-03-24,2021-03-23,2021-03-25 04:33:52
57.4%,42.5%,0.1%,Contra Costa,2021-03-24,2021-03-23,2021-03-25 04:33:55
53.9%,46.0%,0.1%,Del Norte,2021-03-24,2021-03-23,2021-03-25 04:33:58
55.7%,44.2%,0.1%,El Dorado,2021-03-24,2021-03-23,2021-03-25 04:34:00
56.0%,43.9%,0.1%,Fresno,2021-03-24,2021-03-23,2021-03-25 04:34:03
56.6%,43.3%,0.1%,Glenn,2021-03-24,2021-03-23,2021-03-25 04:34:05
58.4%,41.4%,0.1%,Humboldt,2021-03-24,2021-03-23,2021-03-25 04:34:08
54.7%,45.3%,0.0%,Imperial,2021-03-24,2021-03-23,2021-03-25 04:34:11
53.5%,46.4%,0.1%,Inyo,2021-03-24,2021-03-23,2021-03-25 04:34:14
55.6%,43.8%,0.6%,Kern,2021-03-24,2021-03-23,2021-03-25 04:34:16
55.2%,44.4%,0.4%,Kings,2021-03-24,2021-03-23,2021-03-25 04:34:19
54.4%,45.5%,0.1%,Lake,2021-03-24,2021-03-23,2021-03-25 04:34:22
52.7%,47.1%,0.2%,Lassen,2021-03-24,2021-03-23,2021-03-25 04:34:24
56.3%,43.5%,0.2%,Los Angeles,2021-03-24,2021-03-23,2021-03-25 04:34:27
55.1%,44.8%,0.1%,Madera,2021-03-24,2021-03-23,2021-03-25 04:34:30
56.8%,43.1%,0.1%,Marin,2021-03-24,2021-03-23,2021-03-25 04:34:32
53.6%,45.9%,0.4%,Mariposa,2021-03-24,2021-03-23,2021-03-25 04:34:35
54.1%,45.1%,0.8%,Mendocino,2021-03-24,2021-03-23,2021-03-25 04:34:38
55.3%,44.2%,0.4%,Merced,2021-03-24,2021-03-23,2021-03-25 04:34:40
52.7%,47.3%,0.0%,Modoc,2021-03-24,2021-03-23,2021-03-25 04:34:43
47.4%,52.5%,0.0%,Mono,2021-03-24,2021-03-23,2021-03-25 04:34:46
54.8%,42.0%,3.2%,Monterey,2021-03-24,2021-03-23,2021-03-25 04:34:48
53.4%,46.5%,0.1%,Napa,2021-03-24,2021-03-23,2021-03-25 04:34:51
56.7%,43.2%,0.1%,Nevada,2021-03-24,2021-03-23,2021-03-25 04:34:54
56.0%,42.9%,1.0%,Orange,2021-03-24,2021-03-23,2021-03-25 04:34:56
57.4%,42.6%,0.1%,Placer,2021-03-24,2021-03-23,2021-03-25 04:34:59
54.3%,45.6%,0.0%,Plumas,2021-03-24,2021-03-23,2021-03-25 04:35:02
56.2%,43.4%,0.4%,Riverside,2021-03-24,2021-03-23,2021-03-25 04:35:04
57.5%,42.3%,0.2%,Sacramento,2021-03-24,2021-03-23,2021-03-25 04:35:07
56.9%,42.7%,0.4%,San Benito,2021-03-24,2021-03-23,2021-03-25 04:35:09
57.4%,42.5%,0.1%,San Bernardino,2021-03-24,2021-03-23,2021-03-25 04:35:12
57.4%,41.9%,0.8%,San Diego,2021-03-24,2021-03-23,2021-03-25 04:35:15
53.1%,46.6%,0.3%,San Francisco,2021-03-24,2021-03-23,2021-03-25 04:35:17
56.8%,42.5%,0.8%,San Joaquin,2021-03-24,2021-03-23,2021-03-25 04:35:20
56.6%,43.3%,0.1%,San Luis Obispo,2021-03-24,2021-03-23,2021-03-25 04:35:23
57.0%,42.9%,0.1%,San Mateo,2021-03-24,2021-03-23,2021-03-25 04:35:25
56.6%,43.3%,0.1%,Santa Barbara,2021-03-24,2021-03-23,2021-03-25 04:35:28
57.2%,42.7%,0.1%,Santa Clara,2021-03-24,2021-03-23,2021-03-25 04:35:31
57.1%,42.5%,0.4%,Santa Cruz,2021-03-24,2021-03-23,2021-03-25 04:35:33
57.5%,42.4%,0.1%,Shasta,2021-03-24,2021-03-23,2021-03-25 04:35:36
52.1%,47.7%,0.2%,Sierra,2021-03-24,2021-03-23,2021-03-25 04:35:39
55.5%,44.5%,0.0%,Siskiyou,2021-03-24,2021-03-23,2021-03-25 04:35:41
57.4%,42.4%,0.2%,Solano,2021-03-24,2021-03-23,2021-03-25 04:35:44
56.9%,43.1%,0.1%,Sonoma,2021-03-24,2021-03-23,2021-03-25 04:35:47
56.4%,43.2%,0.4%,Stanislaus,2021-03-24,2021-03-23,2021-03-25 04:35:49
56.0%,43.6%,0.5%,Sutter,2021-03-24,2021-03-23,2021-03-25 04:35:52
56.0%,43.9%,0.0%,Tehama,2021-03-24,2021-03-23,2021-03-25 04:35:55
50.6%,49.3%,0.2%,Trinity,2021-03-24,2021-03-23,2021-03-25 04:35:57
55.1%,44.8%,0.1%,Tulare,2021-03-24,2021-03-23,2021-03-25 04:36:00
54.9%,45.0%,0.1%,Tuolumne,2021-03-24,2021-03-23,2021-03-25 04:36:03
56.2%,43.7%,0.0%,Ventura,2021-03-24,2021-03-23,2021-03-25 04:36:05
55.3%,40.7%,3.9%,Yolo,2021-03-24,2021-03-23,2021-03-25 04:36:08
57.6%,42.2%,0.3%,Yuba,2021-03-24,2021-03-23,2021-03-25 04:36:11
