American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,San Bernardino,2021-04-01,2021-03-31,2021-04-02 10:24:33
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,San Diego,2021-04-01,2021-03-31,2021-04-02 10:24:35
0.2%,28.1%,3.0%,10.9%,7.0%,0.3%,25.8%,5.9%,18.8%,San Francisco,2021-04-01,2021-03-31,2021-04-02 10:24:38
0.4%,10.9%,3.6%,15.6%,1.8%,0.9%,23.5%,15.2%,28.1%,San Joaquin,2021-04-01,2021-03-31,2021-04-02 10:24:41
0.2%,1.2%,0.4%,7.4%,10.9%,0.1%,31.3%,14.4%,34.1%,San Luis Obispo,2021-04-01,2021-03-31,2021-04-02 10:24:43
0.2%,17.9%,1.1%,10.1%,12.8%,0.5%,28.2%,10.0%,19.2%,San Mateo,2021-04-01,2021-03-31,2021-04-02 10:24:46
0.3%,2.8%,0.8%,21.6%,15.6%,0.2%,34.1%,14.1%,10.5%,Santa Barbara,2021-04-01,2021-03-31,2021-04-02 10:24:49
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Santa Clara,2021-04-01,2021-03-31,2021-04-02 10:24:51
0.2%,2.0%,0.4%,20.2%,14.4%,0.1%,40.0%,10.1%,12.7%,Santa Cruz,2021-04-01,2021-03-31,2021-04-02 10:24:54
0.7%,1.4%,0.4%,3.3%,18.5%,0.1%,45.0%,13.4%,17.0%,Shasta,2021-04-01,2021-03-31,2021-04-02 10:24:56
0.5%,0.9%,0.1%,8.2%,8.8%,0.0%,72.6%,3.1%,5.8%,Sierra,2021-04-01,2021-03-31,2021-04-02 10:24:59
1.6%,0.8%,0.5%,6.3%,8.2%,0.0%,58.8%,4.4%,19.3%,Siskiyou,2021-04-01,2021-03-31,2021-04-02 10:25:02
0.3%,10.5%,6.3%,9.0%,6.5%,0.9%,26.2%,10.9%,29.4%,Solano,2021-04-01,2021-03-31,2021-04-02 10:25:04
0.5%,2.1%,0.7%,13.8%,10.4%,0.2%,42.8%,8.4%,21.1%,Sonoma,2021-04-01,2021-03-31,2021-04-02 10:25:07
0.5%,5.2%,1.7%,26.0%,0.6%,0.7%,35.9%,9.6%,19.9%,Stanislaus,2021-04-01,2021-03-31,2021-04-02 10:25:10
0.7%,13.6%,1.0%,16.7%,11.9%,0.3%,38.3%,7.5%,10.1%,Sutter,2021-04-01,2021-03-31,2021-04-02 10:25:12
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Tehama,2021-04-01,2021-03-31,2021-04-02 10:25:15
1.3%,1.1%,0.2%,2.3%,8.5%,0.3%,62.2%,3.4%,20.8%,Trinity,2021-04-01,2021-03-31,2021-04-02 10:25:18
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Tulare,2021-04-01,2021-03-31,2021-04-02 10:25:20
0.5%,1.4%,0.3%,4.6%,1.1%,0.4%,78.6%,6.5%,6.6%,Tuolumne,2021-04-01,2021-03-31,2021-04-02 10:25:23
0.2%,5.3%,0.9%,27.3%,15.6%,0.3%,33.6%,10.9%,5.9%,Ventura,2021-04-01,2021-03-31,2021-04-02 10:25:25
0.4%,6.3%,1.0%,13.2%,7.3%,0.3%,30.2%,9.6%,31.7%,Yolo,2021-04-01,2021-03-31,2021-04-02 10:25:28
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Yuba,2021-04-01,2021-03-31,2021-04-02 10:25:30
