0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
1.2%,43.8%,28.8%,26.2%,Mono,2021-03-24,2021-03-23,2021-03-25 01:19:21
0.3%,36.2%,22.5%,41.0%,Monterey,2021-03-24,2021-03-23,2021-03-25 01:19:24
0.3%,36.2%,22.5%,41.0%,Napa,2021-03-24,2021-03-23,2021-03-25 01:19:28
0.3%,36.2%,22.5%,41.0%,Nevada,2021-03-24,2021-03-23,2021-03-25 01:19:31
0.3%,34.7%,22.3%,42.8%,Orange,2021-03-24,2021-03-23,2021-03-25 01:19:35
0.4%,27.7%,21.4%,50.5%,Placer,2021-03-24,2021-03-23,2021-03-25 01:19:38
0.1%,19.4%,18.6%,61.9%,Plumas,2021-03-24,2021-03-23,2021-03-25 01:19:42
0.2%,30.6%,22.6%,46.6%,Riverside,2021-03-24,2021-03-23,2021-03-25 01:19:46
0.3%,36.1%,23.3%,40.3%,Sacramento,2021-03-24,2021-03-23,2021-03-25 01:19:50
0.3%,36.2%,22.5%,41.0%,San Benito,2021-03-24,2021-03-23,2021-03-25 01:19:54
0.3%,36.2%,22.5%,41.0%,San Bernardino,2021-03-24,2021-03-23,2021-03-25 01:19:57
0.3%,34.7%,20.0%,45.0%,San Diego,2021-03-24,2021-03-23,2021-03-25 01:20:01
0.3%,43.5%,21.9%,34.3%,San Francisco,2021-03-24,2021-03-23,2021-03-25 01:20:05
0.3%,36.2%,22.5%,41.0%,San Joaquin,2021-03-24,2021-03-23,2021-03-25 01:20:08
0.1%,25.1%,17.0%,57.7%,San Luis Obispo,2021-03-24,2021-03-23,2021-03-25 01:20:12
0.4%,36.8%,22.4%,40.3%,San Mateo,2021-03-24,2021-03-23,2021-03-25 01:20:16
0.2%,32.6%,18.4%,48.8%,Santa Barbara,2021-03-24,2021-03-23,2021-03-25 01:20:20
0.3%,35.4%,22.1%,42.2%,Santa Clara,2021-03-24,2021-03-23,2021-03-25 01:20:23
0.3%,34.2%,21.3%,44.2%,Santa Cruz,2021-03-24,2021-03-23,2021-03-25 01:20:27
0.2%,23.1%,21.4%,55.3%,Shasta,2021-03-24,2021-03-23,2021-03-25 01:20:30
0.3%,36.2%,22.5%,41.0%,Sierra,2021-03-24,2021-03-23,2021-03-25 01:20:34
0.4%,20.3%,22.8%,56.5%,Siskiyou,2021-03-24,2021-03-23,2021-03-25 01:20:38
0.3%,32.6%,25.1%,42.0%,Solano,2021-03-24,2021-03-23,2021-03-25 01:20:41
0.3%,31.1%,22.5%,46.1%,Sonoma,2021-03-24,2021-03-23,2021-03-25 01:20:45
0.5%,33.9%,25.2%,40.4%,Stanislaus,2021-03-24,2021-03-23,2021-03-25 01:20:49
0.2%,30.5%,24.4%,44.8%,Sutter,2021-03-24,2021-03-23,2021-03-25 01:20:52
0.0%,24.4%,23.5%,52.1%,Tehama,2021-03-24,2021-03-23,2021-03-25 01:20:55
0.1%,19.1%,21.1%,59.7%,Trinity,2021-03-24,2021-03-23,2021-03-25 01:20:59
0.5%,40.9%,25.2%,33.4%,Tulare,2021-03-24,2021-03-23,2021-03-25 01:21:03
0.3%,36.2%,22.5%,41.0%,Tuolumne,2021-03-24,2021-03-23,2021-03-25 01:21:06
0.4%,34.6%,22.1%,43.0%,Ventura,2021-03-24,2021-03-23,2021-03-25 01:21:10
0.3%,36.2%,22.5%,41.0%,Yolo,2021-03-24,2021-03-23,2021-03-25 01:21:12
0.1%,28.4%,23.1%,48.4%,Yuba,2021-03-24,2021-03-23,2021-03-25 01:21:16
