American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,8.9%,4.9%,27.5%,11.9%,0.4%,24.9%,12.6%,8.7%,San Bernardino,2021-03-31,2021-03-30,2021-04-01 02:44:53
0.4%,11.9%,2.5%,20.6%,0.5%,0.6%,45.9%,9.3%,8.4%,San Diego,2021-03-31,2021-03-30,2021-04-01 02:44:55
0.2%,28.2%,3.0%,10.9%,7.1%,0.3%,25.9%,5.9%,18.5%,San Francisco,2021-03-31,2021-03-30,2021-04-01 02:44:58
0.4%,10.7%,3.6%,15.5%,1.8%,0.9%,23.7%,15.2%,28.2%,San Joaquin,2021-03-31,2021-03-30,2021-04-01 02:45:00
0.2%,1.2%,0.4%,7.3%,11.0%,0.1%,31.1%,14.5%,34.1%,San Luis Obispo,2021-03-31,2021-03-30,2021-04-01 02:45:03
0.2%,18.0%,1.1%,10.1%,12.9%,0.5%,28.3%,10.0%,18.9%,San Mateo,2021-03-31,2021-03-30,2021-04-01 02:45:05
0.3%,2.8%,0.8%,21.6%,16.0%,0.2%,34.2%,14.0%,10.2%,Santa Barbara,2021-03-31,2021-03-30,2021-04-01 02:45:08
0.1%,24.6%,1.3%,11.4%,11.6%,0.4%,23.3%,8.5%,18.7%,Santa Clara,2021-03-31,2021-03-30,2021-04-01 02:45:10
0.2%,2.0%,0.4%,20.1%,14.5%,0.1%,40.2%,10.1%,12.4%,Santa Cruz,2021-03-31,2021-03-30,2021-04-01 02:45:12
0.7%,1.4%,0.4%,3.3%,18.6%,0.1%,45.1%,13.4%,16.9%,Shasta,2021-03-31,2021-03-30,2021-04-01 02:45:15
0.5%,0.9%,0.1%,8.2%,8.9%,0.0%,72.7%,3.2%,5.6%,Sierra,2021-03-31,2021-03-30,2021-04-01 02:45:17
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Siskiyou,2021-03-31,2021-03-30,2021-04-01 02:45:19
0.3%,10.6%,6.4%,9.0%,6.6%,0.9%,26.3%,11.0%,29.0%,Solano,2021-03-31,2021-03-30,2021-04-01 02:45:22
0.5%,2.1%,0.7%,13.7%,10.5%,0.2%,43.0%,8.4%,20.9%,Sonoma,2021-03-31,2021-03-30,2021-04-01 02:45:24
0.4%,5.2%,1.7%,25.9%,0.6%,0.7%,36.0%,9.5%,20.1%,Stanislaus,2021-03-31,2021-03-30,2021-04-01 02:45:26
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Sutter,2021-03-31,2021-03-30,2021-04-01 02:45:29
1.0%,0.6%,0.2%,10.8%,8.3%,0.1%,48.5%,10.0%,20.4%,Tehama,2021-03-31,2021-03-30,2021-04-01 02:45:31
1.3%,1.1%,0.2%,2.2%,8.8%,0.3%,62.4%,3.3%,20.5%,Trinity,2021-03-31,2021-03-30,2021-04-01 02:45:33
0.3%,2.6%,0.7%,43.7%,5.7%,0.2%,29.7%,6.0%,11.2%,Tulare,2021-03-31,2021-03-30,2021-04-01 02:45:36
0.5%,1.4%,0.3%,4.6%,1.1%,0.4%,78.7%,6.5%,6.6%,Tuolumne,2021-03-31,2021-03-30,2021-04-01 02:45:38
0.2%,5.3%,0.9%,27.5%,15.7%,0.3%,33.6%,10.8%,5.8%,Ventura,2021-03-31,2021-03-30,2021-04-01 02:45:41
0.4%,6.3%,1.0%,13.1%,7.3%,0.3%,30.4%,9.5%,31.7%,Yolo,2021-03-31,2021-03-30,2021-04-01 02:45:43
1.1%,4.2%,2.0%,17.2%,9.3%,0.3%,48.6%,4.8%,12.4%,Yuba,2021-03-31,2021-03-30,2021-04-01 02:45:45
