0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,45.4%,27.1%,26.8%,Alameda,2021-04-14,2021-04-13,2021-04-14 20:20:40
0.1%,36.5%,35.3%,28.1%,Alpine,2021-04-14,2021-04-09,2021-04-14 20:20:42
0.8%,41.2%,27.5%,30.5%,Amador,2021-04-14,2021-04-13,2021-04-14 20:20:45
0.7%,35.7%,24.9%,38.6%,Butte,2021-04-14,2021-04-13,2021-04-14 20:20:48
0.5%,17.8%,27.9%,53.9%,Calaveras,2021-04-14,2021-04-13,2021-04-14 20:20:50
0.2%,38.2%,27.9%,33.8%,Colusa,2021-04-14,2021-04-13,2021-04-14 20:20:53
1.3%,40.4%,28.7%,29.6%,Contra Costa,2021-04-14,2021-04-13,2021-04-14 20:20:56
0.8%,41.2%,27.5%,30.5%,Del Norte,2021-04-14,2021-04-13,2021-04-14 20:20:58
0.6%,26.0%,29.8%,43.6%,El Dorado,2021-04-14,2021-04-13,2021-04-14 20:21:01
0.8%,42.8%,26.8%,29.6%,Fresno,2021-04-14,2021-04-13,2021-04-14 20:21:04
0.4%,32.5%,27.6%,39.5%,Glenn,2021-04-14,2021-04-13,2021-04-14 20:21:07
0.4%,38.5%,23.9%,37.1%,Humboldt,2021-04-14,2021-04-13,2021-04-14 20:21:09
0.5%,42.8%,26.4%,30.3%,Imperial,2021-04-14,2021-04-13,2021-04-14 20:21:12
0.3%,29.3%,26.1%,44.3%,Inyo,2021-04-14,2021-04-13,2021-04-14 20:21:14
1.2%,42.5%,27.2%,29.0%,Kern,2021-04-14,2021-04-13,2021-04-14 20:21:17
0.7%,44.5%,28.9%,25.9%,Kings,2021-04-14,2021-04-13,2021-04-14 20:21:20
0.2%,25.6%,29.0%,45.2%,Lake,2021-04-14,2021-04-13,2021-04-14 20:21:22
0.1%,24.5%,28.0%,47.4%,Lassen,2021-04-14,2021-04-13,2021-04-14 20:21:25
0.7%,44.0%,27.9%,27.3%,Los Angeles,2021-04-14,2021-04-13,2021-04-14 20:21:27
0.8%,37.4%,26.9%,34.9%,Madera,2021-04-14,2021-04-13,2021-04-14 20:21:30
1.4%,34.1%,29.7%,34.8%,Marin,2021-04-14,2021-04-13,2021-04-14 20:21:32
0.2%,20.0%,25.5%,54.3%,Mariposa,2021-04-14,2021-04-13,2021-04-14 20:21:35
0.8%,41.2%,27.5%,30.5%,Mendocino,2021-04-14,2021-04-13,2021-04-14 20:21:37
0.6%,42.4%,26.7%,30.2%,Merced,2021-04-14,2021-04-13,2021-04-14 20:21:40
0.6%,20.9%,26.6%,51.8%,Modoc,2021-04-14,2021-04-13,2021-04-14 20:21:43
1.4%,46.7%,29.3%,22.6%,Mono,2021-04-14,2021-04-13,2021-04-14 20:21:45
0.9%,45.2%,26.2%,27.6%,Monterey,2021-04-14,2021-04-13,2021-04-14 20:21:48
0.6%,38.1%,26.7%,34.7%,Napa,2021-04-14,2021-04-13,2021-04-14 20:21:50
0.8%,25.6%,25.9%,47.6%,Nevada,2021-04-14,2021-04-13,2021-04-14 20:21:53
0.8%,40.1%,28.3%,30.9%,Orange,2021-04-14,2021-04-13,2021-04-14 20:21:55
0.8%,30.5%,27.1%,41.6%,Placer,2021-04-14,2021-04-13,2021-04-14 20:21:58
0.2%,22.5%,25.7%,51.6%,Plumas,2021-04-14,2021-04-13,2021-04-14 20:22:00
1.0%,36.1%,28.0%,34.9%,Riverside,2021-04-14,2021-04-13,2021-04-14 20:22:03
0.8%,39.3%,27.6%,32.4%,Sacramento,2021-04-14,2021-04-13,2021-04-14 20:22:06
0.4%,40.8%,29.2%,29.7%,San Benito,2021-04-14,2021-04-13,2021-04-14 20:22:08
0.9%,40.0%,29.1%,30.0%,San Bernardino,2021-04-14,2021-04-13,2021-04-14 20:22:11
0.7%,40.1%,25.4%,33.9%,San Diego,2021-04-14,2021-04-13,2021-04-14 20:22:14
0.8%,41.2%,27.5%,30.5%,San Francisco,2021-04-14,2021-04-13,2021-04-14 20:22:16
0.7%,39.0%,28.8%,31.5%,San Joaquin,2021-04-14,2021-04-13,2021-04-14 20:22:19
0.5%,31.8%,25.6%,42.1%,San Luis Obispo,2021-04-14,2021-04-13,2021-04-14 20:22:21
0.8%,41.6%,28.1%,29.4%,San Mateo,2021-04-14,2021-04-13,2021-04-14 20:22:24
0.9%,40.9%,25.5%,32.7%,Santa Barbara,2021-04-14,2021-04-13,2021-04-14 20:22:27
0.8%,41.2%,27.5%,30.5%,Santa Clara,2021-04-14,2021-04-13,2021-04-14 20:22:29
0.7%,38.1%,27.8%,33.4%,Santa Cruz,2021-04-14,2021-04-13,2021-04-14 20:22:32
0.6%,25.2%,25.6%,48.6%,Shasta,2021-04-14,2021-04-13,2021-04-14 20:22:34
0.000%,24.2%,28.9%,46.9%,Sierra,2021-04-14,2021-04-12,2021-04-14 20:22:37
0.5%,22.9%,25.2%,51.5%,Siskiyou,2021-04-14,2021-04-13,2021-04-14 20:22:39
0.6%,36.4%,28.8%,34.2%,Solano,2021-04-14,2021-04-13,2021-04-14 20:22:42
0.7%,35.4%,27.4%,36.4%,Sonoma,2021-04-14,2021-04-13,2021-04-14 20:22:45
1.3%,39.2%,27.3%,32.2%,Stanislaus,2021-04-14,2021-04-13,2021-04-14 20:22:47
0.4%,35.6%,27.9%,36.1%,Sutter,2021-04-14,2021-04-13,2021-04-14 20:22:50
0.8%,41.2%,27.5%,30.5%,Tehama,2021-04-14,2021-04-13,2021-04-14 20:22:52
0.1%,21.3%,25.7%,52.9%,Trinity,2021-04-14,2021-04-13,2021-04-14 20:22:55
1.0%,43.6%,27.2%,28.2%,Tulare,2021-04-14,2021-04-13,2021-04-14 20:22:58
0.5%,21.4%,26.6%,51.6%,Tuolumne,2021-04-14,2021-04-13,2021-04-14 20:23:00
0.7%,36.9%,29.5%,32.9%,Ventura,2021-04-14,2021-04-13,2021-04-14 20:23:03
0.9%,46.4%,24.9%,27.8%,Yolo,2021-04-14,2021-04-13,2021-04-14 20:23:05
0.3%,34.4%,28.8%,36.5%,Yuba,2021-04-14,2021-04-13,2021-04-14 20:23:08
