0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.3%,22.7%,35.6%,Alameda,2021-03-27,2021-03-26,2021-03-28 02:40:12
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-27,2021-03-25,2021-03-28 02:40:15
0.1%,17.9%,21.6%,60.4%,Amador,2021-03-27,2021-03-26,2021-03-28 02:40:17
0.2%,31.3%,23.9%,44.6%,Butte,2021-03-27,2021-03-26,2021-03-28 02:40:20
0.3%,15.6%,21.8%,62.2%,Calaveras,2021-03-27,2021-03-26,2021-03-28 02:40:22
0.1%,35.0%,24.0%,40.9%,Colusa,2021-03-27,2021-03-26,2021-03-28 02:40:26
0.5%,33.7%,25.8%,40.0%,Contra Costa,2021-03-27,2021-03-26,2021-03-28 02:40:28
0.1%,24.1%,25.3%,50.4%,Del Norte,2021-03-27,2021-03-26,2021-03-28 02:40:31
0.4%,24.0%,24.8%,50.9%,El Dorado,2021-03-27,2021-03-26,2021-03-28 02:40:33
0.4%,40.0%,25.0%,34.6%,Fresno,2021-03-27,2021-03-26,2021-03-28 02:40:36
0.2%,29.6%,24.3%,45.9%,Glenn,2021-03-27,2021-03-26,2021-03-28 02:40:38
0.1%,33.2%,19.6%,47.0%,Humboldt,2021-03-27,2021-03-26,2021-03-28 02:40:41
0.2%,38.5%,23.0%,38.2%,Imperial,2021-03-27,2021-03-26,2021-03-28 02:40:43
0.3%,27.3%,21.2%,51.3%,Inyo,2021-03-27,2021-03-26,2021-03-28 02:40:46
0.4%,38.4%,24.8%,36.4%,Kern,2021-03-27,2021-03-26,2021-03-28 02:40:48
0.4%,42.1%,27.5%,30.1%,Kings,2021-03-27,2021-03-26,2021-03-28 02:40:51
0.2%,24.1%,23.8%,51.9%,Lake,2021-03-27,2021-03-26,2021-03-28 02:40:53
0.0%,22.9%,25.2%,51.9%,Lassen,2021-03-27,2021-03-26,2021-03-28 02:40:56
0.4%,40.7%,23.8%,35.1%,Los Angeles,2021-03-27,2021-03-26,2021-03-28 02:40:58
0.3%,33.8%,25.1%,40.9%,Madera,2021-03-27,2021-03-26,2021-03-28 02:41:01
0.9%,30.0%,24.8%,44.4%,Marin,2021-03-27,2021-03-26,2021-03-28 02:41:03
0.1%,18.2%,22.9%,58.7%,Mariposa,2021-03-27,2021-03-26,2021-03-28 02:41:06
0.6%,33.3%,24.3%,41.8%,Mendocino,2021-03-27,2021-03-26,2021-03-28 02:41:08
0.5%,38.2%,25.4%,36.0%,Merced,2021-03-27,2021-03-26,2021-03-28 02:41:11
0.1%,19.0%,25.3%,55.5%,Modoc,2021-03-27,2021-03-26,2021-03-28 02:41:13
1.2%,43.9%,28.9%,26.0%,Mono,2021-03-27,2021-03-26,2021-03-28 02:41:16
0.3%,39.6%,22.9%,37.2%,Monterey,2021-03-27,2021-03-26,2021-03-28 02:41:18
0.3%,35.9%,23.2%,40.6%,Napa,2021-03-27,2021-03-26,2021-03-28 02:41:21
0.4%,21.8%,20.2%,57.6%,Nevada,2021-03-27,2021-03-26,2021-03-28 02:41:23
0.3%,36.3%,23.5%,40.0%,Orange,2021-03-27,2021-03-26,2021-03-28 02:41:26
0.4%,28.3%,22.2%,49.1%,Placer,2021-03-27,2021-03-26,2021-03-28 02:41:28
0.1%,19.9%,19.9%,60.2%,Plumas,2021-03-27,2021-03-26,2021-03-28 02:41:30
0.3%,31.7%,23.8%,44.2%,Riverside,2021-03-27,2021-03-26,2021-03-28 02:41:33
0.4%,36.7%,24.0%,38.8%,Sacramento,2021-03-27,2021-03-26,2021-03-28 02:41:35
0.2%,37.8%,24.1%,37.8%,San Benito,2021-03-27,2021-03-26,2021-03-28 02:41:38
0.4%,36.9%,24.6%,38.0%,San Bernardino,2021-03-27,2021-03-26,2021-03-28 02:41:40
0.3%,35.6%,20.7%,43.4%,San Diego,2021-03-27,2021-03-26,2021-03-28 02:41:43
0.3%,44.6%,22.4%,32.7%,San Francisco,2021-03-27,2021-03-26,2021-03-28 02:41:45
0.4%,35.7%,25.6%,38.3%,San Joaquin,2021-03-27,2021-03-26,2021-03-28 02:41:48
0.2%,26.8%,18.8%,54.2%,San Luis Obispo,2021-03-27,2021-03-26,2021-03-28 02:41:50
0.5%,38.0%,23.2%,38.3%,San Mateo,2021-03-27,2021-03-26,2021-03-28 02:41:53
0.2%,33.7%,19.7%,46.3%,Santa Barbara,2021-03-27,2021-03-26,2021-03-28 02:41:55
0.4%,36.9%,23.2%,39.5%,Santa Clara,2021-03-27,2021-03-26,2021-03-28 02:41:58
0.4%,35.2%,22.3%,42.2%,Santa Cruz,2021-03-27,2021-03-26,2021-03-28 02:42:00
0.2%,23.5%,22.0%,54.2%,Shasta,2021-03-27,2021-03-26,2021-03-28 02:42:02
0.0%,20.6%,27.8%,51.7%,Sierra,2021-03-27,2021-03-26,2021-03-28 02:42:05
0.4%,21.8%,22.9%,54.8%,Siskiyou,2021-03-27,2021-03-26,2021-03-28 02:42:07
0.3%,33.3%,25.8%,40.5%,Solano,2021-03-27,2021-03-26,2021-03-28 02:42:10
0.3%,32.3%,23.5%,43.9%,Sonoma,2021-03-27,2021-03-26,2021-03-28 02:42:12
0.5%,34.7%,25.8%,38.9%,Stanislaus,2021-03-27,2021-03-26,2021-03-28 02:42:15
0.2%,30.9%,25.0%,43.9%,Sutter,2021-03-27,2021-03-26,2021-03-28 02:42:17
0.1%,24.4%,24.2%,51.3%,Tehama,2021-03-27,2021-03-26,2021-03-28 02:42:20
0.1%,19.6%,22.1%,58.3%,Trinity,2021-03-27,2021-03-26,2021-03-28 02:42:22
0.5%,41.3%,25.6%,32.5%,Tulare,2021-03-27,2021-03-26,2021-03-28 02:42:24
0.1%,18.6%,24.6%,56.7%,Tuolumne,2021-03-27,2021-03-26,2021-03-28 02:42:27
0.4%,35.4%,23.0%,41.1%,Ventura,2021-03-27,2021-03-26,2021-03-28 02:42:29
0.5%,42.9%,21.8%,34.9%,Yolo,2021-03-27,2021-03-26,2021-03-28 02:42:32
0.1%,29.2%,24.0%,46.6%,Yuba,2021-03-27,2021-03-26,2021-03-28 02:42:34
