American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Alameda,2021-04-14,2021-04-13,2021-04-15 10:21:45
1.7%,0.6%,0.2%,1.0%,0.2%,0.000%,18.4%,0.7%,77.0%,Alpine,2021-04-14,2021-04-09,2021-04-15 10:21:48
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Amador,2021-04-14,2021-04-13,2021-04-15 10:21:51
1.1%,2.8%,0.8%,9.7%,16.8%,0.1%,57.7%,6.7%,4.3%,Butte,2021-04-14,2021-04-13,2021-04-15 10:21:53
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Calaveras,2021-04-14,2021-04-13,2021-04-15 10:21:56
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Colusa,2021-04-14,2021-04-13,2021-04-15 10:21:58
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Contra Costa,2021-04-14,2021-04-13,2021-04-15 10:22:01
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Del Norte,2021-04-14,2021-04-13,2021-04-15 10:22:03
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,El Dorado,2021-04-14,2021-04-13,2021-04-15 10:22:06
0.5%,8.2%,2.3%,36.0%,10.4%,0.2%,28.4%,7.9%,6.2%,Fresno,2021-04-14,2021-04-13,2021-04-15 10:22:08
1.8%,1.5%,0.2%,27.3%,9.4%,0.1%,42.2%,10.7%,6.7%,Glenn,2021-04-14,2021-04-13,2021-04-15 10:22:11
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Humboldt,2021-04-14,2021-04-13,2021-04-15 10:22:14
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Imperial,2021-04-14,2021-04-13,2021-04-15 10:22:16
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Inyo,2021-04-14,2021-04-13,2021-04-15 10:22:19
0.3%,4.4%,2.5%,35.7%,11.8%,0.2%,28.7%,9.5%,6.9%,Kern,2021-04-14,2021-04-13,2021-04-15 10:22:22
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Kings,2021-04-14,2021-04-13,2021-04-15 10:22:24
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Lake,2021-04-14,2021-04-13,2021-04-15 10:22:27
1.1%,1.6%,0.8%,8.7%,7.8%,0.3%,63.1%,3.3%,13.2%,Lassen,2021-04-14,2021-04-13,2021-04-15 10:22:29
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Los Angeles,2021-04-14,2021-04-13,2021-04-15 10:22:32
0.8%,2.1%,1.6%,36.9%,7.5%,0.1%,34.0%,9.7%,7.4%,Madera,2021-04-14,2021-04-13,2021-04-15 10:22:34
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Marin,2021-04-14,2021-04-13,2021-04-15 10:22:37
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Mariposa,2021-04-14,2021-04-13,2021-04-15 10:22:40
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Mendocino,2021-04-14,2021-04-13,2021-04-15 10:22:42
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Merced,2021-04-14,2021-04-13,2021-04-15 10:22:45
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,71.8%,1.8%,6.4%,Modoc,2021-04-14,2021-04-13,2021-04-15 10:22:48
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Mono,2021-04-14,2021-04-13,2021-04-15 10:22:50
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Monterey,2021-04-14,2021-04-13,2021-04-15 10:22:53
0.2%,5.2%,1.1%,20.7%,8.1%,0.4%,46.9%,7.6%,9.7%,Napa,2021-04-14,2021-04-13,2021-04-15 10:22:55
