American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Alameda,2021-04-09,2021-04-08,2021-04-10 02:40:07
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Alpine,2021-04-09,2021-04-08,2021-04-10 02:40:10
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Amador,2021-04-09,2021-04-08,2021-04-10 02:40:12
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Butte,2021-04-09,2021-04-08,2021-04-10 02:40:15
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Calaveras,2021-04-09,2021-04-08,2021-04-10 02:40:18
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Colusa,2021-04-09,2021-04-08,2021-04-10 02:40:21
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Contra Costa,2021-04-09,2021-04-08,2021-04-10 02:40:23
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Del Norte,2021-04-09,2021-04-08,2021-04-10 02:40:26
0.3%,3.8%,0.6%,6.6%,14.3%,0.3%,60.9%,7.2%,6.0%,El Dorado,2021-04-09,2021-04-08,2021-04-10 02:40:29
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Fresno,2021-04-09,2021-04-08,2021-04-10 02:40:31
1.8%,1.5%,0.2%,27.4%,9.6%,0.1%,42.8%,10.8%,5.8%,Glenn,2021-04-09,2021-04-08,2021-04-10 02:40:34
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Humboldt,2021-04-09,2021-04-08,2021-04-10 02:40:37
0.2%,0.8%,0.4%,72.4%,2.8%,0.1%,10.1%,7.7%,5.7%,Imperial,2021-04-09,2021-04-08,2021-04-10 02:40:39
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Inyo,2021-04-09,2021-04-08,2021-04-10 02:40:42
0.3%,4.4%,2.5%,35.6%,12.3%,0.2%,29.0%,9.4%,6.3%,Kern,2021-04-09,2021-04-08,2021-04-10 02:40:44
0.6%,2.9%,2.2%,45.4%,7.8%,0.2%,27.4%,5.8%,7.6%,Kings,2021-04-09,2021-04-08,2021-04-10 02:40:47
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Lake,2021-04-09,2021-04-08,2021-04-10 02:40:49
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Lassen,2021-04-09,2021-04-08,2021-04-10 02:40:52
0.2%,13.1%,4.4%,28.8%,17.6%,0.3%,20.1%,12.0%,3.5%,Los Angeles,2021-04-09,2021-04-08,2021-04-10 02:40:54
0.9%,2.1%,1.6%,37.1%,7.8%,0.1%,34.7%,9.7%,6.0%,Madera,2021-04-09,2021-04-08,2021-04-10 02:40:57
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Marin,2021-04-09,2021-04-08,2021-04-10 02:41:00
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Mariposa,2021-04-09,2021-04-08,2021-04-10 02:41:02
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Mendocino,2021-04-09,2021-04-08,2021-04-10 02:41:05
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Merced,2021-04-09,2021-04-08,2021-04-10 02:41:07
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Modoc,2021-04-09,2021-04-08,2021-04-10 02:41:10
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Mono,2021-04-09,2021-04-08,2021-04-10 02:41:13
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Monterey,2021-04-09,2021-04-08,2021-04-10 02:41:16
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Napa,2021-04-09,2021-04-08,2021-04-10 02:41:19
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Nevada,2021-04-09,2021-04-08,2021-04-10 02:41:21
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Orange,2021-04-09,2021-04-08,2021-04-10 02:41:24
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Placer,2021-04-09,2021-04-08,2021-04-10 02:41:26
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Plumas,2021-04-09,2021-04-08,2021-04-10 02:41:29
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Riverside,2021-04-09,2021-04-08,2021-04-10 02:41:32
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Sacramento,2021-04-09,2021-04-08,2021-04-10 02:41:35
0.3%,2.8%,0.7%,34.9%,6.1%,0.3%,25.2%,10.9%,18.7%,San Benito,2021-04-09,2021-04-08,2021-04-10 02:41:38
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Bernardino,2021-04-09,2021-04-08,2021-04-10 02:41:41
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Diego,2021-04-09,2021-04-08,2021-04-10 02:41:43
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Francisco,2021-04-09,2021-04-08,2021-04-10 02:41:46
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Joaquin,2021-04-09,2021-04-08,2021-04-10 02:41:49
0.2%,1.7%,0.5%,10.1%,13.9%,0.2%,39.6%,10.9%,23.0%,San Luis Obispo,2021-04-09,2021-04-08,2021-04-10 02:41:52
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,San Mateo,2021-04-09,2021-04-08,2021-04-10 02:41:55
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Santa Barbara,2021-04-09,2021-04-08,2021-04-10 02:41:57
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Santa Clara,2021-04-09,2021-04-08,2021-04-10 02:42:00
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Santa Cruz,2021-04-09,2021-04-08,2021-04-10 02:42:03
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Shasta,2021-04-09,2021-04-08,2021-04-10 02:42:06
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Sierra,2021-04-09,2021-04-08,2021-04-10 02:42:08
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Siskiyou,2021-04-09,2021-04-08,2021-04-10 02:42:11
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Solano,2021-04-09,2021-04-08,2021-04-10 02:42:13
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Sonoma,2021-04-09,2021-04-08,2021-04-10 02:42:16
0.5%,5.6%,1.8%,26.6%,0.9%,0.7%,36.8%,10.6%,16.5%,Stanislaus,2021-04-09,2021-04-08,2021-04-10 02:42:19
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Sutter,2021-04-09,2021-04-08,2021-04-10 02:42:21
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Tehama,2021-04-09,2021-04-08,2021-04-10 02:42:24
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Trinity,2021-04-09,2021-04-08,2021-04-10 02:42:27
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Tulare,2021-04-09,2021-04-08,2021-04-10 02:42:30
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Tuolumne,2021-04-09,2021-04-08,2021-04-10 02:42:33
