0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,39.5%,21%,39.2%,Alameda,2021-03-20,2021-03-19,2021-03-20 20:18:47
0.2%,32.9%,33.5%,33.5%,Alpine,2021-03-20,2021-03-18,2021-03-20 20:18:50
0.1%,17%,19.2%,63.8%,Amador,2021-03-20,2021-03-19,2021-03-20 20:18:54
0.2%,30.9%,20.1%,48.8%,Butte,2021-03-20,2021-03-19,2021-03-20 20:18:57
0.2%,14.7%,19.8%,65.3%,Calaveras,2021-03-20,2021-03-19,2021-03-20 20:19:01
0.1%,33.8%,22.4%,43.6%,Colusa,2021-03-20,2021-03-19,2021-03-20 20:19:05
0.4%,32%,22.5%,45.2%,Contra Costa,2021-03-20,2021-03-19,2021-03-20 20:19:08
0.1%,24.3%,23.5%,52.1%,Del Norte,2021-03-20,2021-03-19,2021-03-20 20:19:12
0.3%,22.3%,22.1%,55.3%,El Dorado,2021-03-20,2021-03-19,2021-03-20 20:19:16
0.3%,38.4%,23.9%,37.4%,Fresno,2021-03-20,2021-03-19,2021-03-20 20:19:19
0.1%,26.2%,21.3%,52.4%,Glenn,2021-03-20,2021-03-19,2021-03-20 20:19:23
0.1%,31.7%,18.7%,49.5%,Humboldt,2021-03-20,2021-03-19,2021-03-20 20:19:27
0.1%,36.8%,20.3%,42.9%,Imperial,2021-03-20,2021-03-19,2021-03-20 20:19:30
0.1%,25.5%,18.4%,56%,Inyo,2021-03-20,2021-03-19,2021-03-20 20:19:34
0.3%,36.6%,23.1%,40.1%,Kern,2021-03-20,2021-03-19,2021-03-20 20:19:37
0.2%,39.3%,26.3%,34.2%,Kings,2021-03-20,2021-03-19,2021-03-20 20:19:40
0.2%,23.5%,21.6%,54.7%,Lake,2021-03-20,2021-03-19,2021-03-20 20:19:44
0%,20.6%,21.8%,57.6%,Lassen,2021-03-20,2021-03-19,2021-03-20 20:19:48
0.2%,38.2%,21.8%,39.8%,Los Angeles,2021-03-20,2021-03-19,2021-03-20 20:19:51
0.2%,31.5%,23.6%,44.7%,Madera,2021-03-20,2021-03-19,2021-03-20 20:19:55
0.7%,27.1%,22.7%,49.5%,Marin,2021-03-20,2021-03-19,2021-03-20 20:19:59
0.1%,17.9%,19.1%,62.9%,Mariposa,2021-03-20,2021-03-19,2021-03-20 20:20:02
0.5%,32.9%,23.5%,43.1%,Mendocino,2021-03-20,2021-03-19,2021-03-20 20:20:06
0.3%,35.4%,24%,40.4%,Merced,2021-03-20,2021-03-19,2021-03-20 20:20:10
0.1%,18.6%,24.8%,56.5%,Modoc,2021-03-20,2021-03-19,2021-03-20 20:20:13
1.1%,43.6%,28.7%,26.5%,Mono,2021-03-20,2021-03-18,2021-03-20 20:20:17
0.2%,36.1%,20.5%,43.2%,Monterey,2021-03-20,2021-03-19,2021-03-20 20:20:20
0.2%,33.7%,21.7%,44.3%,Napa,2021-03-20,2021-03-19,2021-03-20 20:20:24
0.3%,19.8%,17.2%,62.7%,Nevada,2021-03-20,2021-03-19,2021-03-20 20:20:27
0.2%,32.8%,20.2%,46.8%,Orange,2021-03-20,2021-03-19,2021-03-20 20:20:31
0.3%,26.6%,19.7%,53.4%,Placer,2021-03-20,2021-03-19,2021-03-20 20:20:35
0.1%,19%,17.4%,63.5%,Plumas,2021-03-20,2021-03-19,2021-03-20 20:20:38
0.2%,29.7%,21.1%,49%,Riverside,2021-03-20,2021-03-19,2021-03-20 20:20:42
0.2%,35.1%,22.1%,42.5%,Sacramento,2021-03-20,2021-03-19,2021-03-20 20:20:46
0.1%,36%,22.1%,41.8%,San Benito,2021-03-20,2021-03-19,2021-03-20 20:20:49
0.2%,35.2%,22.5%,42.1%,San Bernardino,2021-03-20,2021-03-19,2021-03-20 20:20:53
0.2%,33.4%,19%,47.4%,San Diego,2021-03-20,2021-03-19,2021-03-20 20:20:57
0.2%,42.2%,21.1%,36.5%,San Francisco,2021-03-20,2021-03-19,2021-03-20 20:21:01
0.3%,33.5%,23.6%,42.5%,San Joaquin,2021-03-20,2021-03-19,2021-03-20 20:21:04
0.1%,23.7%,15.8%,60.5%,San Luis Obispo,2021-03-20,2021-03-19,2021-03-20 20:21:08
0.4%,35.8%,21.4%,42.5%,San Mateo,2021-03-20,2021-03-19,2021-03-20 20:21:12
0.1%,30.3%,17.2%,52.3%,Santa Barbara,2021-03-20,2021-03-19,2021-03-20 20:21:15
0.3%,33.9%,20.6%,45.1%,Santa Clara,2021-03-20,2021-03-19,2021-03-20 20:21:19
0.2%,33.2%,20.1%,46.4%,Santa Cruz,2021-03-20,2021-03-19,2021-03-20 20:21:23
0.1%,22.3%,20.3%,57.3%,Shasta,2021-03-20,2021-03-19,2021-03-20 20:21:26
0%,18.8%,27.5%,53.7%,Sierra,2021-03-20,2021-03-18,2021-03-20 20:21:30
0.4%,19.9%,22.3%,57.4%,Siskiyou,2021-03-20,2021-03-19,2021-03-20 20:21:33
0.2%,32.2%,23.8%,43.7%,Solano,2021-03-20,2021-03-19,2021-03-20 20:21:37
0.2%,30.4%,20.4%,49%,Sonoma,2021-03-20,2021-03-19,2021-03-20 20:21:41
0.4%,31.4%,24.1%,44%,Stanislaus,2021-03-20,2021-03-19,2021-03-20 20:21:45
0.2%,29.7%,23.2%,47%,Sutter,2021-03-20,2021-03-19,2021-03-20 20:21:48
0%,24.2%,23%,52.7%,Tehama,2021-03-20,2021-03-19,2021-03-20 20:21:52
0%,18.5%,20.4%,61%,Trinity,2021-03-20,2021-03-19,2021-03-20 20:21:55
0.4%,40%,24.5%,35.2%,Tulare,2021-03-20,2021-03-19,2021-03-20 20:21:59
0.1%,17.6%,22.2%,60%,Tuolumne,2021-03-20,2021-03-19,2021-03-20 20:22:03
0.3%,33.8%,20.8%,45.1%,Ventura,2021-03-20,2021-03-19,2021-03-20 20:22:06
0.4%,41.1%,20.4%,38.2%,Yolo,2021-03-20,2021-03-19,2021-03-20 20:22:10
0.1%,27.1%,21.5%,51.2%,Yuba,2021-03-20,2021-03-19,2021-03-20 20:22:13
