0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,19.8%,26.2%,53.9%,Modoc,2021-04-04,2021-04-01,2021-04-04 18:34:08
1.5%,45.4%,28.5%,24.6%,Mono,2021-04-04,2021-04-03,2021-04-04 18:34:11
0.4%,41.7%,25.0%,32.9%,Monterey,2021-04-04,2021-04-03,2021-04-04 18:34:13
0.4%,37.1%,24.5%,38.0%,Napa,2021-04-04,2021-04-03,2021-04-04 18:34:16
0.5%,22.9%,23.4%,53.2%,Nevada,2021-04-04,2021-04-03,2021-04-04 18:34:18
0.6%,38.9%,25.6%,35.0%,Orange,2021-04-04,2021-04-03,2021-04-04 18:34:21
0.6%,29.0%,24.1%,46.3%,Placer,2021-04-04,2021-04-03,2021-04-04 18:34:23
0.1%,20.4%,22.0%,57.4%,Plumas,2021-04-04,2021-04-03,2021-04-04 18:34:25
0.5%,33.1%,26.3%,40.1%,Riverside,2021-04-04,2021-04-03,2021-04-04 18:34:28
0.5%,37.8%,25.5%,36.2%,Sacramento,2021-04-04,2021-04-03,2021-04-04 18:34:30
0.3%,39.8%,26.4%,33.5%,San Benito,2021-04-04,2021-04-03,2021-04-04 18:34:33
0.6%,38.2%,27.1%,34.1%,San Bernardino,2021-04-04,2021-04-03,2021-04-04 18:34:35
0.5%,37.8%,23.3%,38.4%,San Diego,2021-04-04,2021-04-03,2021-04-04 18:34:38
0.4%,46.3%,24.2%,29.2%,San Francisco,2021-04-04,2021-04-03,2021-04-04 18:34:40
0.6%,37.4%,26.7%,35.3%,San Joaquin,2021-04-04,2021-04-03,2021-04-04 18:34:43
0.3%,29.0%,22.3%,48.4%,San Luis Obispo,2021-04-04,2021-04-03,2021-04-04 18:34:45
0.6%,39.6%,25.6%,34.1%,San Mateo,2021-04-04,2021-04-03,2021-04-04 18:34:48
0.4%,36.1%,23.8%,39.7%,Santa Barbara,2021-04-04,2021-04-03,2021-04-04 18:34:50
0.7%,39.7%,26.0%,33.6%,Santa Clara,2021-04-04,2021-04-03,2021-04-04 18:34:53
0.5%,36.7%,24.6%,38.2%,Santa Cruz,2021-04-04,2021-04-03,2021-04-04 18:34:55
0.3%,23.9%,23.8%,52.0%,Shasta,2021-04-04,2021-04-03,2021-04-04 18:34:58
0.0%,21.3%,27.9%,50.8%,Sierra,2021-04-04,2021-04-02,2021-04-04 18:35:00
0.4%,22.2%,23.5%,53.9%,Siskiyou,2021-04-04,2021-04-03,2021-04-04 18:35:03
0.4%,34.7%,27.2%,37.7%,Solano,2021-04-04,2021-04-03,2021-04-04 18:35:05
0.5%,33.7%,25.1%,40.7%,Sonoma,2021-04-04,2021-04-03,2021-04-04 18:35:08
0.8%,36.7%,26.7%,35.8%,Stanislaus,2021-04-04,2021-04-03,2021-04-04 18:35:10
0.2%,33.0%,26.8%,40.0%,Sutter,2021-04-04,2021-04-03,2021-04-04 18:35:13
0.3%,25.0%,26.6%,48.1%,Tehama,2021-04-04,2021-04-03,2021-04-04 18:35:15
0.1%,20.3%,24.1%,55.6%,Trinity,2021-04-04,2021-04-02,2021-04-04 18:35:18
0.7%,42.3%,26.5%,30.5%,Tulare,2021-04-04,2021-04-03,2021-04-04 18:35:20
0.1%,19.8%,25.8%,54.3%,Tuolumne,2021-04-04,2021-04-03,2021-04-04 18:35:23
0.6%,36.2%,26.0%,37.2%,Ventura,2021-04-04,2021-04-03,2021-04-04 18:35:25
0.6%,44.1%,23.6%,31.7%,Yolo,2021-04-04,2021-04-03,2021-04-04 18:35:27
0.2%,31.3%,26.9%,41.7%,Yuba,2021-04-04,2021-04-03,2021-04-04 18:35:30
