American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,24.7%,6.2%,11.4%,11.5%,0.6%,27.3%,9.6%,8.4%,Alameda,2021-04-12,2021-04-11,2021-04-12 18:33:07
1.8%,0.6%,0.3%,1.0%,0.3%,0.000%,18.5%,0.8%,76.9%,Alpine,2021-04-12,2021-04-09,2021-04-12 18:33:09
0.8%,1.6%,0.5%,7.8%,3.9%,0.3%,70.7%,8.6%,5.8%,Amador,2021-04-12,2021-04-11,2021-04-12 18:33:12
1.1%,2.8%,0.8%,9.6%,16.9%,0.1%,57.8%,6.7%,4.1%,Butte,2021-04-12,2021-04-11,2021-04-12 18:33:15
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Calaveras,2021-04-12,2021-04-11,2021-04-12 18:33:17
0.8%,0.7%,0.5%,33.7%,6.6%,0.1%,30.6%,5.9%,21.2%,Colusa,2021-04-12,2021-04-11,2021-04-12 18:33:20
0.2%,12.6%,5.0%,14.9%,11.7%,0.6%,37.7%,8.5%,8.6%,Contra Costa,2021-04-12,2021-04-11,2021-04-12 18:33:23
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Del Norte,2021-04-12,2021-04-11,2021-04-12 18:33:26
0.3%,3.8%,0.6%,6.6%,13.9%,0.3%,60.3%,7.2%,6.9%,El Dorado,2021-04-12,2021-04-11,2021-04-12 18:33:28
0.5%,8.2%,2.3%,36.1%,10.6%,0.2%,28.5%,7.9%,5.8%,Fresno,2021-04-12,2021-04-11,2021-04-12 18:33:31
1.8%,1.5%,0.2%,27.4%,9.5%,0.1%,42.5%,10.8%,6.2%,Glenn,2021-04-12,2021-04-11,2021-04-12 18:33:34
3.0%,1.6%,0.8%,8.0%,13.8%,0.2%,65.8%,2.7%,4.1%,Humboldt,2021-04-12,2021-04-11,2021-04-12 18:33:36
0.2%,0.8%,0.4%,71.7%,2.7%,0.1%,10.0%,7.7%,6.5%,Imperial,2021-04-12,2021-04-11,2021-04-12 18:33:39
0.9%,1.2%,0.2%,11.0%,21.2%,0.1%,55.7%,3.4%,6.2%,Inyo,2021-04-12,2021-04-10,2021-04-12 18:33:42
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Kern,2021-04-12,2021-04-11,2021-04-12 18:33:44
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Kings,2021-04-12,2021-04-11,2021-04-12 18:33:47
1.8%,1.3%,1.3%,16.9%,15.4%,0.2%,57.2%,2.6%,3.3%,Lake,2021-04-12,2021-04-11,2021-04-12 18:33:50
1.0%,1.6%,0.8%,8.8%,7.8%,0.3%,63.1%,3.3%,13.1%,Lassen,2021-04-12,2021-04-10,2021-04-12 18:33:52
0.2%,13.0%,4.4%,28.9%,17.1%,0.3%,20.1%,12.1%,4.0%,Los Angeles,2021-04-12,2021-04-11,2021-04-12 18:33:55
0.8%,2.1%,1.6%,36.9%,7.7%,0.1%,34.6%,9.7%,6.5%,Madera,2021-04-12,2021-04-11,2021-04-12 18:33:57
0.1%,4.9%,1.1%,11.6%,12.6%,0.2%,57.7%,6.8%,5.0%,Marin,2021-04-12,2021-04-11,2021-04-12 18:34:00
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Mariposa,2021-04-12,2021-04-11,2021-04-12 18:34:03
0.8%,1.4%,0.3%,16.6%,16.0%,0.2%,50.8%,6.0%,7.8%,Mendocino,2021-04-12,2021-04-11,2021-04-12 18:34:05
0.4%,6.0%,1.6%,35.4%,0.7%,0.3%,24.6%,8.2%,22.8%,Merced,2021-04-12,2021-04-11,2021-04-12 18:34:08
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.3%,1.7%,6.0%,Modoc,2021-04-12,2021-04-09,2021-04-12 18:34:11
0.4%,1.6%,0.2%,24.3%,12.0%,0.2%,58.8%,1.5%,1.0%,Mono,2021-04-12,2021-04-10,2021-04-12 18:34:13
0.2%,4.3%,1.1%,44.8%,10.3%,0.5%,26.4%,5.3%,7.1%,Monterey,2021-04-12,2021-04-11,2021-04-12 18:34:16
0.2%,5.2%,1.1%,20.9%,8.1%,0.4%,47.2%,7.6%,9.2%,Napa,2021-04-12,2021-04-11,2021-04-12 18:34:18
0.7%,1.0%,0.2%,5.2%,17.1%,0.1%,65.6%,4.9%,5.2%,Nevada,2021-04-12,2021-04-11,2021-04-12 18:34:21
0.1%,18.9%,1.0%,14.9%,15.5%,0.3%,32.3%,9.2%,7.8%,Orange,2021-04-12,2021-04-11,2021-04-12 18:34:24
0.5%,6.7%,1.2%,8.6%,14.0%,0.4%,54.6%,8.0%,6.1%,Placer,2021-04-12,2021-04-11,2021-04-12 18:34:26
0.8%,0.8%,0.5%,3.1%,6.2%,0.05%,73.3%,3.5%,11.8%,Plumas,2021-04-12,2021-04-10,2021-04-12 18:34:29
0.2%,6.1%,3.9%,29.7%,14.0%,0.3%,31.4%,9.5%,4.8%,Riverside,2021-04-12,2021-04-11,2021-04-12 18:34:32
0.4%,14.5%,5.5%,9.8%,10.9%,1.1%,36.4%,12.4%,9.1%,Sacramento,2021-04-12,2021-04-11,2021-04-12 18:34:34
0.3%,2.8%,0.6%,34.5%,5.9%,0.3%,25.0%,10.8%,19.7%,San Benito,2021-04-12,2021-04-11,2021-04-12 18:34:37
0.2%,9.2%,5.0%,32.4%,12.9%,0.4%,24.9%,10.0%,4.9%,San Bernardino,2021-04-12,2021-04-11,2021-04-12 18:34:40
0.4%,12.5%,2.5%,21.8%,0.6%,0.6%,44.7%,8.8%,8.1%,San Diego,2021-04-12,2021-04-11,2021-04-12 18:34:42
0.2%,30.9%,3.3%,11.9%,9.0%,0.3%,30.6%,6.2%,7.6%,San Francisco,2021-04-12,2021-04-11,2021-04-12 18:34:45
0.4%,12.3%,4.0%,17.2%,2.3%,0.9%,23.9%,15.4%,23.7%,San Joaquin,2021-04-12,2021-04-11,2021-04-12 18:34:48
0.2%,1.7%,0.5%,10.2%,13.4%,0.2%,39.7%,10.9%,23.2%,San Luis Obispo,2021-04-12,2021-04-11,2021-04-12 18:34:50
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,San Mateo,2021-04-12,2021-04-11,2021-04-12 18:34:53
0.2%,3.2%,0.9%,27.9%,17.2%,0.2%,35.1%,10.0%,5.3%,Santa Barbara,2021-04-12,2021-04-11,2021-04-12 18:34:56
0.2%,29.7%,1.5%,12.8%,13.8%,0.4%,25.1%,9.0%,7.5%,Santa Clara,2021-04-12,2021-04-11,2021-04-12 18:34:58
0.2%,2.4%,0.4%,22.0%,15.7%,0.1%,43.3%,9.5%,6.3%,Santa Cruz,2021-04-12,2021-04-11,2021-04-12 18:35:01
0.7%,1.9%,0.6%,4.7%,23.1%,0.2%,51.6%,8.7%,8.6%,Shasta,2021-04-12,2021-04-10,2021-04-12 18:35:03
0.5%,0.9%,0.1%,8.0%,9.5%,0.000%,74.7%,2.8%,3.6%,Sierra,2021-04-12,2021-04-10,2021-04-12 18:35:06
1.6%,1.0%,0.6%,7.4%,8.8%,0.05%,62.5%,4.0%,14.1%,Siskiyou,2021-04-12,2021-04-10,2021-04-12 18:35:08
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Solano,2021-04-12,2021-04-11,2021-04-12 18:35:11
0.5%,2.9%,0.9%,15.1%,12.5%,0.3%,53.0%,8.8%,6.1%,Sonoma,2021-04-12,2021-04-11,2021-04-12 18:35:14
0.5%,5.6%,1.8%,26.9%,0.9%,0.7%,36.6%,10.7%,16.3%,Stanislaus,2021-04-12,2021-04-11,2021-04-12 18:35:16
0.6%,14.8%,1.1%,19.3%,14.3%,0.2%,39.5%,6.1%,4.1%,Sutter,2021-04-12,2021-04-11,2021-04-12 18:35:19
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Tehama,2021-04-12,2021-04-11,2021-04-12 18:35:22
1.8%,1.7%,0.2%,3.3%,10.4%,0.2%,74.5%,1.4%,6.5%,Trinity,2021-04-12,2021-04-10,2021-04-12 18:35:24
0.2%,2.8%,0.7%,48.9%,7.8%,0.2%,28.3%,5.5%,5.5%,Tulare,2021-04-12,2021-04-11,2021-04-12 18:35:27
0.5%,1.5%,0.3%,4.9%,1.7%,0.3%,78.4%,6.0%,6.4%,Tuolumne,2021-04-12,2021-04-11,2021-04-12 18:35:30
0.1%,5.7%,1.0%,30.3%,17.8%,0.3%,34.8%,7.8%,2.2%,Ventura,2021-04-12,2021-04-11,2021-04-12 18:35:32
0.4%,8.0%,1.4%,15.9%,9.1%,0.4%,35.1%,11.0%,18.7%,Yolo,2021-04-12,2021-04-11,2021-04-12 18:35:35
1.1%,5.5%,2.3%,19.5%,10.6%,0.4%,51.0%,4.6%,4.8%,Yuba,2021-04-12,2021-04-11,2021-04-12 18:35:38
