American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.2%,5.3%,10.1%,9.4%,0.5%,23.7%,8.8%,21.8%,Alameda,2021-04-03,2021-04-02,2021-04-04 02:41:14
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Alpine,2021-04-03,2021-04-01,2021-04-04 02:41:16
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Amador,2021-04-03,2021-04-02,2021-04-04 02:41:19
1.1%,2.3%,0.7%,7.8%,14.8%,0.1%,56.0%,8.1%,9.1%,Butte,2021-04-03,2021-04-02,2021-04-04 02:41:22
0.4%,1.2%,0.4%,5.1%,1.3%,0.2%,55.0%,8.8%,27.6%,Calaveras,2021-04-03,2021-04-02,2021-04-04 02:41:24
1.0%,0.6%,0.4%,28.1%,5.2%,0.1%,31.0%,5.5%,28.1%,Colusa,2021-04-03,2021-04-02,2021-04-04 02:41:27
0.2%,10.5%,4.3%,12.5%,10.0%,0.5%,33.2%,7.6%,21.2%,Contra Costa,2021-04-03,2021-04-02,2021-04-04 02:41:30
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Del Norte,2021-04-03,2021-04-02,2021-04-04 02:41:32
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,El Dorado,2021-04-03,2021-04-02,2021-04-04 02:41:35
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Fresno,2021-04-03,2021-04-02,2021-04-04 02:41:37
1.9%,1.2%,0.2%,22.1%,7.5%,0.1%,41.9%,10.4%,14.7%,Glenn,2021-04-03,2021-04-02,2021-04-04 02:41:40
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Humboldt,2021-04-03,2021-04-02,2021-04-04 02:41:43
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Imperial,2021-04-03,2021-04-02,2021-04-04 02:41:45
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Inyo,2021-04-03,2021-04-02,2021-04-04 02:41:48
0.3%,4.1%,2.4%,31.4%,10.1%,0.3%,28.5%,11.6%,11.3%,Kern,2021-04-03,2021-04-02,2021-04-04 02:41:51
0.7%,2.6%,2.1%,41.0%,5.9%,0.2%,26.6%,6.2%,14.7%,Kings,2021-04-03,2021-04-02,2021-04-04 02:41:54
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Lake,2021-04-03,2021-04-02,2021-04-04 02:41:56
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Lassen,2021-04-03,2021-04-02,2021-04-04 02:41:59
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Los Angeles,2021-04-03,2021-04-02,2021-04-04 02:42:01
0.9%,1.9%,1.4%,32.8%,6.1%,0.1%,32.6%,8.6%,15.6%,Madera,2021-04-03,2021-04-02,2021-04-04 02:42:04
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Marin,2021-04-03,2021-04-02,2021-04-04 02:42:06
1.8%,0.9%,0.4%,7.4%,2.2%,0.2%,62.9%,4.8%,19.4%,Mariposa,2021-04-03,2021-04-02,2021-04-04 02:42:09
0.8%,1.3%,0.3%,15.7%,13.6%,0.2%,49.7%,7.0%,11.3%,Mendocino,2021-04-03,2021-04-02,2021-04-04 02:42:12
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Merced,2021-04-03,2021-04-02,2021-04-04 02:42:15
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Modoc,2021-04-03,2021-04-01,2021-04-04 02:42:18
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Mono,2021-04-03,2021-04-02,2021-04-04 02:42:21
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Monterey,2021-04-03,2021-04-02,2021-04-04 02:42:24
0.2%,4.0%,0.9%,18.1%,6.4%,0.3%,39.1%,6.2%,24.9%,Napa,2021-04-03,2021-04-02,2021-04-04 02:42:27
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Nevada,2021-04-03,2021-04-02,2021-04-04 02:42:29
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Orange,2021-04-03,2021-04-02,2021-04-04 02:42:33
0.4%,5.2%,0.9%,8.6%,11.6%,0.4%,44.9%,7.9%,20.2%,Placer,2021-04-03,2021-04-02,2021-04-04 02:42:36
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Plumas,2021-04-03,2021-04-02,2021-04-04 02:42:38
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Riverside,2021-04-03,2021-04-02,2021-04-04 02:42:41
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Sacramento,2021-04-03,2021-04-02,2021-04-04 02:42:44
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,San Benito,2021-04-03,2021-04-02,2021-04-04 02:42:47
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,San Bernardino,2021-04-03,2021-04-02,2021-04-04 02:42:50
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,San Diego,2021-04-03,2021-04-02,2021-04-04 02:42:53
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,San Francisco,2021-04-03,2021-04-02,2021-04-04 02:42:55
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,San Joaquin,2021-04-03,2021-04-02,2021-04-04 02:42:58
0.2%,1.3%,0.4%,7.6%,10.6%,0.1%,31.5%,14.3%,34.1%,San Luis Obispo,2021-04-03,2021-04-02,2021-04-04 02:43:01
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,San Mateo,2021-04-03,2021-04-02,2021-04-04 02:43:04
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Santa Barbara,2021-04-03,2021-04-02,2021-04-04 02:43:07
0.1%,24.5%,1.3%,11.1%,11.0%,0.4%,22.8%,8.7%,20.1%,Santa Clara,2021-04-03,2021-04-02,2021-04-04 02:43:10
0.2%,2.0%,0.4%,20.1%,14.0%,0.1%,39.8%,10.2%,13.2%,Santa Cruz,2021-04-03,2021-04-02,2021-04-04 02:43:13
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Shasta,2021-04-03,2021-04-02,2021-04-04 02:43:15
0.5%,0.9%,0.1%,8.1%,8.7%,0.0%,72.7%,3.1%,5.9%,Sierra,2021-04-03,2021-04-01,2021-04-04 02:43:18
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Siskiyou,2021-04-03,2021-04-02,2021-04-04 02:43:21
0.3%,10.5%,6.3%,9.1%,6.3%,0.9%,25.7%,10.7%,30.3%,Solano,2021-04-03,2021-04-02,2021-04-04 02:43:24
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Sonoma,2021-04-03,2021-04-02,2021-04-04 02:43:27
0.5%,5.2%,1.7%,25.9%,0.6%,0.7%,35.9%,9.8%,19.8%,Stanislaus,2021-04-03,2021-04-02,2021-04-04 02:43:29
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Sutter,2021-04-03,2021-04-02,2021-04-04 02:43:32
1.0%,0.6%,0.3%,10.6%,8.1%,0.1%,48.2%,10.0%,21.0%,Tehama,2021-04-03,2021-04-02,2021-04-04 02:43:35
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Trinity,2021-04-03,2021-04-02,2021-04-04 02:43:37
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Tulare,2021-04-03,2021-04-02,2021-04-04 02:43:40
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Tuolumne,2021-04-03,2021-04-02,2021-04-04 02:43:43
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Ventura,2021-04-03,2021-04-02,2021-04-04 02:43:45
0.4%,6.3%,1.0%,13.3%,7.1%,0.3%,29.9%,9.7%,32.1%,Yolo,2021-04-03,2021-04-02,2021-04-04 02:43:48
0.3%,11.7%,3.0%,19.6%,10.1%,0.4%,29.5%,11.1%,14.3%,Yuba,2021-04-03,2021-04-02,2021-04-04 02:43:51
