Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.9%,41.8%,0.3%,Alameda,2021-03-18,2021-03-17,2021-03-19 01:31:04
48.1%,51.4%,0.5%,Alpine,2021-03-18,2021-03-17,2021-03-19 01:31:07
56.5%,43.4%,0.1%,Amador,2021-03-18,2021-03-17,2021-03-19 01:31:11
57.7%,42.2%,0.1%,Butte,2021-03-18,2021-03-17,2021-03-19 01:31:14
55.6%,43.9%,0.5%,Calaveras,2021-03-18,2021-03-17,2021-03-19 01:31:17
53.4%,44.5%,2.2%,Colusa,2021-03-18,2021-03-17,2021-03-19 01:31:20
58.1%,41.8%,0.1%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 01:31:24
54.2%,45.6%,0.1%,Del Norte,2021-03-18,2021-03-17,2021-03-19 01:31:28
56.2%,43.7%,0.1%,El Dorado,2021-03-18,2021-03-17,2021-03-19 01:31:31
56.5%,43.4%,0.1%,Fresno,2021-03-18,2021-03-17,2021-03-19 01:31:35
57.6%,42.4%,0.1%,Glenn,2021-03-18,2021-03-17,2021-03-19 01:31:38
59.2%,40.7%,0.1%,Humboldt,2021-03-18,2021-03-17,2021-03-19 01:31:41
55.7%,44.3%,0%,Imperial,2021-03-18,2021-03-17,2021-03-19 01:31:45
53.9%,46%,0.1%,Inyo,2021-03-18,2021-03-17,2021-03-19 01:31:48
56%,43.3%,0.7%,Kern,2021-03-18,2021-03-17,2021-03-19 01:31:51
54.9%,44.6%,0.5%,Kings,2021-03-18,2021-03-17,2021-03-19 01:31:54
55.2%,44.7%,0.1%,Lake,2021-03-18,2021-03-17,2021-03-19 01:31:58
52.6%,47.2%,0.2%,Lassen,2021-03-18,2021-03-17,2021-03-19 01:32:01
57.2%,42.7%,0.1%,Los Angeles,2021-03-18,2021-03-17,2021-03-19 01:32:05
55.7%,44.2%,0.1%,Madera,2021-03-18,2021-03-17,2021-03-19 01:32:08
57.3%,42.6%,0.1%,Marin,2021-03-18,2021-03-17,2021-03-19 01:32:10
54.9%,44.8%,0.3%,Mariposa,2021-03-18,2021-03-17,2021-03-19 01:32:14
54.5%,44.6%,0.9%,Mendocino,2021-03-18,2021-03-17,2021-03-19 01:32:17
57%,42.7%,0.3%,Merced,2021-03-18,2021-03-17,2021-03-19 01:32:21
52.5%,47.5%,0%,Modoc,2021-03-18,2021-03-17,2021-03-19 01:32:24
47.5%,52.5%,0%,Mono,2021-03-18,2021-03-17,2021-03-19 01:32:28
55.9%,40.5%,3.7%,Monterey,2021-03-18,2021-03-17,2021-03-19 01:32:31
53.9%,46%,0.1%,Napa,2021-03-18,2021-03-17,2021-03-19 01:32:34
57.4%,42.5%,0.1%,Nevada,2021-03-18,2021-03-17,2021-03-19 01:32:37
56.8%,42%,1.2%,Orange,2021-03-18,2021-03-17,2021-03-19 01:32:41
58%,41.9%,0.1%,Placer,2021-03-18,2021-03-17,2021-03-19 01:32:45
54.5%,45.5%,0%,Plumas,2021-03-18,2021-03-17,2021-03-19 01:32:48
56.2%,43.7%,0.1%,Riverside,2021-03-18,2021-03-17,2021-03-19 01:32:52
58.1%,41.7%,0.2%,Sacramento,2021-03-18,2021-03-17,2021-03-19 01:32:55
58.1%,41.5%,0.4%,San Benito,2021-03-18,2021-03-17,2021-03-19 01:32:59
58%,41.9%,0.1%,San Bernardino,2021-03-18,2021-03-17,2021-03-19 01:33:02
58%,41.2%,0.7%,San Diego,2021-03-18,2021-03-17,2021-03-19 01:33:06
54%,45.7%,0.3%,San Francisco,2021-03-18,2021-03-17,2021-03-19 01:33:09
58.2%,41.4%,0.5%,San Joaquin,2021-03-18,2021-03-17,2021-03-19 01:33:12
57.2%,42.8%,0.1%,San Luis Obispo,2021-03-18,2021-03-17,2021-03-19 01:33:16
57.7%,42.2%,0.1%,San Mateo,2021-03-18,2021-03-17,2021-03-19 01:33:18
58.1%,41.8%,0.1%,Santa Barbara,2021-03-18,2021-03-17,2021-03-19 01:33:21
58.1%,41.9%,0.1%,Santa Clara,2021-03-18,2021-03-17,2021-03-19 01:33:25
57.7%,41.8%,0.4%,Santa Cruz,2021-03-18,2021-03-17,2021-03-19 01:33:28
57.8%,42.1%,0.1%,Shasta,2021-03-18,2021-03-17,2021-03-19 01:33:32
52.9%,47%,0.1%,Sierra,2021-03-18,2021-03-17,2021-03-19 01:33:35
55.6%,44.3%,0%,Siskiyou,2021-03-18,2021-03-17,2021-03-19 01:33:39
58.1%,41.7%,0.2%,Solano,2021-03-18,2021-03-17,2021-03-19 01:33:42
57.8%,42.1%,0.1%,Sonoma,2021-03-18,2021-03-17,2021-03-19 01:33:46
57.3%,42.4%,0.3%,Stanislaus,2021-03-18,2021-03-17,2021-03-19 01:33:49
57%,42.5%,0.6%,Sutter,2021-03-18,2021-03-17,2021-03-19 01:33:53
56.4%,43.5%,0%,Tehama,2021-03-18,2021-03-17,2021-03-19 01:33:56
50.6%,49.3%,0.2%,Trinity,2021-03-18,2021-03-17,2021-03-19 01:34:00
55.5%,44.5%,0.1%,Tulare,2021-03-18,2021-03-17,2021-03-19 01:34:03
55.4%,44.5%,0.1%,Tuolumne,2021-03-18,2021-03-17,2021-03-19 01:34:06
57.5%,42.5%,0%,Ventura,2021-03-18,2021-03-17,2021-03-19 01:34:10
55.8%,39.8%,4.4%,Yolo,2021-03-18,2021-03-17,2021-03-19 01:34:13
58.3%,41.3%,0.3%,Yuba,2021-03-18,2021-03-17,2021-03-19 01:34:16
