0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.6%,33.3%,24.3%,41.8%,Mendocino,2021-03-27,2021-03-26,2021-03-28 00:58:42
0.5%,38.2%,25.4%,36.0%,Merced,2021-03-27,2021-03-26,2021-03-28 00:58:45
0.1%,19.0%,25.3%,55.5%,Modoc,2021-03-27,2021-03-26,2021-03-28 00:58:47
1.2%,43.9%,28.9%,26.0%,Mono,2021-03-27,2021-03-26,2021-03-28 00:58:50
0.3%,39.6%,22.9%,37.2%,Monterey,2021-03-27,2021-03-26,2021-03-28 00:58:52
0.3%,35.9%,23.2%,40.6%,Napa,2021-03-27,2021-03-26,2021-03-28 00:58:55
0.4%,21.8%,20.2%,57.6%,Nevada,2021-03-27,2021-03-26,2021-03-28 00:58:57
0.3%,36.3%,23.5%,40.0%,Orange,2021-03-27,2021-03-26,2021-03-28 00:58:59
0.4%,37.3%,23.4%,39.0%,Placer,2021-03-27,2021-03-26,2021-03-28 00:59:02
0.1%,19.9%,19.9%,60.2%,Plumas,2021-03-27,2021-03-26,2021-03-28 00:59:04
0.3%,31.7%,23.8%,44.2%,Riverside,2021-03-27,2021-03-26,2021-03-28 00:59:06
0.4%,36.7%,24.0%,38.8%,Sacramento,2021-03-27,2021-03-26,2021-03-28 00:59:08
0.2%,37.8%,24.1%,37.8%,San Benito,2021-03-27,2021-03-26,2021-03-28 00:59:11
0.4%,37.3%,23.4%,39.0%,San Bernardino,2021-03-27,2021-03-26,2021-03-28 00:59:13
0.3%,35.6%,20.7%,43.4%,San Diego,2021-03-27,2021-03-26,2021-03-28 00:59:15
0.3%,44.6%,22.4%,32.7%,San Francisco,2021-03-27,2021-03-26,2021-03-28 00:59:17
0.4%,37.3%,23.4%,39.0%,San Joaquin,2021-03-27,2021-03-26,2021-03-28 00:59:20
0.2%,26.8%,18.8%,54.2%,San Luis Obispo,2021-03-27,2021-03-26,2021-03-28 00:59:22
0.5%,38.0%,23.2%,38.3%,San Mateo,2021-03-27,2021-03-26,2021-03-28 00:59:25
0.2%,33.7%,19.7%,46.3%,Santa Barbara,2021-03-27,2021-03-26,2021-03-28 00:59:27
0.4%,36.9%,23.2%,39.5%,Santa Clara,2021-03-27,2021-03-26,2021-03-28 00:59:30
0.4%,35.2%,22.3%,42.2%,Santa Cruz,2021-03-27,2021-03-26,2021-03-28 00:59:32
0.2%,23.5%,22.0%,54.2%,Shasta,2021-03-27,2021-03-26,2021-03-28 00:59:35
0.0%,20.6%,27.8%,51.7%,Sierra,2021-03-27,2021-03-26,2021-03-28 00:59:37
0.4%,21.8%,22.9%,54.8%,Siskiyou,2021-03-27,2021-03-26,2021-03-28 00:59:40
0.3%,33.3%,25.8%,40.5%,Solano,2021-03-27,2021-03-26,2021-03-28 00:59:42
0.3%,32.3%,23.5%,43.9%,Sonoma,2021-03-27,2021-03-26,2021-03-28 00:59:44
0.5%,34.7%,25.8%,38.9%,Stanislaus,2021-03-27,2021-03-26,2021-03-28 00:59:46
0.2%,30.9%,25.0%,43.9%,Sutter,2021-03-27,2021-03-26,2021-03-28 00:59:49
0.4%,37.3%,23.4%,39.0%,Tehama,2021-03-27,2021-03-26,2021-03-28 00:59:51
0.1%,19.6%,22.1%,58.3%,Trinity,2021-03-27,2021-03-26,2021-03-28 00:59:53
0.5%,41.3%,25.6%,32.5%,Tulare,2021-03-27,2021-03-26,2021-03-28 00:59:56
0.4%,37.3%,23.4%,39.0%,Tuolumne,2021-03-27,2021-03-26,2021-03-28 00:59:58
0.4%,35.4%,23.0%,41.1%,Ventura,2021-03-27,2021-03-26,2021-03-28 01:00:01
0.5%,42.9%,21.8%,34.9%,Yolo,2021-03-27,2021-03-26,2021-03-28 01:00:03
0.1%,29.2%,24.0%,46.6%,Yuba,2021-03-27,2021-03-26,2021-03-28 01:00:05
