American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Alameda,2021-04-11,2021-04-10,2021-04-11 18:29:52
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Alpine,2021-04-11,2021-04-10,2021-04-11 18:29:54
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Amador,2021-04-11,2021-04-10,2021-04-11 18:29:57
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Butte,2021-04-11,2021-04-10,2021-04-11 18:30:00
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Calaveras,2021-04-11,2021-04-10,2021-04-11 18:30:02
0.8%,0.7%,0.5%,33.7%,6.6%,0.1%,30.6%,5.9%,21.1%,Colusa,2021-04-11,2021-04-10,2021-04-11 18:30:05
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Contra Costa,2021-04-11,2021-04-10,2021-04-11 18:30:08
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Del Norte,2021-04-11,2021-04-10,2021-04-11 18:30:10
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,El Dorado,2021-04-11,2021-04-10,2021-04-11 18:30:13
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Fresno,2021-04-11,2021-04-10,2021-04-11 18:30:16
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Glenn,2021-04-11,2021-04-09,2021-04-11 18:30:18
3.0%,1.6%,0.8%,8.0%,13.8%,0.2%,65.8%,2.7%,4.1%,Humboldt,2021-04-11,2021-04-10,2021-04-11 18:30:20
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Imperial,2021-04-11,2021-04-10,2021-04-11 18:30:23
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Inyo,2021-04-11,2021-04-10,2021-04-11 18:30:26
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Kern,2021-04-11,2021-04-10,2021-04-11 18:30:28
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Kings,2021-04-11,2021-04-10,2021-04-11 18:30:31
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Lake,2021-04-11,2021-04-10,2021-04-11 18:30:34
1.0%,1.5%,0.8%,8.8%,7.9%,0.3%,63.1%,3.3%,13.1%,Lassen,2021-04-11,2021-04-09,2021-04-11 18:30:36
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Los Angeles,2021-04-11,2021-04-10,2021-04-11 18:30:39
0.8%,2.1%,1.6%,36.9%,7.7%,0.1%,34.6%,9.7%,6.5%,Madera,2021-04-11,2021-04-10,2021-04-11 18:30:42
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Marin,2021-04-11,2021-04-10,2021-04-11 18:30:44
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Mariposa,2021-04-11,2021-04-10,2021-04-11 18:30:47
0.8%,1.4%,0.3%,16.6%,16.1%,0.2%,50.8%,6.0%,7.7%,Mendocino,2021-04-11,2021-04-10,2021-04-11 18:30:49
0.3%,13.2%,3.2%,22.2%,12.4%,0.4%,31.3%,10.0%,7.0%,Merced,2021-04-11,2021-04-10,2021-04-11 18:30:52
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.3%,1.7%,6.0%,Modoc,2021-04-11,2021-04-09,2021-04-11 18:30:54
