American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.5%,5.5%,10.3%,10.1%,0.5%,24.9%,8.8%,19.1%,Alameda,2021-03-27,2021-03-26,2021-03-28 04:28:12
1.7%,0.6%,0.3%,0.6%,0.3%,0.0%,17.8%,0.9%,77.9%,Alpine,2021-03-27,2021-03-25,2021-03-28 04:28:15
0.8%,1.5%,0.3%,7.2%,4.0%,0.3%,66.9%,8.9%,10.1%,Amador,2021-03-27,2021-03-26,2021-03-28 04:28:18
1.1%,2.2%,0.7%,7.4%,15.7%,0.1%,56.6%,8.0%,8.2%,Butte,2021-03-27,2021-03-26,2021-03-28 04:28:20
0.4%,1.1%,0.4%,4.7%,1.4%,0.2%,54.3%,8.6%,28.9%,Calaveras,2021-03-27,2021-03-26,2021-03-28 04:28:23
1.1%,0.7%,0.4%,27.3%,5.5%,0.1%,32.3%,5.6%,27.0%,Colusa,2021-03-27,2021-03-26,2021-03-28 04:28:25
0.2%,10.8%,4.5%,12.5%,11.0%,0.5%,34.1%,7.7%,18.7%,Contra Costa,2021-03-27,2021-03-26,2021-03-28 04:28:28
6.7%,1.7%,0.5%,5.1%,7.7%,0.1%,60.9%,2.7%,14.5%,Del Norte,2021-03-27,2021-03-26,2021-03-28 04:28:30
0.2%,2.8%,0.5%,5.4%,12.5%,0.3%,49.4%,7.9%,21.0%,El Dorado,2021-03-27,2021-03-26,2021-03-28 04:28:33
0.5%,6.9%,2.1%,31.5%,8.9%,0.2%,28.7%,7.8%,13.5%,Fresno,2021-03-27,2021-03-26,2021-03-28 04:28:36
2.1%,1.2%,0.2%,21.5%,8.1%,0.1%,43.2%,10.4%,13.2%,Glenn,2021-03-27,2021-03-26,2021-03-28 04:28:38
3.3%,1.3%,0.7%,6.1%,13.5%,0.2%,64.1%,3.1%,7.6%,Humboldt,2021-03-27,2021-03-26,2021-03-28 04:28:41
0.1%,0.7%,0.4%,65.5%,2.1%,0.1%,9.7%,7.0%,14.5%,Imperial,2021-03-27,2021-03-26,2021-03-28 04:28:43
1.0%,1.0%,0.2%,9.1%,21.0%,0.2%,53.4%,5.2%,8.9%,Inyo,2021-03-27,2021-03-26,2021-03-28 04:28:46
