American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,24.7%,6.2%,11.4%,11.4%,0.6%,27.2%,9.6%,8.6%,Alameda,2021-04-13,2021-04-12,2021-04-13 20:20:47
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Alpine,2021-04-13,2021-04-09,2021-04-13 20:20:49
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Amador,2021-04-13,2021-04-12,2021-04-13 20:20:53
1.1%,2.8%,0.8%,9.6%,16.9%,0.1%,57.8%,6.7%,4.2%,Butte,2021-04-13,2021-04-12,2021-04-13 20:20:56
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Calaveras,2021-04-13,2021-04-12,2021-04-13 20:20:59
0.8%,0.7%,0.5%,33.6%,6.5%,0.1%,30.5%,6.0%,21.3%,Colusa,2021-04-13,2021-04-12,2021-04-13 20:21:02
0.2%,12.6%,5.0%,14.9%,11.7%,0.6%,37.6%,8.5%,8.9%,Contra Costa,2021-04-13,2021-04-12,2021-04-13 20:21:05
6.1%,1.8%,0.5%,6.7%,10.9%,0.1%,58.5%,3.0%,12.4%,Del Norte,2021-04-13,2021-04-12,2021-04-13 20:21:07
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,El Dorado,2021-04-13,2021-04-12,2021-04-13 20:21:10
0.5%,8.2%,2.3%,36.0%,10.5%,0.2%,28.4%,7.9%,6.0%,Fresno,2021-04-13,2021-04-12,2021-04-13 20:21:14
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Glenn,2021-04-13,2021-04-12,2021-04-13 20:21:17
3.0%,1.6%,0.8%,8.0%,13.7%,0.2%,65.7%,2.7%,4.3%,Humboldt,2021-04-13,2021-04-12,2021-04-13 20:21:20
0.2%,0.8%,0.4%,71.6%,2.6%,0.1%,9.9%,7.7%,6.7%,Imperial,2021-04-13,2021-04-12,2021-04-13 20:21:22
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Inyo,2021-04-13,2021-04-12,2021-04-13 20:21:25
0.3%,4.4%,2.5%,35.5%,12.0%,0.2%,28.9%,9.4%,6.7%,Kern,2021-04-13,2021-04-12,2021-04-13 20:21:28
0.6%,3.0%,2.2%,45.3%,7.7%,0.2%,27.3%,5.9%,7.9%,Kings,2021-04-13,2021-04-12,2021-04-13 20:21:31
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Lake,2021-04-13,2021-04-12,2021-04-13 20:21:34
1.1%,1.6%,0.8%,8.8%,7.8%,0.3%,63.1%,3.3%,13.2%,Lassen,2021-04-13,2021-04-12,2021-04-13 20:21:38
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Los Angeles,2021-04-13,2021-04-12,2021-04-13 20:21:41
0.9%,2.1%,1.6%,36.8%,7.7%,0.1%,34.5%,9.7%,6.7%,Madera,2021-04-13,2021-04-12,2021-04-13 20:21:43
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Marin,2021-04-13,2021-04-12,2021-04-13 20:21:46
1.7%,1.1%,0.4%,8.0%,3.2%,0.1%,65.2%,4.5%,15.7%,Mariposa,2021-04-13,2021-04-12,2021-04-13 20:21:49
0.8%,1.4%,0.3%,16.6%,16.0%,0.2%,50.8%,6.0%,7.8%,Mendocino,2021-04-13,2021-04-12,2021-04-13 20:21:51
0.4%,6.0%,1.6%,35.5%,0.7%,0.3%,24.4%,8.1%,23.1%,Merced,2021-04-13,2021-04-12,2021-04-13 20:21:55
0.3%,13.2%,3.2%,22.4%,12.2%,0.4%,31.1%,9.9%,7.3%,Modoc,2021-04-13,2021-04-12,2021-04-13 20:21:58
