American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.4%,12.0%,0.4%,30.9%,10.0%,7.6%,Alameda,2021-04-14,2021-04-13,2021-04-15 08:23:27
1.7%,0.6%,0.2%,1.0%,0.2%,0.000%,18.4%,0.7%,77.0%,Alpine,2021-04-14,2021-04-09,2021-04-15 08:23:30
0.8%,1.6%,0.5%,7.8%,3.9%,0.3%,70.6%,8.6%,5.9%,Amador,2021-04-14,2021-04-13,2021-04-15 08:23:32
1.1%,2.8%,0.8%,9.7%,16.8%,0.1%,57.7%,6.7%,4.3%,Butte,2021-04-14,2021-04-13,2021-04-15 08:23:35
0.5%,1.4%,0.5%,5.7%,1.8%,0.2%,58.5%,8.1%,23.4%,Calaveras,2021-04-14,2021-04-13,2021-04-15 08:23:37
0.8%,0.7%,0.5%,33.6%,6.5%,0.1%,30.5%,6.1%,21.3%,Colusa,2021-04-14,2021-04-13,2021-04-15 08:23:40
0.2%,12.5%,5.0%,15.0%,11.5%,0.6%,37.3%,8.5%,9.4%,Contra Costa,2021-04-14,2021-04-13,2021-04-15 08:23:42
6.1%,1.8%,0.5%,6.7%,10.8%,0.1%,58.4%,3.1%,12.5%,Del Norte,2021-04-14,2021-04-13,2021-04-15 08:23:44
0.3%,3.8%,0.6%,6.6%,13.6%,0.3%,60.0%,7.2%,7.6%,El Dorado,2021-04-14,2021-04-13,2021-04-15 08:23:47
0.5%,8.2%,2.3%,36.0%,10.4%,0.2%,28.4%,7.9%,6.2%,Fresno,2021-04-14,2021-04-13,2021-04-15 08:23:49
1.8%,1.5%,0.2%,27.3%,9.4%,0.1%,42.2%,10.7%,6.7%,Glenn,2021-04-14,2021-04-13,2021-04-15 08:23:52
2.9%,1.6%,0.8%,8.1%,13.3%,0.2%,65.7%,2.7%,4.7%,Humboldt,2021-04-14,2021-04-13,2021-04-15 08:23:54
0.2%,0.7%,0.4%,70.9%,2.6%,0.1%,9.9%,7.8%,7.4%,Imperial,2021-04-14,2021-04-13,2021-04-15 08:23:57
0.9%,1.2%,0.2%,11.1%,21.0%,0.2%,55.6%,3.4%,6.3%,Inyo,2021-04-14,2021-04-13,2021-04-15 08:23:59
0.3%,4.4%,2.5%,35.7%,11.8%,0.2%,28.7%,9.5%,6.9%,Kern,2021-04-14,2021-04-13,2021-04-15 08:24:01
0.6%,3.0%,2.3%,45.2%,7.6%,0.2%,27.2%,5.9%,8.0%,Kings,2021-04-14,2021-04-13,2021-04-15 08:24:04
1.8%,1.3%,1.3%,16.9%,15.3%,0.2%,57.1%,2.7%,3.4%,Lake,2021-04-14,2021-04-13,2021-04-15 08:24:06
1.1%,1.6%,0.8%,8.7%,7.8%,0.3%,63.1%,3.3%,13.2%,Lassen,2021-04-14,2021-04-13,2021-04-15 08:24:09
0.2%,13.0%,4.4%,28.9%,16.7%,0.3%,20.0%,12.2%,4.4%,Los Angeles,2021-04-14,2021-04-13,2021-04-15 08:24:11
0.8%,2.1%,1.6%,36.9%,7.5%,0.1%,34.0%,9.7%,7.4%,Madera,2021-04-14,2021-04-13,2021-04-15 08:24:13
0.1%,4.8%,1.1%,11.6%,12.4%,0.2%,57.3%,6.8%,5.6%,Marin,2021-04-14,2021-04-13,2021-04-15 08:24:16
1.7%,1.1%,0.4%,8.0%,3.2%,0.1%,65.2%,4.5%,15.7%,Mariposa,2021-04-14,2021-04-13,2021-04-15 08:24:18
0.8%,1.4%,0.3%,16.6%,15.9%,0.2%,50.9%,6.0%,7.9%,Mendocino,2021-04-14,2021-04-13,2021-04-15 08:24:20
0.4%,6.0%,1.7%,35.7%,0.6%,0.3%,24.4%,8.0%,23.0%,Merced,2021-04-14,2021-04-13,2021-04-15 08:24:23
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,71.8%,1.8%,6.4%,Modoc,2021-04-14,2021-04-13,2021-04-15 08:24:25
0.4%,1.6%,0.2%,24.3%,12.0%,0.2%,58.8%,1.5%,1.0%,Mono,2021-04-14,2021-04-13,2021-04-15 08:24:28
0.2%,4.2%,1.1%,44.8%,9.9%,0.5%,25.8%,5.4%,8.0%,Monterey,2021-04-14,2021-04-13,2021-04-15 08:24:30
0.2%,5.2%,1.1%,20.7%,8.1%,0.4%,46.9%,7.6%,9.7%,Napa,2021-04-14,2021-04-13,2021-04-15 08:24:32
0.7%,1.0%,0.2%,5.2%,17.0%,0.1%,65.4%,5.0%,5.4%,Nevada,2021-04-14,2021-04-13,2021-04-15 08:24:35
0.1%,18.8%,1.0%,14.9%,15.2%,0.3%,32.2%,9.3%,8.1%,Orange,2021-04-14,2021-04-13,2021-04-15 08:24:37
0.5%,6.6%,1.2%,8.5%,13.7%,0.4%,54.0%,8.0%,7.1%,Placer,2021-04-14,2021-04-13,2021-04-15 08:24:40
0.8%,0.8%,0.5%,3.1%,6.2%,0.05%,73.2%,3.5%,11.8%,Plumas,2021-04-14,2021-04-13,2021-04-15 08:24:42
0.2%,6.1%,3.9%,29.8%,13.7%,0.3%,31.2%,9.7%,5.1%,Riverside,2021-04-14,2021-04-13,2021-04-15 08:24:45
0.4%,14.3%,5.4%,9.7%,10.7%,1.1%,36.1%,12.3%,9.9%,Sacramento,2021-04-14,2021-04-13,2021-04-15 08:24:47
0.3%,2.7%,0.6%,34.3%,5.7%,0.3%,24.5%,10.7%,20.9%,San Benito,2021-04-14,2021-04-13,2021-04-15 08:24:49
0.2%,9.2%,4.9%,32.5%,12.6%,0.4%,24.7%,10.2%,5.3%,San Bernardino,2021-04-14,2021-04-13,2021-04-15 08:24:52
0.4%,12.5%,2.5%,23.4%,0.4%,0.6%,44.1%,8.0%,7.9%,San Diego,2021-04-14,2021-04-13,2021-04-15 08:24:54
0.2%,30.6%,3.2%,11.9%,8.8%,0.3%,30.4%,6.2%,8.4%,San Francisco,2021-04-14,2021-04-13,2021-04-15 08:24:57
0.4%,12.5%,4.0%,17.4%,2.2%,0.9%,23.8%,15.3%,23.5%,San Joaquin,2021-04-14,2021-04-13,2021-04-15 08:24:59
0.2%,1.7%,0.5%,10.5%,13.1%,0.2%,39.6%,10.8%,23.3%,San Luis Obispo,2021-04-14,2021-04-13,2021-04-15 08:25:02
0.2%,19.8%,1.2%,10.5%,18.6%,0.7%,29.0%,11.7%,8.4%,San Mateo,2021-04-14,2021-04-13,2021-04-15 08:25:04
0.2%,3.3%,0.9%,28.0%,16.6%,0.2%,34.9%,10.1%,5.8%,Santa Barbara,2021-04-14,2021-04-13,2021-04-15 08:25:07
0.2%,29.8%,1.5%,12.6%,13.3%,0.4%,24.5%,9.0%,8.7%,Santa Clara,2021-04-14,2021-04-13,2021-04-15 08:25:09
0.2%,2.4%,0.4%,22.1%,15.4%,0.1%,43.0%,9.6%,6.9%,Santa Cruz,2021-04-14,2021-04-13,2021-04-15 08:25:12
0.7%,1.9%,0.6%,4.8%,22.6%,0.2%,51.3%,8.9%,9.0%,Shasta,2021-04-14,2021-04-13,2021-04-15 08:25:14
0.5%,1.0%,0.1%,8.0%,9.5%,0.000%,74.6%,2.8%,3.6%,Sierra,2021-04-14,2021-04-12,2021-04-15 08:25:16
1.6%,1.0%,0.6%,7.5%,8.8%,0.05%,62.3%,4.0%,14.2%,Siskiyou,2021-04-14,2021-04-13,2021-04-15 08:25:19
0.4%,14.2%,8.6%,11.2%,8.8%,1.2%,33.1%,13.1%,9.4%,Solano,2021-04-14,2021-04-13,2021-04-15 08:25:21
0.5%,2.9%,0.9%,15.1%,12.3%,0.3%,52.5%,8.8%,6.8%,Sonoma,2021-04-14,2021-04-13,2021-04-15 08:25:23
0.5%,5.7%,1.8%,27.1%,0.8%,0.7%,36.4%,10.7%,16.3%,Stanislaus,2021-04-14,2021-04-13,2021-04-15 08:25:26
0.6%,14.8%,1.1%,19.3%,14.2%,0.2%,39.3%,6.1%,4.3%,Sutter,2021-04-14,2021-04-13,2021-04-15 08:25:28
1.0%,0.9%,0.3%,13.5%,9.7%,0.2%,53.2%,8.8%,12.4%,Tehama,2021-04-14,2021-04-13,2021-04-15 08:25:31
1.7%,3.0%,0.2%,3.3%,10.1%,0.2%,73.1%,1.4%,7.0%,Trinity,2021-04-14,2021-04-13,2021-04-15 08:25:33
0.2%,2.8%,0.7%,48.9%,7.6%,0.2%,28.2%,5.5%,5.9%,Tulare,2021-04-14,2021-04-13,2021-04-15 08:25:35
0.5%,1.5%,0.3%,5.0%,1.7%,0.4%,78.4%,5.9%,6.4%,Tuolumne,2021-04-14,2021-04-13,2021-04-15 08:25:38
0.1%,5.8%,1.0%,30.2%,17.4%,0.3%,34.7%,7.9%,2.6%,Ventura,2021-04-14,2021-04-13,2021-04-15 08:25:40
0.4%,8.1%,1.4%,15.8%,9.0%,0.4%,34.8%,10.9%,19.2%,Yolo,2021-04-14,2021-04-13,2021-04-15 08:25:43
1.1%,5.5%,2.3%,19.5%,10.6%,0.4%,50.8%,4.6%,5.1%,Yuba,2021-04-14,2021-04-13,2021-04-15 08:25:45
