0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,49.2%,25.3%,25.0%,San Francisco,2021-04-14,2021-04-13,2021-04-15 02:38:56
0.7%,39.0%,28.8%,31.5%,San Joaquin,2021-04-14,2021-04-13,2021-04-15 02:38:58
0.5%,31.8%,25.6%,42.1%,San Luis Obispo,2021-04-14,2021-04-13,2021-04-15 02:39:01
0.8%,41.6%,28.1%,29.4%,San Mateo,2021-04-14,2021-04-13,2021-04-15 02:39:03
0.9%,40.9%,25.5%,32.7%,Santa Barbara,2021-04-14,2021-04-13,2021-04-15 02:39:06
0.9%,42.8%,29.2%,27.1%,Santa Clara,2021-04-14,2021-04-13,2021-04-15 02:39:08
0.7%,38.1%,27.8%,33.4%,Santa Cruz,2021-04-14,2021-04-13,2021-04-15 02:39:11
0.6%,25.2%,25.6%,48.6%,Shasta,2021-04-14,2021-04-13,2021-04-15 02:39:13
0.000%,24.2%,28.9%,46.9%,Sierra,2021-04-14,2021-04-12,2021-04-15 02:39:15
0.5%,22.9%,25.2%,51.5%,Siskiyou,2021-04-14,2021-04-13,2021-04-15 02:39:18
0.6%,36.4%,28.8%,34.2%,Solano,2021-04-14,2021-04-13,2021-04-15 02:39:20
0.7%,35.4%,27.4%,36.4%,Sonoma,2021-04-14,2021-04-13,2021-04-15 02:39:23
1.3%,39.2%,27.3%,32.2%,Stanislaus,2021-04-14,2021-04-13,2021-04-15 02:39:25
0.4%,35.6%,27.9%,36.1%,Sutter,2021-04-14,2021-04-13,2021-04-15 02:39:27
0.5%,25.9%,28.0%,45.6%,Tehama,2021-04-14,2021-04-13,2021-04-15 02:39:30
0.1%,21.3%,25.7%,52.9%,Trinity,2021-04-14,2021-04-13,2021-04-15 02:39:32
1.0%,43.6%,27.2%,28.2%,Tulare,2021-04-14,2021-04-13,2021-04-15 02:39:34
0.5%,21.4%,26.6%,51.6%,Tuolumne,2021-04-14,2021-04-13,2021-04-15 02:39:37
0.7%,36.9%,29.5%,32.9%,Ventura,2021-04-14,2021-04-13,2021-04-15 02:39:39
0.9%,46.4%,24.9%,27.8%,Yolo,2021-04-14,2021-04-13,2021-04-15 02:39:42
0.3%,34.4%,28.8%,36.5%,Yuba,2021-04-14,2021-04-13,2021-04-15 02:39:44
